HoiH23_hyp_clust10942.t1	GPCRrhod.HG12.20:NA
HoiH23_PlH23_009699-RA	GPCRrhod.HG51.0:NA
HoiH23_PlH23_009700-RA	GPCRrhod.HG36.12:NA
HoiH23_PlH23_009730-RA	GPCRrhod.HG10.42:NA
HoiH23_PlH23_009786-RA	GPCRrhod.HG104.1:NA
HoiH23_PlH23_009787-RA	GPCRrhod.HG104.1:NA
HoiH23_PlH23_009806-RA	GPCRrhod.HG1.42:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3
HoiH23_PlH23_009833-RA	GPCRglut.HG1.30:like:GABBR1/GABBR2
HoiH23_PlH23_009834-RA	GPCRglut.HG1.30:like:GABBR1/GABBR2
HoiH23_PlH23_009835-RA	GPCRrhod.HG54.8:NA
HoiH23_PlH23_009847-RA	GPCRrhod.HG10.29:NA
HoiH23_PlH23_009848-RA	GPCRrhod.HG2.48:like:NPFFR1/NPFFR2
HoiH23_PlH23_009883-RA	GPCRrhod.HG171.0:NA
HoiH23_PlH23_009887-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_009889-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_009890-RA	GPCRrhod.HG10.38:NA
HoiH23_PlH23_009905-RA	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
HoiH23_PlH23_009933-RA	GPCRrhod.HG36.18:NA
HoiH23_PlH23_009934-RA	GPCRrhod.HG36.17:NA
HoiH23_PlH23_009979-RA	GPCRrhod.HG12.11:NA
HoiH23_PlH23_009980-RA	GPCRrhod.HG12.22:NA
HoiH23_PlH23_009982-RA	GPCRrhod.HG12.19:NA
HoiH23_PlH23_009983-RA	GPCRrhod.HG12.0:NA
HoiH23_PlH23_009984-RA	GPCRrhod.HG12.1:NA
HoiH23_PlH23_009985-RA	GPCRrhod.HG12.24:NA
HoiH23_PlH23_009986-RA	GPCRrhod.HG12.25:NA
HoiH23_PlH23_009989-RA	GPCRrhod.HG12.30:NA
HoiH23_PlH23_010007-RA	GPCRrhod.HG38.2:FSHR/LHCGR/TSHR
HoiH23_PlH23_010011-RA	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
HoiH23_PlH23_010018-RA	GPCRglut.HG4.5:NA
HoiH23_PlH23_010019-RA	GPCRglut.HG4.4:NA
HoiH23_PlH23_010020-RA	GPCRglut.HG4.1:NA
HoiH23_PlH23_010039-RA	GPCRglut.HG1.30:like:GABBR1/GABBR2
HoiH23_PlH23_010056-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010057-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010058-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010062-RA	GPCRglut.HG4.10:NA
HoiH23_PlH23_010063-RA	GPCRrhod.HG32.21:NA
HoiH23_PlH23_010065-RA	GPCRrhod.HG37.0:NA
HoiH23_PlH23_010066-RA	GPCRrhod.HG2.45:like:NPFFR1/NPFFR2
HoiH23_PlH23_010093-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_010095-RA	GPCRrhod.HG32.36:NA
HoiH23_PlH23_010099-RA	GPCRrhod.HG10.24:NA
HoiH23_PlH23_010124-RA	GPCRrhod.HG12.76:NA
HoiH23_PlH23_010125-RA	GPCRrhod.HG12.77:NA
HoiH23_PlH23_010126-RA	GPCRrhod.HG12.52:NA
HoiH23_PlH23_010135-RA	GPCRrhod.HG12.72:NA
HoiH23_PlH23_010136-RA	GPCRrhod.HG12.54:NA
HoiH23_PlH23_010137-RA	GPCRrhod.HG12.54:NA
HoiH23_PlH23_010165-RA	GPCRglut.HG4.15:NA
HoiH23_PlH23_010167-RA	GPCRglut.HG4.16:NA
HoiH23_PlH23_010180-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010195-RA	GPCRrhod.HG41.7:NA
HoiH23_PlH23_010196-RA	GPCRglut.HG1.30:like:GABBR1/GABBR2
HoiH23_PlH23_010227-RA	GPCRrhod.HG29.0:NA
HoiH23_PlH23_010245-RA	GPCRrhod.HG10.1:NA
HoiH23_PlH23_010246-RA	GPCRrhod.HG10.32:NA
HoiH23_PlH23_010251-RA	GPCRrhod.HG10.10:NA
HoiH23_PlH23_010261-RA	GPCRrhod.HG22.57:NA
HoiH23_PlH23_010272-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_010274-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_010279-RA	GPCRrhod.HG1.2:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR21/GPR26/GPR45/GPR52/GPR63/GPR78/GPR101/GPR119/GPR135/GPR161/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3
HoiH23_PlH23_010313-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_010315-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_010317-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_010361-RA	GPCRrhod.HG12.28:NA
HoiH23_PlH23_010369-RA	GPCRrhod.HG12.45:NA
HoiH23_PlH23_010374-RA	GPCRrhod.HG12.97:NA
HoiH23_PlH23_010375-RA	GPCRrhod.HG12.58:NA
HoiH23_PlH23_010376-RA	GPCRrhod.HG29.0:NA
HoiH23_PlH23_010386-RA	GPCRrhod.HG52.21:NA
HoiH23_PlH23_010388-RA	GPCRrhod.HG37.25:NA
HoiH23_PlH23_010389-RA	GPCRrhod.HG37.26:NA
HoiH23_PlH23_010390-RA	GPCRrhod.HG37.20:NA
HoiH23_PlH23_010391-RA	GPCRrhod.HG37.20:NA
HoiH23_PlH23_010392-RA	GPCRrhod.HG37.20:NA
HoiH23_PlH23_010393-RA	GPCRrhod.HG37.20:NA
HoiH23_PlH23_010394-RA	GPCRrhod.HG37.22:NA
HoiH23_PlH23_010397-RA	GPCRrhod.HG10.84:NA
HoiH23_PlH23_010398-RA	GPCRrhod.HG10.85:NA
HoiH23_PlH23_010400-RA	GPCRsecr.HG1.33:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010401-RA	GPCRsecr.HG1.35:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010402-RA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010404-RA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010409-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010410-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010411-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010412-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010413-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010414-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010415-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010416-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010432-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010433-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010448-RA	GPCRrhod.HG2.44:like:NPFFR1/NPFFR2
HoiH23_PlH23_010450-RA	GPCRrhod.HG45.1:NA
HoiH23_PlH23_010478-RA	GPCRrhod.HG62.6:NA
HoiH23_PlH23_010484-RA	GPCRrhod.HG131.1:NA
HoiH23_PlH23_010495-RA	GPCRrhod.HG190.0:NA
HoiH23_PlH23_010496-RA	GPCRrhod.HG36.2:NA
HoiH23_PlH23_010499-RA	GPCRrhod.HG29.1:NA
HoiH23_PlH23_010513-RA	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
HoiH23_PlH23_010602-RA	GPCRrhod.HG22.31:NA
HoiH23_PlH23_010631-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010632-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010633-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010634-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010636-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010637-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010638-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010639-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010640-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010641-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010649-RA	GPCRrhod.HG10.59:NA
HoiH23_PlH23_010650-RA	GPCRrhod.HG10.34:NA
HoiH23_PlH23_010651-RA	GPCRrhod.HG22.3:NA
HoiH23_PlH23_010654-RA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010664-RA	GPCRrhod.HG22.22:NA
HoiH23_PlH23_010668-RA	GPCRrhod.HG22.22:NA
HoiH23_PlH23_010691-RA	GPCRrhod.HG32.47:NA
HoiH23_PlH23_010694-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010698-RA	GPCRglut.HG1.10:like:GABBR1/GABBR2
HoiH23_PlH23_010699-RA	GPCRglut.HG1.10:like:GABBR1/GABBR2
HoiH23_PlH23_010701-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_010723-RA	GPCRglut.HG1.44:like:GABBR1/GABBR2
HoiH23_PlH23_010727-RA	GPCRsecr.HG1.27:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010728-RA	GPCRsecr.HG1.32:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010735-RA	GPCRrhod.HG22.51:NA
HoiH23_PlH23_010760-RA	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010761-RA	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_010774-RA	GPCRrhod.HG22.36:NA
HoiH23_PlH23_010776-RA	GPCRrhod.HG22.36:NA
HoiH23_PlH23_010783-RA	GPCRrhod.HG10.41:NA
HoiH23_PlH23_010784-RA	GPCRrhod.HG10.40:NA
HoiH23_PlH23_010812-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_010838-RA	GPCRrhod.HG41.11:NA
HoiH23_PlH23_010840-RA	GPCRrhod.HG41.8:NA
HoiH23_PlH23_010841-RA	GPCRrhod.HG41.8:NA
HoiH23_PlH23_010842-RA	GPCRrhod.HG41.8:NA
HoiH23_PlH23_010843-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_010848-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010874-RA	GPCRrhod.HG12.27:NA
HoiH23_PlH23_010881-RA	GPCRrhod.HG22.59:NA
HoiH23_PlH23_010901-RA	GPCRglut.HG1.30:like:GABBR1/GABBR2
HoiH23_PlH23_010902-RA	GPCRglut.HG1.30:like:GABBR1/GABBR2
HoiH23_PlH23_010907-RA	GPCRrhod.HG22.58:NA
HoiH23_PlH23_010911-RA	GPCRglut.HG4.3:NA
HoiH23_PlH23_010912-RA	GPCRglut.HG4.6:NA
HoiH23_PlH23_010913-RA	GPCRglut.HG4.7:NA
HoiH23_PlH23_010914-RA	GPCRglut.HG4.7:NA
HoiH23_PlH23_010915-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_010919-RA	GPCRrhod.HG37.9:NA
HoiH23_PlH23_010920-RA	GPCRrhod.HG37.12:NA
HoiH23_PlH23_010921-RA	GPCRrhod.HG37.12:NA
HoiH23_PlH23_010922-RA	GPCRrhod.HG37.12:NA
HoiH23_PlH23_010923-RA	GPCRrhod.HG37.19:NA
HoiH23_PlH23_010925-RA	GPCRrhod.HG37.33:NA
HoiH23_PlH23_010927-RA	GPCRrhod.HG37.31:NA
HoiH23_PlH23_010928-RA	GPCRrhod.HG37.23:NA
HoiH23_PlH23_010929-RA	GPCRrhod.HG32.44:NA
HoiH23_PlH23_010930-RA	GPCRrhod.HG32.14:NA
HoiH23_PlH23_010931-RA	GPCRrhod.HG32.43:NA
HoiH23_PlH23_010932-RA	GPCRrhod.HG32.34:NA
HoiH23_PlH23_010996-RA	GPCRrhod.HG32.26:NA
HoiH23_PlH23_010997-RA	GPCRrhod.HG32.26:NA
HoiH23_PlH23_010998-RA	GPCRrhod.HG32.26:NA
HoiH23_PlH23_010999-RA	GPCRrhod.HG32.26:NA
HoiH23_PlH23_011000-RA	GPCRrhod.HG32.26:NA
HoiH23_PlH23_011002-RA	GPCRrhod.HG32.26:NA
HoiH23_PlH23_011003-RA	GPCRrhod.HG32.19:NA
HoiH23_PlH23_011005-RA	GPCRrhod.HG10.55:NA
HoiH23_PlH23_011006-RA	GPCRrhod.HG10.100:NA
HoiH23_PlH23_011007-RA	GPCRrhod.HG10.89:NA
HoiH23_PlH23_011008-RA	GPCRrhod.HG10.111:NA
HoiH23_PlH23_011010-RA	GPCRrhod.HG10.51:NA
HoiH23_PlH23_011011-RA	GPCRrhod.HG10.52:NA
HoiH23_PlH23_011034-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_011054-RA	GPCRrhod.HG22.79:NA
HoiH23_PlH23_011058-RA	GPCRrhod.HG22.64:NA
HoiH23_PlH23_011063-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_011072-RA	GPCRglut.HG1.43:like:GABBR1/GABBR2
HoiH23_PlH23_011081-RA	GPCRrhod.HG2.3:like:CCKAR/CCKBR/GHSR/GPR19/GPR39/GPR83/GPR176/HCRTR1/HCRTR2/MLNR/NMUR1/NMUR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/NTSR1/NTSR2/PRLHR/PROKR1/PROKR2/QRFPR/TACR1/TACR2/TACR3/TRHR
HoiH23_PlH23_011082-RA	GPCRrhod.HG2.3:like:CCKAR/CCKBR/GHSR/GPR19/GPR39/GPR83/GPR176/HCRTR1/HCRTR2/MLNR/NMUR1/NMUR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/NTSR1/NTSR2/PRLHR/PROKR1/PROKR2/QRFPR/TACR1/TACR2/TACR3/TRHR
HoiH23_PlH23_011083-RA	GPCRrhod.HG52.11:NA
HoiH23_PlH23_011084-RA	GPCRrhod.HG52.16:NA
HoiH23_PlH23_011122-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_011128-RA	GPCRrhod.HG12.53:NA
HoiH23_PlH23_011129-RA	GPCRrhod.HG12.46:NA
HoiH23_PlH23_011130-RA	GPCRrhod.HG12.63:NA
HoiH23_PlH23_011131-RA	GPCRrhod.HG12.63:NA
HoiH23_PlH23_011132-RA	GPCRrhod.HG12.100:NA
HoiH23_PlH23_011134-RA	GPCRrhod.HG12.55:NA
HoiH23_PlH23_011135-RA	GPCRrhod.HG12.55:NA
HoiH23_PlH23_011136-RA	GPCRrhod.HG12.55:NA
HoiH23_PlH23_011137-RA	GPCRrhod.HG12.55:NA
HoiH23_PlH23_011144-RA	GPCRglut.HG1.37:like:GABBR1/GABBR2
HoiH23_PlH23_011145-RA	GPCRglut.HG1.36:like:GABBR1/GABBR2
HoiH23_PlH23_011156-RA	GPCRrhod.HG22.78:NA
HoiH23_PlH23_011157-RA	GPCRrhod.HG34.21:NA
HoiH23_PlH23_011158-RA	GPCRrhod.HG34.20:NA
HoiH23_PlH23_011166-RA	GPCRrhod.HG2.45:like:NPFFR1/NPFFR2
HoiH23_PlH23_011169-RA	GPCRrhod.HG37.7:NA
HoiH23_PlH23_011170-RA	GPCRrhod.HG65.11:NA
HoiH23_PlH23_011172-RA	GPCRrhod.HG65.11:NA
HoiH23_PlH23_011173-RA	GPCRrhod.HG65.11:NA
HoiH23_PlH23_011174-RA	GPCRrhod.HG37.7:NA
HoiH23_PlH23_011175-RA	GPCRrhod.HG37.7:NA
HoiH23_PlH23_011176-RA	GPCRrhod.HG37.7:NA
HoiH23_PlH23_011177-RA	GPCRrhod.HG37.7:NA
HoiH23_PlH23_011178-RA	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_011205-RA	GPCRrhod.HG22.58:NA
HoiH23_PlH23_011206-RA	GPCRrhod.HG22.44:NA
HoiH23_PlH23_011219-RA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_011236-RA	GPCRrhod.HG22.9:NA
HoiH23_PlH23_011274-RA	GPCRrhod.HG22.66:NA
HoiH23_PlH23_011275-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_011279-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011280-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011281-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011282-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011283-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011284-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011285-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011286-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011302-RA	GPCRrhod.HG29.27:NA
HoiH23_PlH23_011303-RA	GPCRrhod.HG29.23:NA
HoiH23_PlH23_011313-RA	GPCRglut.HG1.37:like:GABBR1/GABBR2
HoiH23_PlH23_011325-RA	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_011343-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011345-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011346-RA	GPCRrhod.HG52.17:NA
HoiH23_PlH23_011347-RA	GPCRrhod.HG52.15:NA
HoiH23_PlH23_011348-RA	GPCRrhod.HG52.18:NA
HoiH23_PlH23_011349-RA	GPCRrhod.HG52.18:NA
HoiH23_PlH23_011350-RA	GPCRrhod.HG52.18:NA
HoiH23_PlH23_011351-RA	GPCRrhod.HG52.18:NA
HoiH23_PlH23_011352-RA	GPCRrhod.HG52.18:NA
HoiH23_PlH23_011358-RA	GPCRrhod.HG25.1:NA
HoiH23_PlH23_011362-RA	GPCRrhod.HG34.7:NA
HoiH23_PlH23_011363-RA	GPCRrhod.HG34.7:NA
HoiH23_PlH23_011380-RA	GPCRrhod.HG22.12:NA
HoiH23_PlH23_011392-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011393-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011395-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011396-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011397-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011398-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_011422-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011423-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011424-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011425-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011426-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011427-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011433-RA	GPCRrhod.HG10.57:NA
HoiH23_PlH23_011437-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_011438-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_011439-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_011440-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_011448-RA	GPCRrhod.HG41.3:NA
HoiH23_PlH23_011453-RA	GPCRrhod.HG59.3:NA
HoiH23_PlH23_011454-RA	GPCRrhod.HG59.2:NA
HoiH23_PlH23_011456-RA	GPCRrhod.HG59.5:NA
HoiH23_PlH23_011457-RA	GPCRrhod.HG59.5:NA
HoiH23_PlH23_011458-RA	GPCRsecr.HG1.8:ADGRD2
HoiH23_PlH23_011478-RA	GPCRrhod.HG59.6:NA
HoiH23_PlH23_011479-RA	GPCRrhod.HG59.6:NA
HoiH23_PlH23_011481-RA	GPCRrhod.HG59.6:NA
HoiH23_PlH23_011488-RA	GPCRrhod.HG22.60:NA
HoiH23_PlH23_011505-RA	GPCRrhod.HG12.65:NA
HoiH23_PlH23_011507-RA	GPCRrhod.HG12.62:NA
HoiH23_PlH23_011513-RA	GPCRrhod.HG12.33:NA
HoiH23_PlH23_011514-RA	GPCRrhod.HG12.38:NA
HoiH23_PlH23_011515-RA	GPCRrhod.HG12.39:NA
HoiH23_PlH23_011516-RA	GPCRrhod.HG12.57:NA
HoiH23_PlH23_011517-RA	GPCRrhod.HG12.59:NA
HoiH23_PlH23_011537-RA	GPCRrhod.HG22.57:NA
HoiH23_PlH23_011539-RA	GPCRglut.HG1.43:like:GABBR1/GABBR2
HoiH23_PlH23_011552-RA	GPCRglut.HG1.47:like:GABBR1/GABBR2
HoiH23_PlH23_011561-RA	GPCRrhod.HG32.38:NA
HoiH23_PlH23_011562-RA	GPCRrhod.HG32.37:NA
HoiH23_PlH23_011563-RA	GPCRrhod.HG32.36:NA
HoiH23_PlH23_011564-RA	GPCRrhod.HG32.36:NA
HoiH23_PlH23_011571-RA	GPCRrhod.HG22.19:NA
HoiH23_PlH23_011576-RA	GPCRrhod.HG78.0:NA
HoiH23_PlH23_011580-RA	GPCRrhod.HG29.12:NA
HoiH23_PlH23_011581-RA	GPCRrhod.HG29.19:NA
HoiH23_PlH23_011582-RA	GPCRrhod.HG29.20:NA
HoiH23_PlH23_011583-RA	GPCRrhod.HG29.31:NA
HoiH23_PlH23_011606-RA	GPCRrhod.HG29.34:NA
HoiH23_PlH23_011607-RA	GPCRrhod.HG29.33:NA
HoiH23_PlH23_011611-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011612-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011618-RA	GPCRrhod.HG22.8:NA
HoiH23_PlH23_011619-RA	GPCRglut.HG1.42:like:GABBR1/GABBR2
HoiH23_PlH23_011628-RA	GPCRrhod.HG22.82:NA
HoiH23_PlH23_011646-RA	GPCRrhod.HG12.95:NA
HoiH23_PlH23_011647-RA	GPCRglut.HG1.46:like:GABBR1/GABBR2
HoiH23_PlH23_011650-RA	GPCRrhod.HG54.6:NA
HoiH23_PlH23_011651-RA	GPCRrhod.HG54.6:NA
HoiH23_PlH23_011652-RA	GPCRrhod.HG54.6:NA
HoiH23_PlH23_011659-RA	GPCRrhod.HG54.7:NA
HoiH23_PlH23_011660-RA	GPCRrhod.HG54.10:NA
HoiH23_PlH23_011661-RA	GPCRrhod.HG54.5:NA
HoiH23_PlH23_011662-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011663-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011664-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011666-RA	GPCRrhod.HG29.10:NA
HoiH23_PlH23_011708-RA	GPCRrhod.HG45.7:NA
HoiH23_PlH23_011709-RA	GPCRrhod.HG45.7:NA
HoiH23_PlH23_011710-RA	GPCRrhod.HG45.13:NA
HoiH23_PlH23_011713-RA	GPCRrhod.HG22.57:NA
HoiH23_PlH23_011718-RA	GPCRrhod.HG22.75:NA
HoiH23_PlH23_011720-RA	GPCRrhod.HG32.24:NA
HoiH23_PlH23_011721-RA	GPCRrhod.HG32.12:NA
HoiH23_PlH23_011735-RA	GPCRrhod.HG36.16:NA
HoiH23_PlH23_011736-RA	GPCRrhod.HG36.30:NA
HoiH23_PlH23_011746-RA	GPCRrhod.HG32.9:NA
HoiH23_PlH23_011761-RA	GPCRrhod.HG22.12:NA
HoiH23_PlH23_011769-RA	GPCRrhod.HG12.64:NA
HoiH23_PlH23_011770-RA	GPCRrhod.HG22.8:NA
HoiH23_PlH23_011777-RA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_011778-RA	GPCRglut.HG4.2:NA
HoiH23_PlH23_011784-RA	GPCRrhod.HG45.4:NA
HoiH23_PlH23_011785-RA	GPCRrhod.HG45.3:NA
HoiH23_PlH23_011788-RA	GPCRrhod.HG32.36:NA
HoiH23_PlH23_011789-RA	GPCRrhod.HG32.36:NA
HoiH23_PlH23_011792-RA	GPCRglut.HG2.4:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
HoiH23_PlH23_011793-RA	GPCRglut.HG2.4:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
HoiH23_PlH23_011797-RA	GPCRrhod.HG2.45:like:NPFFR1/NPFFR2
HoiH23_PlH23_011802-RA	GPCRrhod.HG34.37:NA
HoiH23_PlH23_011803-RA	GPCRrhod.HG34.29:NA
HoiH23_PlH23_011804-RA	GPCRrhod.HG34.14:NA
HoiH23_PlH23_011808-RA	GPCRglut.HG4.0:NA
HoiH23_PlH23_011816-RA	GPCRrhod.HG29.0:NA
HoiH23_PlH23_011817-RA	GPCRrhod.HG29.0:NA
HoiH23_PlH23_011819-RA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
HoiH23_PlH23_011820-RA	GPCRrhod.HG29.30:NA
HoiH23_PlH23_011821-RA	GPCRrhod.HG29.29:NA
HoiH23_PlH23_011826-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011827-RA	GPCRrhod.HG45.10:NA
HoiH23_PlH23_011835-RA	GPCRrhod.HG45.6:NA
HoiH23_PlH23_011836-RA	GPCRrhod.HG45.6:NA
HoiH23_PlH23_011837-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011838-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011840-RA	GPCRrhod.HG54.11:NA
HoiH23_PlH23_011841-RA	GPCRrhod.HG54.13:NA
HoiH23_PlH23_011842-RA	GPCRrhod.HG12.52:NA
HoiH23_PlH23_011843-RA	GPCRrhod.HG12.52:NA
HoiH23_PlH23_011877-RA	GPCRrhod.HG36.29:NA
HoiH23_PlH23_011887-RA	GPCRrhod.HG32.32:NA
HoiH23_PlH23_011908-RA	GPCRrhod.HG36.11:NA
HoiH23_PlH23_011921-RA	GPCRrhod.HG37.16:NA
HoiH23_PlH23_011926-RA	GPCRrhod.HG32.33:NA
HoiH23_PlH23_011932-RA	GPCRrhod.HG34.28:NA
HoiH23_PlH23_011934-RA	GPCRrhod.HG12.23:NA
HoiH23_PlH23_011935-RA	GPCRrhod.HG52.15:NA
HoiH23_PlH23_011938-RA	GPCRrhod.HG29.17:NA
HoiH23_PlH23_011940-RA	GPCRrhod.HG12.64:NA
HoiH23_PlH23_011946-RA	GPCRrhod.HG22.31:NA
HoiH23_PlH23_011947-RA	GPCRrhod.HG12.75:NA
HoiH23_PlH23_011951-RA	GPCRrhod.HG29.0:NA
HoiH23_PlH23_011952-RA	GPCRrhod.HG10.15:NA
HoiH23_PlH23_011953-RA	GPCRrhod.HG12.94:NA
