#OG_name	HoiH23.fasta	TrH2.fasta	Hhon.fasta	Tadh.fasta
OG_6339	HoiH23_PlH23_008012-RA	TrH2_TrispH2_001074-RA	Hhon_g09115.t1	Tadh_TriadT56301
OG_6340	HoiH23_PlH23_010355-RA	TrH2_TrispH2_007058-RA		Tadh_TriadT2796
OG_6341	HoiH23_PlH23_010356-RA HoiH23_PlH23_001315-RA	TrH2_TrispH2_004859-RA TrH2_TrispH2_007059-RA	Hhon_g06319.t1	Tadh_wf_g3778.t1 Tadh_TriadT59970
OG_6342	HoiH23_PlH23_009267-RA	TrH2_TrispH2_004644-RA	Hhon_g01813.t1 Hhon_g02169.t1	Tadh_TriadT57662
OG_6343	HoiH23_PlH23_010357-RA HoiH23_PlH23_010358-RA	TrH2_TrispH2_007060-RA		Tadh_TriadT59971
OG_6344	HoiH23_PlH23_004599-RA		Hhon_g07275.t1	
OG_6345	HoiH23_PlH23_010824-RA HoiH23_PlH23_010825-RA HoiH23_PlH23_011520-RA	TrH2_TrispH2_009216-RA	Hhon_g03046.t1	Tadh_TriadT52796
OG_6346	HoiH23_PlH23_011952-RA	TrH2_TrispH2_001112-RA	Hhon_g04311.t1	Tadh_wf_g5184.t1
OG_6347	HoiH23_PlH23_011093-RA	TrH2_TrispH2_002982-RA		Tadh_TriadT60474
OG_6348	HoiH23_PlH23_009099-RA	TrH2_TrispH2_005870-RA	Hhon_g07568.t1	Tadh_TriadT56600
OG_6349	HoiH23_PlH23_009100-RA	TrH2_TrispH2_005871-RA	Hhon_g07567.t1	Tadh_TriadT25152
OG_6350	HoiH23_PlH23_009105-RA	TrH2_TrispH2_005875-RA	Hhon_g07563.t1	Tadh_TriadT25301
OG_6351	HoiH23_PlH23_009106-RA	TrH2_TrispH2_005876-RA	Hhon_g07562.t1	Tadh_TriadT56605
OG_6352	HoiH23_PlH23_011199-RA HoiH23_PlH23_009107-RA	TrH2_TrispH2_005877-RA	Hhon_g07561.t1	Tadh_TriadT25061 Tadh_hyp_clust5067.t1
OG_6353	HoiH23_PlH23_011118-RA	TrH2_TrispH2_004394-RA	Hhon_g10327.t1 Hhon_g10050.t1	Tadh_TriadT63839 Tadh_TriadT55462
OG_6354	HoiH23_PlH23_004388-RA HoiH23_PlH23_011823-RA HoiH23_PlH23_011824-RA HoiH23_PlH23_004389-RA	TrH2_TrispH2_010725-RA TrH2_TrispH2_010726-RA	Hhon_g07186.t1 Hhon_g07187.t1 Hhon_g10692.t1	Tadh_TriadT7896 Tadh_TriadT7335 Tadh_TriadT55155 Tadh_TriadT13732 Tadh_TriadT7313 Tadh_TriadT34724
OG_6355	HoiH23_PlH23_012003-RA	TrH2_TrispH2_002799-RA	Hhon_g07545.t1 Hhon_g11199.t1 Hhon_g11200.t1 Hhon_g11201.t1	Tadh_wf_g2667.t1
OG_6356	HoiH23_PlH23_010361-RA	TrH2_TrispH2_005893-RA	Hhon_g07546.t1 Hhon_g11996.t1	Tadh_TriadT56622
OG_6357	HoiH23_PlH23_010363-RA	TrH2_TrispH2_005890-RA	Hhon_g07548.t1	Tadh_TriadT25744
OG_6358	HoiH23_PlH23_010364-RA	TrH2_TrispH2_011988-RA	Hhon_g07549.t1	Tadh_wf_g11586.t1 Tadh_wf_g11424.t1
OG_6359	HoiH23_PlH23_011128-RA	TrH2_TrispH2_010326-RA	Hhon_g10000.t1	Tadh_wf_g9040.t1
OG_6360	HoiH23_PlH23_011134-RA HoiH23_PlH23_011135-RA HoiH23_PlH23_011136-RA HoiH23_PlH23_011137-RA	TrH2_TrispH2_010331-RA		Tadh_TriadT60078
OG_6361	HoiH23_PlH23_010136-RA HoiH23_PlH23_010137-RA	TrH2_TrispH2_010337-RA	Hhon_g08700.t1 Hhon_g08701.t1	Tadh_wf_g9031.t1
OG_6362	HoiH23_PlH23_010427-RA	TrH2_TrispH2_002459-RA	Hhon_g09476.t1	Tadh_TriadT26639
OG_6363	HoiH23_PlH23_010428-RA	TrH2_TrispH2_002458-RA	Hhon_g09475.t1	Tadh_TriadT63002 Tadh_TriadT11565
OG_6364	HoiH23_PlH23_001995-RA HoiH23_PlH23_001992-RA HoiH23_PlH23_001996-RA	TrH2_TrispH2_007883-RA	Hhon_g03235.t1 Hhon_g06278.t1	Tadh_TriadT55944
OG_6365		TrH2_TrispH2_007882-RA	Hhon_g03236.t1 Hhon_g03238.t1 Hhon_g06279.t1	Tadh_TriadT55942 Tadh_TriadT55943
OG_6366	HoiH23_PlH23_001997-RA	TrH2_TrispH2_007881-RA	Hhon_g03237.t1	Tadh_TriadT55941
OG_6367	HoiH23_PlH23_001998-RA	TrH2_TrispH2_007880-RA	Hhon_g03239.t1	Tadh_TriadT5070
OG_6368	HoiH23_PlH23_001999-RA HoiH23_PlH23_002000-RA	TrH2_TrispH2_007879-RA	Hhon_g03240.t1 Hhon_g03241.t1	Tadh_TriadT63905
OG_6369	HoiH23_PlH23_002000-RA	TrH2_TrispH2_007878-RA	Hhon_g03242.t1	Tadh_TriadT24660
OG_6370	HoiH23_PlH23_002004-RA	TrH2_TrispH2_007873-RA	Hhon_g03247.t1	Tadh_TriadT23895
OG_6371	HoiH23_PlH23_002007-RA	TrH2_TrispH2_007870-RA	Hhon_g03251.t1	Tadh_TriadT55930
OG_6372	HoiH23_PlH23_002008-RA	TrH2_TrispH2_007869-RA	Hhon_g03253.t1	Tadh_TriadT37639
OG_6373	HoiH23_PlH23_002009-RA	TrH2_TrispH2_007868-RA	Hhon_g03254.t1	Tadh_TriadT55928
OG_6374	HoiH23_PlH23_002010-RA	TrH2_TrispH2_007867-RA	Hhon_g03255.t1	Tadh_TriadT63287
OG_6375	HoiH23_PlH23_002011-RA	TrH2_TrispH2_002454-RA	Hhon_g03256.t1 Hhon_g09471.t1 Hhon_g08268.t1 Hhon_g08269.t1	Tadh_TriadT50363
OG_6376	HoiH23_PlH23_002013-RA	TrH2_TrispH2_007865-RA	Hhon_g03258.t1 Hhon_g03259.t1	Tadh_TriadT24314
OG_6377	HoiH23_PlH23_002017-RA	TrH2_TrispH2_007863-RA	Hhon_g03262.t1	Tadh_TriadT55923
OG_6378		TrH2_TrispH2_007864-RA		Tadh_TriadT55924
OG_6379	HoiH23_PlH23_002018-RA	TrH2_TrispH2_007862-RA	Hhon_g03263.t1	Tadh_TriadT55922
OG_6380	HoiH23_PlH23_002019-RA	TrH2_TrispH2_007861-RA	Hhon_g03264.t1	Tadh_TriadT24180
OG_6381	HoiH23_PlH23_002020-RA	TrH2_TrispH2_007860-RA	Hhon_g03265.t1	Tadh_TriadT55920
OG_6382	HoiH23_PlH23_002021-RA	TrH2_TrispH2_011424-RA	Hhon_g03266.t1	Tadh_TriadT50249
OG_6383	HoiH23_PlH23_002022-RA	TrH2_TrispH2_011422-RA	Hhon_g03267.t1	Tadh_TriadT23653
OG_6384	HoiH23_PlH23_002023-RA	TrH2_TrispH2_011421-RA	Hhon_g03268.t1	Tadh_TriadT23961
OG_6385	HoiH23_PlH23_002027-RA	TrH2_TrispH2_011109-RA	Hhon_g03272.t1	Tadh_TriadT55912
OG_6386	HoiH23_PlH23_002028-RA	TrH2_TrispH2_011110-RA	Hhon_g03273.t1	Tadh_TriadT24056
OG_6387	HoiH23_PlH23_002029-RA	TrH2_TrispH2_011111-RA	Hhon_g03274.t1	Tadh_TriadT50246
OG_6388	HoiH23_PlH23_002030-RA HoiH23_PlH23_002031-RA	TrH2_TrispH2_010322-RA TrH2_TrispH2_011613-RA TrH2_TrispH2_011614-RA TrH2_TrispH2_011615-RA TrH2_TrispH2_010321-RA	Hhon_g03275.t1	Tadh_TriadT34453 Tadh_TriadT34448 Tadh_TriadT63110 Tadh_TriadT37628 Tadh_TriadT63899 Tadh_TriadT63898 Tadh_TriadT55906
OG_6389	HoiH23_PlH23_002032-RA	TrH2_TrispH2_010320-RA	Hhon_g03276.t1	Tadh_TriadT23781
OG_6390	HoiH23_PlH23_002035-RA	TrH2_TrispH2_010317-RA	Hhon_g03278.t1	Tadh_TriadT23688
OG_6391	HoiH23_PlH23_002036-RA	TrH2_TrispH2_010315-RA	Hhon_g03280.t1	Tadh_TriadT55901
OG_6392	HoiH23_PlH23_002037-RA	TrH2_TrispH2_010314-RA	Hhon_g03281.t1	Tadh_wf_g4705.t1
OG_6393	HoiH23_PlH23_002040-RA	TrH2_TrispH2_010311-RA	Hhon_g03284.t1	Tadh_TriadT55897
OG_6394	HoiH23_PlH23_002041-RA	TrH2_TrispH2_006708-RA	Hhon_g03285.t1	Tadh_TriadT55896
OG_6395	HoiH23_PlH23_002042-RA	TrH2_TrispH2_006707-RA	Hhon_g03286.t1	Tadh_wf_g4700.t1
OG_6396	HoiH23_PlH23_002043-RA	TrH2_TrispH2_006706-RA	Hhon_g03287.t1	Tadh_TriadT55895
OG_6397	HoiH23_PlH23_002045-RA HoiH23_PlH23_011170-RA HoiH23_PlH23_011172-RA HoiH23_PlH23_011173-RA	TrH2_TrispH2_006703-RA	Hhon_g03288.t1 Hhon_g05644.t1 Hhon_g09614.t1 Hhon_g05643.t1 Hhon_g09617.t1	Tadh_TriadT55893
OG_6398		TrH2_TrispH2_006705-RA		Tadh_TriadT55894
OG_6399	HoiH23_PlH23_002046-RA	TrH2_TrispH2_006702-RA	Hhon_g03289.t1	Tadh_wf_g4696.t1
OG_6400	HoiH23_PlH23_002047-RA	TrH2_TrispH2_006701-RA	Hhon_g03290.t1	Tadh_wf_g4695.t1
OG_6401	HoiH23_PlH23_002048-RA	TrH2_TrispH2_006700-RA	Hhon_g03291.t1	Tadh_TriadT55892
OG_6402	HoiH23_PlH23_002049-RA	TrH2_TrispH2_006699-RA	Hhon_g03292.t1	Tadh_TriadT23427
OG_6403	HoiH23_PlH23_002052-RA	TrH2_TrispH2_006697-RA	Hhon_g03295.t1	Tadh_wf_g4690.t1
OG_6404	HoiH23_PlH23_002054-RA	TrH2_TrispH2_006695-RA	Hhon_g03297.t1	Tadh_TriadT24514
OG_6405	HoiH23_PlH23_002055-RA	TrH2_TrispH2_006694-RA	Hhon_g03298.t1	Tadh_TriadT24458
OG_6406	HoiH23_PlH23_002056-RA	TrH2_TrispH2_006693-RA	Hhon_g03299.t1	Tadh_TriadT55884
OG_6407	HoiH23_PlH23_011349-RA HoiH23_PlH23_011351-RA HoiH23_PlH23_011348-RA HoiH23_PlH23_011352-RA HoiH23_PlH23_012011-RA	TrH2_TrispH2_011972-RA	Hhon_g08275.t1	Tadh_TriadT58780
OG_6408	HoiH23_PlH23_005651-RA	TrH2_TrispH2_011086-RA		Tadh_TriadT55079
OG_6409	HoiH23_PlH23_005655-RA	TrH2_TrispH2_011090-RA TrH2_TrispH2_011091-RA TrH2_TrispH2_008574-RA	Hhon_g08399.t1	Tadh_TriadT55084 Tadh_TriadT55083
OG_6410	HoiH23_PlH23_005656-RA	TrH2_TrispH2_008575-RA	Hhon_g08398.t1	Tadh_wf_g3864.t1
OG_6411	HoiH23_PlH23_005657-RA	TrH2_TrispH2_008576-RA	Hhon_g08396.t1	Tadh_TriadT55087 Tadh_TriadT55088
OG_6412	HoiH23_PlH23_005658-RA	TrH2_TrispH2_008578-RA	Hhon_g08395.t1	Tadh_TriadT22532
OG_6413	HoiH23_PlH23_005659-RA	TrH2_TrispH2_008579-RA	Hhon_g08394.t1	Tadh_TriadT21983
OG_6414	HoiH23_PlH23_005661-RA	TrH2_TrispH2_008581-RA	Hhon_g08392.t1	Tadh_wf_g3869.t1
OG_6415	HoiH23_PlH23_005662-RA	TrH2_TrispH2_008582-RA	Hhon_g08391.t1	Tadh_TriadT55092
OG_6416	HoiH23_PlH23_005664-RA	TrH2_TrispH2_008584-RA	Hhon_g08389.t1	Tadh_wf_g3872.t1
OG_6417	HoiH23_PlH23_005665-RA	TrH2_TrispH2_008585-RA	Hhon_g08388.t1	Tadh_TriadT22087
OG_6418	HoiH23_PlH23_005666-RA	TrH2_TrispH2_008586-RA	Hhon_g08387.t1	Tadh_TriadT22861
OG_6419	HoiH23_PlH23_005667-RA	TrH2_TrispH2_008587-RA	Hhon_g08386.t1	Tadh_TriadT22435
OG_6420	HoiH23_PlH23_005668-RA	TrH2_TrispH2_008588-RA	Hhon_g08385.t1	Tadh_TriadT22586
OG_6421	HoiH23_PlH23_005669-RA	TrH2_TrispH2_008589-RA	Hhon_g08384.t1	Tadh_TriadT55099
OG_6422	HoiH23_PlH23_005672-RA	TrH2_TrispH2_008592-RA	Hhon_g08381.t1	Tadh_TriadT22941 Tadh_TriadT22285
OG_6423	HoiH23_PlH23_005673-RA	TrH2_TrispH2_008593-RA	Hhon_g08380.t1	Tadh_TriadT22645
OG_6424	HoiH23_PlH23_011840-RA		Hhon_g11706.t1 Hhon_g01935.t1	
OG_6425	HoiH23_PlH23_011841-RA	TrH2_TrispH2_009128-RA	Hhon_g11707.t1 Hhon_g01934.t1	Tadh_wf_g6304.t1
OG_6426	HoiH23_PlH23_004791-RA		Hhon_g01176.t1	Tadh_TriadT54650
OG_6427	HoiH23_PlH23_004793-RA	TrH2_TrispH2_006918-RA TrH2_TrispH2_006919-RA TrH2_TrispH2_012229-RA	Hhon_g01173.t1	Tadh_TriadT59613 Tadh_TriadT59614
OG_6428	HoiH23_PlH23_004794-RA		Hhon_g01172.t1	
OG_6429	HoiH23_PlH23_004795-RA	TrH2_TrispH2_006779-RA	Hhon_g01169.t1	Tadh_TriadT22904
OG_6430	HoiH23_PlH23_004797-RA	TrH2_TrispH2_006777-RA	Hhon_g05759.t1	Tadh_TriadT22371
OG_6431	HoiH23_PlH23_004803-RA	TrH2_TrispH2_006771-RA	Hhon_g05753.t1	Tadh_TriadT37388
OG_6432	HoiH23_PlH23_004804-RA		Hhon_g05752.t1	
OG_6433	HoiH23_PlH23_004805-RA HoiH23_PlH23_004806-RA	TrH2_TrispH2_006768-RA	Hhon_g05750.t1 Hhon_g05751.t1	Tadh_TriadT35686
OG_6434	HoiH23_PlH23_004809-RA	TrH2_TrispH2_006765-RA	Hhon_g05747.t1	Tadh_TriadT54668
OG_6435	HoiH23_PlH23_004812-RA	TrH2_TrispH2_006763-RA	Hhon_g08342.t1 Hhon_g11999.t1	Tadh_TriadT54670
OG_6436	HoiH23_PlH23_004814-RA	TrH2_TrispH2_006761-RA	Hhon_g08340.t1	Tadh_TriadT23231
OG_6437		TrH2_TrispH2_006759-RA		Tadh_TriadT37398
OG_6438	HoiH23_PlH23_004815-RA		Hhon_g08339.t1	
OG_6439	HoiH23_PlH23_009858-RA	TrH2_TrispH2_006415-RA	Hhon_g02000.t1	Tadh_TriadT51624
OG_6440	HoiH23_PlH23_009860-RA	TrH2_TrispH2_006413-RA	Hhon_g02002.t1	Tadh_TriadT3853
OG_6441	HoiH23_PlH23_009861-RA HoiH23_PlH23_009862-RA	TrH2_TrispH2_006411-RA TrH2_TrispH2_006412-RA	Hhon_g02004.t1 Hhon_g02003.t1	Tadh_TriadT19127 Tadh_TriadT20283
OG_6442	HoiH23_PlH23_005828-RA	TrH2_TrispH2_011377-RA	Hhon_g10768.t1	Tadh_TriadT60879
OG_6443	HoiH23_PlH23_005830-RA	TrH2_TrispH2_011428-RA TrH2_TrispH2_012045-RA	Hhon_g01266.t1 Hhon_g10769.t1	Tadh_TriadT34800 Tadh_TriadT31523
OG_6444	HoiH23_PlH23_005831-RA	TrH2_TrispH2_011427-RA	Hhon_g10770.t1	Tadh_TriadT38333
OG_6445	HoiH23_PlH23_005832-RA		Hhon_g10771.t1	
OG_6446	HoiH23_PlH23_005833-RA		Hhon_g10772.t1	
OG_6447	HoiH23_PlH23_005834-RA	TrH2_TrispH2_011524-RA	Hhon_g10773.t1	Tadh_TriadT60874
OG_6448	HoiH23_PlH23_005835-RA		Hhon_g10774.t1 Hhon_g10775.t1	
OG_6449	HoiH23_PlH23_005836-RA	TrH2_TrispH2_011526-RA		Tadh_TriadT31455
OG_6450	HoiH23_PlH23_005837-RA	TrH2_TrispH2_011527-RA	Hhon_g10085.t1 Hhon_g10086.t1	Tadh_TriadT38332
OG_6451	HoiH23_PlH23_005838-RA	TrH2_TrispH2_011688-RA	Hhon_g10087.t1	Tadh_TriadT50950
OG_6452	HoiH23_PlH23_005839-RA	TrH2_TrispH2_011281-RA		Tadh_TriadT64302
OG_6453	HoiH23_PlH23_005841-RA	TrH2_TrispH2_011283-RA	Hhon_g10089.t1	Tadh_TriadT60866 Tadh_TriadT60867
OG_6454	HoiH23_PlH23_005842-RA	TrH2_TrispH2_011284-RA	Hhon_g10090.t1	Tadh_TriadT62491
OG_6455	HoiH23_PlH23_005843-RA	TrH2_TrispH2_011138-RA	Hhon_g10092.t1	Tadh_TriadT60860
OG_6456	HoiH23_PlH23_005845-RA	TrH2_TrispH2_011531-RA	Hhon_g10094.t1	Tadh_TriadT31615
OG_6457	HoiH23_PlH23_005844-RA		Hhon_g10093.t1	
OG_6458	HoiH23_PlH23_005846-RA	TrH2_TrispH2_011530-RA	Hhon_g10095.t1	Tadh_TriadT60857
OG_6459	HoiH23_PlH23_005847-RA	TrH2_TrispH2_011528-RA		Tadh_TriadT60856
OG_6460	HoiH23_PlH23_005849-RA	TrH2_TrispH2_009673-RA	Hhon_g10096.t1	Tadh_TriadT50916
OG_6461	HoiH23_PlH23_005851-RA	TrH2_TrispH2_009670-RA	Hhon_g10098.t1 Hhon_g08671.t1	Tadh_TriadT31068
OG_6462	HoiH23_PlH23_005852-RA	TrH2_TrispH2_007232-RA	Hhon_g08670.t1	Tadh_TriadT31648
OG_6463	HoiH23_PlH23_005854-RA	TrH2_TrispH2_009668-RA	Hhon_g08668.t1	Tadh_TriadT60646
OG_6464	HoiH23_PlH23_005858-RA		Hhon_g08663.t1 Hhon_g08664.t1	
OG_6465	HoiH23_PlH23_005860-RA	TrH2_TrispH2_009664-RA	Hhon_g08661.t1	Tadh_TriadT50914
OG_6466	HoiH23_PlH23_011167-RA	TrH2_TrispH2_007205-RA	Hhon_g06032.t1	Tadh_TriadT2009
OG_6467	HoiH23_PlH23_003399-RA	TrH2_TrispH2_009559-RA	Hhon_g04564.t1	
OG_6468	HoiH23_PlH23_010589-RA	TrH2_TrispH2_000838-RA	Hhon_g08110.t1	Tadh_TriadT60275 Tadh_TriadT9318
OG_6469	HoiH23_PlH23_010590-RA	TrH2_TrispH2_000837-RA	Hhon_g08111.t1	Tadh_TriadT60274
OG_6470	HoiH23_PlH23_010593-RA	TrH2_TrispH2_000834-RA	Hhon_g08114.t1	Tadh_TriadT30652
OG_6471	HoiH23_PlH23_010594-RA	TrH2_TrispH2_000833-RA	Hhon_g08115.t1	Tadh_wf_g9230.t1
OG_6472	HoiH23_PlH23_010595-RA	TrH2_TrispH2_000832-RA	Hhon_g08116.t1	Tadh_TriadT38242
OG_6473	HoiH23_PlH23_006232-RA	TrH2_TrispH2_008029-RA	Hhon_g11166.t1	Tadh_TriadT54436
OG_6474	HoiH23_PlH23_006237-RA	TrH2_TrispH2_008026-RA	Hhon_g02463.t1	Tadh_TriadT54433
OG_6475	HoiH23_PlH23_006238-RA	TrH2_TrispH2_008025-RA	Hhon_g02462.t1	Tadh_TriadT37359
OG_6476	HoiH23_PlH23_006240-RA	TrH2_TrispH2_008023-RA	Hhon_g02459.t1	Tadh_TriadT23262
OG_6477	HoiH23_PlH23_006242-RA	TrH2_TrispH2_008021-RA	Hhon_g02457.t1	Tadh_TriadT22932
OG_6478	HoiH23_PlH23_006243-RA	TrH2_TrispH2_008020-RA	Hhon_g02456.t1	Tadh_TriadT22620
OG_6479	HoiH23_PlH23_006244-RA	TrH2_TrispH2_008019-RA	Hhon_g02455.t1	Tadh_TriadT54426
OG_6480	HoiH23_PlH23_011549-RA HoiH23_PlH23_006246-RA	TrH2_TrispH2_011735-RA TrH2_TrispH2_008016-RA TrH2_TrispH2_006056-RA	Hhon_g02453.t1	Tadh_TriadT54424 Tadh_TriadT54423
OG_6481	HoiH23_PlH23_011005-RA	TrH2_TrispH2_011477-RA	Hhon_g10968.t1	Tadh_wf_g9558.t1
OG_6482	HoiH23_PlH23_011006-RA	TrH2_TrispH2_009482-RA TrH2_TrispH2_011480-RA TrH2_TrispH2_011478-RA	Hhon_g10969.t1	Tadh_wf_g9560.t1 Tadh_wf_g9559.t1
OG_6483	HoiH23_PlH23_011007-RA		Hhon_g10970.t1	
OG_6484	HoiH23_PlH23_011011-RA		Hhon_g10972.t1	
OG_6485	HoiH23_PlH23_011010-RA	TrH2_TrispH2_009483-RA	Hhon_g10971.t1	Tadh_wf_g9561.t1
OG_6486	HoiH23_PlH23_010974-RA	TrH2_TrispH2_004346-RA	Hhon_g06242.t1	Tadh_TriadT55980
OG_6487	HoiH23_PlH23_010975-RA	TrH2_TrispH2_004347-RA	Hhon_g06241.t1	Tadh_TriadT55981
OG_6488	HoiH23_PlH23_008847-RA	TrH2_TrispH2_003651-RA	Hhon_g02326.t1	Tadh_TriadT63359
OG_6489	HoiH23_PlH23_008849-RA	TrH2_TrispH2_003649-RA	Hhon_g02324.t1	Tadh_wf_g7770.t1
OG_6490	HoiH23_PlH23_008850-RA	TrH2_TrispH2_003648-RA	Hhon_g02323.t1	Tadh_TriadT28623
OG_6491	HoiH23_PlH23_008857-RA	TrH2_TrispH2_003642-RA	Hhon_g02318.t1	Tadh_TriadT64140
OG_6492	HoiH23_PlH23_004717-RA	TrH2_TrispH2_005270-RA	Hhon_g08599.t1	Tadh_TriadT51521
OG_6493	HoiH23_PlH23_004718-RA	TrH2_TrispH2_005271-RA	Hhon_g08600.t1	Tadh_TriadT19930
OG_6494	HoiH23_PlH23_004719-RA	TrH2_TrispH2_005272-RA	Hhon_g08601.t1	Tadh_TriadT18343
OG_6495	HoiH23_PlH23_004725-RA	TrH2_TrispH2_005278-RA	Hhon_g08607.t1	Tadh_TriadT51529
OG_6496	HoiH23_PlH23_004726-RA	TrH2_TrispH2_005279-RA	Hhon_g08608.t1	Tadh_TriadT18102
OG_6497	HoiH23_PlH23_004727-RA		Hhon_g08609.t1	
OG_6498	HoiH23_PlH23_004728-RA	TrH2_TrispH2_005280-RA	Hhon_g08610.t1	Tadh_TriadT51531
OG_6499	HoiH23_PlH23_004730-RA	TrH2_TrispH2_005282-RA	Hhon_g08612.t1	Tadh_TriadT63472
OG_6500	HoiH23_PlH23_004731-RA	TrH2_TrispH2_009096-RA	Hhon_g08613.t1	Tadh_TriadT51534
OG_6501	HoiH23_PlH23_004737-RA	TrH2_TrispH2_009089-RA	Hhon_g08620.t1	Tadh_TriadT51540
OG_6502	HoiH23_PlH23_004747-RA	TrH2_TrispH2_009082-RA	Hhon_g02070.t1	Tadh_TriadT51548
OG_6503	HoiH23_PlH23_004748-RA	TrH2_TrispH2_009081-RA		Tadh_TriadT51549
OG_6504	HoiH23_PlH23_004749-RA	TrH2_TrispH2_009080-RA		Tadh_TriadT49594
OG_6505	HoiH23_PlH23_004750-RA	TrH2_TrispH2_009074-RA TrH2_TrispH2_009075-RA TrH2_TrispH2_009079-RA	Hhon_g02068.t1 Hhon_g02069.t1	Tadh_TriadT51551 Tadh_TriadT2419
OG_6506	HoiH23_PlH23_011662-RA HoiH23_PlH23_011612-RA HoiH23_PlH23_011611-RA HoiH23_PlH23_011954-RA HoiH23_PlH23_008211-RA HoiH23_PlH23_011663-RA HoiH23_PlH23_011827-RA HoiH23_PlH23_011664-RA HoiH23_PlH23_011784-RA HoiH23_PlH23_011826-RA HoiH23_PlH23_012037-RA	TrH2_TrispH2_012155-RA TrH2_TrispH2_012174-RA TrH2_TrispH2_012083-RA TrH2_TrispH2_008043-RA TrH2_TrispH2_012181-RA TrH2_TrispH2_012084-RA TrH2_TrispH2_008042-RA TrH2_TrispH2_008044-RA TrH2_TrispH2_012091-RA TrH2_TrispH2_011803-RA TrH2_TrispH2_011629-RA TrH2_TrispH2_009968-RA TrH2_TrispH2_008040-RA TrH2_TrispH2_012179-RA TrH2_TrispH2_012092-RA TrH2_TrispH2_008041-RA TrH2_TrispH2_011801-RA TrH2_TrispH2_009969-RA TrH2_TrispH2_011630-RA TrH2_TrispH2_011804-RA TrH2_TrispH2_009114-RA TrH2_TrispH2_011893-RA	Hhon_g10042.t1 Hhon_g05697.t1 Hhon_g05699.t1 Hhon_g01827.t1 Hhon_g05692.t1 Hhon_g01851.t1 Hhon_g01852.t1 Hhon_g05693.t1 Hhon_g05698.t1 Hhon_g05694.t1 Hhon_g01854.t1 Hhon_g01855.t1 Hhon_g01856.t1 Hhon_g05696.t1 Hhon_g05695.t1	Tadh_wf_g10680.t1 Tadh_wf_g11749.t1 Tadh_wf_g10458.t1 Tadh_wf_g10459.t1 Tadh_wf_g10461.t1 Tadh_wf_g10677.t1 Tadh_wf_g10679.t1 Tadh_wf_g10681.t1 Tadh_wf_g10460.t1 Tadh_wf_g10457.t1 Tadh_wf_g10462.t1 Tadh_wf_g12092.t1 Tadh_wf_g10456.t1 Tadh_wf_g10678.t1 Tadh_wf_g10455.t1 Tadh_wf_g11851.t1 Tadh_wf_g11651.t1 Tadh_wf_g4844.t1 Tadh_TriadT56035 Tadh_wf_g11700.t1 Tadh_wf_g4866.t1 Tadh_wf_g11748.t1
OG_6507	HoiH23_PlH23_009813-RA	TrH2_TrispH2_008741-RA TrH2_TrispH2_008742-RA	Hhon_g03101.t1	Tadh_TriadT62053 Tadh_TriadT62051
OG_6508	HoiH23_PlH23_009816-RA	TrH2_TrispH2_008745-RA	Hhon_g03098.t1	Tadh_TriadT51164
OG_6509	HoiH23_PlH23_009817-RA	TrH2_TrispH2_008746-RA	Hhon_g03097.t1	Tadh_TriadT62057
OG_6510	HoiH23_PlH23_009818-RA HoiH23_PlH23_009819-RA	TrH2_TrispH2_008748-RA TrH2_TrispH2_008749-RA	Hhon_g03096.t1 Hhon_g03095.t1	Tadh_TriadT62060 Tadh_TriadT62059 Tadh_TriadT62062 Tadh_TriadT62063 Tadh_TriadT62061
OG_6511	HoiH23_PlH23_009820-RA	TrH2_TrispH2_008751-RA	Hhon_g03094.t1	Tadh_TriadT33396
OG_6512	HoiH23_PlH23_012008-RA	TrH2_TrispH2_007032-RA TrH2_TrispH2_007033-RA	Hhon_g10184.t1 Hhon_g10185.t1	Tadh_wf_g8889.t1
OG_6513	HoiH23_PlH23_005974-RA	TrH2_TrispH2_004528-RA	Hhon_g11347.t1	Tadh_wf_g7169.t1
OG_6514	HoiH23_PlH23_005975-RA	TrH2_TrispH2_004527-RA	Hhon_g11346.t1	Tadh_wf_g12535.t1 Tadh_TriadT58287
OG_6515	HoiH23_PlH23_005976-RA	TrH2_TrispH2_004526-RA	Hhon_g11345.t1	Tadh_TriadT58286
OG_6516	HoiH23_PlH23_005977-RA	TrH2_TrispH2_004524-RA	Hhon_g11344.t1	Tadh_TriadT28000
OG_6517	HoiH23_PlH23_005978-RA	TrH2_TrispH2_004525-RA	Hhon_g11343.t1	Tadh_TriadT14802
OG_6518	HoiH23_PlH23_005979-RA	TrH2_TrispH2_004523-RA	Hhon_g11342.t1	Tadh_TriadT58283
OG_6519	HoiH23_PlH23_005981-RA	TrH2_TrispH2_004521-RA	Hhon_g11340.t1	Tadh_TriadT27838
OG_6520	HoiH23_PlH23_005982-RA	TrH2_TrispH2_004520-RA	Hhon_g11339.t1	Tadh_TriadT27475
OG_6521	HoiH23_PlH23_005983-RA	TrH2_TrispH2_004519-RA	Hhon_g07409.t1	Tadh_TriadT58279
OG_6522	HoiH23_PlH23_005984-RA	TrH2_TrispH2_004518-RA	Hhon_g07410.t1	Tadh_TriadT50530
OG_6523	HoiH23_PlH23_005987-RA	TrH2_TrispH2_004515-RA	Hhon_g07413.t1	Tadh_TriadT58275
OG_6524	HoiH23_PlH23_005989-RA	TrH2_TrispH2_004513-RA	Hhon_g07415.t1	Tadh_TriadT58273
