#OG_name	nb_species	nb_reduced_prot	nb_all_prot	clustering_coefficient
OG_731	4	4	4	1.0
OG_732	4	4	4	1.0
OG_733	4	4	4	1.0
OG_734	3	3	3	1.0
OG_735	4	4	4	1.0
OG_736	4	4	4	1.0
OG_737	4	4	4	1.0
OG_738	4	4	4	1.0
OG_739	4	4	4	1.0
OG_740	4	4	4	1.0
OG_741	4	4	4	1.0
OG_742	4	4	4	1.0
OG_743	4	4	4	1.0
OG_744	4	4	4	1.0
OG_745	4	4	4	1.0
OG_746	3	3	3	1.0
OG_747	3	3	3	1.0
OG_748	4	4	4	1.0
OG_749	4	4	4	1.0
OG_750	4	4	4	1.0
OG_751	4	4	4	1.0
OG_752	4	4	4	1.0
OG_753	4	4	4	1.0
OG_754	4	4	4	1.0
OG_755	4	4	4	1.0
OG_756	4	4	4	1.0
OG_757	4	4	4	1.0
OG_758	4	4	4	1.0
OG_759	4	4	4	1.0
OG_760	4	4	4	1.0
OG_761	4	4	4	1.0
OG_762	4	4	4	1.0
OG_763	4	4	4	1.0
OG_764	4	4	4	1.0
OG_765	4	4	4	1.0
OG_766	4	4	4	1.0
OG_767	4	4	4	1.0
OG_768	4	4	4	1.0
OG_769	4	4	4	1.0
OG_770	4	4	4	1.0
OG_771	4	4	4	1.0
OG_772	4	4	4	1.0
OG_773	4	4	4	1.0
OG_774	4	4	4	1.0
OG_775	4	4	4	1.0
OG_776	4	4	4	1.0
OG_777	4	4	4	1.0
OG_778	4	4	4	1.0
OG_779	4	4	4	1.0
OG_780	4	4	4	1.0
OG_781	4	4	4	1.0
OG_782	4	4	4	1.0
OG_783	4	4	4	1.0
OG_784	4	4	4	1.0
OG_785	4	4	4	1.0
OG_786	4	4	4	1.0
OG_787	4	4	4	1.0
OG_788	4	4	4	1.0
OG_789	4	4	4	1.0
OG_790	4	4	4	1.0
OG_791	4	4	4	1.0
OG_792	4	4	4	1.0
OG_793	4	4	4	1.0
OG_794	4	4	4	1.0
OG_795	4	4	4	1.0
OG_796	4	4	4	1.0
OG_797	4	4	4	1.0
OG_798	4	4	4	1.0
OG_799	4	4	4	1.0
OG_800	4	4	4	1.0
OG_801	4	4	4	1.0
OG_802	4	4	4	1.0
OG_803	4	4	4	1.0
OG_804	4	4	4	1.0
OG_805	4	4	4	1.0
OG_806	4	4	4	1.0
OG_807	4	4	4	1.0
OG_808	4	4	4	1.0
OG_809	4	4	4	1.0
OG_810	4	4	4	1.0
OG_811	4	4	4	1.0
OG_812	4	4	4	1.0
OG_813	4	4	4	1.0
OG_814	4	4	4	1.0
OG_815	4	4	4	1.0
OG_816	4	4	4	1.0
