orthogroup	genes_input	genes_output	species_input	species_output	occupancy_output	kept_orthogroup
OG_6461	51	45	47	45	0.714285714285714	OG0
OG_6467	56	36	37	36	0.571428571428571	OG0
OG_6468	45	36	38	36	0.571428571428571	OG1
OG_647	76	57	58	57	0.904761904761905	OG0
OG_6470	82	58	60	58	0.920634920634921	OG1
OG_6474	87	61	61	61	0.968253968253968	OG0
OG_6477	91	60	60	60	0.952380952380952	OG0
OG_6478	77	55	56	55	0.873015873015873	OG0
OG_648	81	53	55	53	0.841269841269841	OG0
OG_6480	69	53	53	53	0.841269841269841	OG0
OG_6483	54	47	48	47	0.746031746031746	OG0
OG_6484	83	58	58	58	0.920634920634921	OG0
OG_6485	67	57	58	57	0.904761904761905	OG0
OG_6487	45	35	39	35	0.555555555555556	OG1
OG_649	81	48	60	48	0.761904761904762	OG2
OG_6495	49	41	41	41	0.650793650793651	OG0
OG_6499	100	52	53	52	0.825396825396825	OG0
OG_65	51	44	49	44	0.698412698412698	OG0
OG_650	51	44	46	44	0.698412698412698	OG0
OG_6505	58	48	48	48	0.761904761904762	OG0
OG_6507	47	41	43	41	0.650793650793651	OG0
OG_651	47	35	43	35	0.555555555555556	OG1
OG_6513	76	57	61	57	0.904761904761905	OG0
OG_652	85	60	60	60	0.952380952380952	OG0
OG_6520	48	38	39	38	0.603174603174603	OG0
OG_6521	39	38	38	38	0.603174603174603	OG0
OG_6528	69	54	56	54	0.857142857142857	OG0
OG_6533	36	26	33	26	0.412698412698413	OG0
OG_6538	59	49	49	49	0.777777777777778	OG0
OG_654	78	28	33	28	0.444444444444444	OG0
OG_6543	71	59	59	59	0.936507936507937	OG0
OG_6546	71	58	59	58	0.920634920634921	OG0
OG_6550	80	44	58	44	0.698412698412698	OG2
OG_6552	77	59	59	59	0.936507936507937	OG0
OG_6558	73	56	57	56	0.888888888888889	OG0
OG_6561	84	57	57	57	0.904761904761905	OG0
OG_6564	87	29	58	29	0.46031746031746	OG0
OG_6569	105	44	44	44	0.698412698412698	OG1
OG_6570	70	50	50	50	0.793650793650794	OG0
OG_6571	120	58	60	58	0.920634920634921	OG0
OG_658	57	53	54	53	0.841269841269841	OG0
OG_6583	65	49	51	49	0.777777777777778	OG1
OG_6584	47	38	40	38	0.603174603174603	OG0
OG_6585	42	32	33	32	0.507936507936508	OG0
OG_6588	75	42	59	42	0.666666666666667	OG2
OG_6593	85	63	63	63	1	OG0
OG_6594	37	34	34	34	0.53968253968254	OG0
OG_6598	85	63	63	63	1	OG0
OG_66	67	55	56	55	0.873015873015873	OG0
OG_6607	79	58	60	58	0.920634920634921	OG0
OG_661	53	36	49	36	0.571428571428571	OG0
OG_6611	65	56	56	56	0.888888888888889	OG0
OG_6612	94	61	61	61	0.968253968253968	OG0
OG_6616	69	56	57	56	0.888888888888889	OG0
OG_6618	34	33	33	33	0.523809523809524	OG0
OG_662	97	61	61	61	0.968253968253968	OG0
OG_6622	58	46	46	46	0.73015873015873	OG0
OG_6625	74	50	55	50	0.793650793650794	OG1
OG_6629	38	31	31	31	0.492063492063492	OG0
OG_663	79	58	58	58	0.920634920634921	OG0
OG_664	68	41	52	41	0.650793650793651	OG2
OG_665	80	60	60	60	0.952380952380952	OG0
OG_6656	74	44	55	44	0.698412698412698	OG1
OG_6666	62	48	48	48	0.761904761904762	OG0
OG_667	57	54	55	54	0.857142857142857	OG0
OG_6674	71	54	55	54	0.857142857142857	OG0
OG_6677	96	56	59	56	0.888888888888889	OG3
OG_668	46	40	43	40	0.634920634920635	OG1
OG_6683	60	53	53	53	0.841269841269841	OG0
OG_6691	61	56	56	56	0.888888888888889	OG0
OG_6697	36	31	35	31	0.492063492063492	OG0
OG_67	107	51	62	51	0.80952380952381	OG2
OG_670	70	51	51	51	0.80952380952381	OG0
OG_6705	50	46	46	46	0.73015873015873	OG0
OG_671	82	29	59	29	0.46031746031746	OG5
OG_6719	132	41	50	41	0.650793650793651	OG3
OG_672	85	60	60	60	0.952380952380952	OG0
OG_6721	42	35	40	35	0.555555555555556	OG0
OG_6724	39	29	37	29	0.46031746031746	OG0
OG_6726	59	45	47	45	0.714285714285714	OG0
OG_6728	57	51	55	51	0.80952380952381	OG0
OG_6735	70	52	53	52	0.825396825396825	OG0
OG_6736	84	55	59	55	0.873015873015873	OG0
OG_6737	47	36	40	36	0.571428571428571	OG0
OG_6739	45	29	35	29	0.46031746031746	OG0
OG_674	48	37	44	37	0.587301587301587	OG0
OG_6740	60	49	50	49	0.777777777777778	OG0
OG_6741	35	29	33	29	0.46031746031746	OG1
OG_6744	93	40	49	40	0.634920634920635	OG1
OG_6746	82	55	61	55	0.873015873015873	OG1
OG_6752	112	56	59	56	0.888888888888889	OG1
OG_6753	68	53	53	53	0.841269841269841	OG0
OG_6754	42	32	36	32	0.507936507936508	OG0
OG_6755	83	62	62	62	0.984126984126984	OG0
OG_6757	42	38	39	38	0.603174603174603	OG0
OG_676	88	57	61	57	0.904761904761905	OG0
OG_6761	63	55	55	55	0.873015873015873	OG0
OG_6764	71	51	52	51	0.80952380952381	OG0
OG_6765	70	59	62	59	0.936507936507937	OG0
OG_6769	66	57	58	57	0.904761904761905	OG0
OG_677	102	26	61	26	0.412698412698413	OG0
OG_6777	50	34	39	34	0.53968253968254	OG0
OG_6779	42	36	39	36	0.571428571428571	OG0
OG_678	65	53	55	53	0.841269841269841	OG0
OG_6780	95	55	58	55	0.873015873015873	OG0
OG_6784	81	52	53	52	0.825396825396825	OG0
OG_679	69	45	49	45	0.714285714285714	OG0
OG_6793	51	43	43	43	0.682539682539683	OG0
OG_6795	83	54	58	54	0.857142857142857	OG1
OG_68	71	46	60	46	0.73015873015873	OG1
OG_6803	130	43	60	43	0.682539682539683	OG0
OG_6805	52	34	34	34	0.53968253968254	OG0
OG_681	43	38	42	38	0.603174603174603	OG0
OG_6812	56	52	54	52	0.825396825396825	OG0
OG_6818	68	54	54	54	0.857142857142857	OG0
OG_682	64	45	52	45	0.714285714285714	OG1
OG_6826	45	33	34	33	0.523809523809524	OG0
OG_6829	41	34	37	34	0.53968253968254	OG0
OG_683	74	57	59	57	0.904761904761905	OG0
OG_6832	33	33	33	33	0.523809523809524	OG0
OG_6838	66	28	33	28	0.444444444444444	OG1
OG_6843	112	48	59	48	0.761904761904762	OG1
OG_685	80	31	58	31	0.492063492063492	OG1
OG_6854	96	46	56	46	0.73015873015873	OG1
OG_686	48	41	44	41	0.650793650793651	OG0
OG_6865	63	48	49	48	0.761904761904762	OG0
OG_6868	89	61	61	61	0.968253968253968	OG0
OG_687	80	58	59	58	0.920634920634921	OG0
OG_6874	89	25	38	25	0.396825396825397	OG6
OG_6875	73	39	44	39	0.619047619047619	OG0
OG_6877	63	55	55	55	0.873015873015873	OG0
OG_6880	53	40	40	40	0.634920634920635	OG0
OG_6884	90	56	57	56	0.888888888888889	OG0
OG_6886	68	42	54	42	0.666666666666667	OG1
OG_689	65	55	56	55	0.873015873015873	OG0
OG_6895	70	47	48	47	0.746031746031746	OG0
OG_69	61	51	52	51	0.80952380952381	OG0
OG_690	74	58	58	58	0.920634920634921	OG0
OG_6903	98	62	62	62	0.984126984126984	OG0
OG_6904	89	37	46	37	0.587301587301587	OG3
OG_6910	95	58	61	58	0.920634920634921	OG0
OG_6914	99	57	58	57	0.904761904761905	OG0
OG_6915	63	25	39	25	0.396825396825397	OG3
OG_6916	38	30	36	30	0.476190476190476	OG0
OG_692	90	51	59	51	0.80952380952381	OG0
OG_6922	195	42	55	42	0.666666666666667	OG10
OG_6927	73	60	60	60	0.952380952380952	OG0
OG_693	54	46	48	46	0.73015873015873	OG0
OG_6934	88	62	62	62	0.984126984126984	OG0
OG_6937	90	25	59	25	0.396825396825397	OG2
OG_6939	58	27	41	27	0.428571428571429	OG1
OG_694	71	57	57	57	0.904761904761905	OG0
OG_6941	73	52	53	52	0.825396825396825	OG0
OG_695	51	31	42	31	0.492063492063492	OG0
OG_6953	77	49	51	49	0.777777777777778	OG1
OG_6956	80	58	58	58	0.920634920634921	OG0
OG_6960	66	46	50	46	0.73015873015873	OG1
OG_6966	79	47	47	47	0.746031746031746	OG0
OG_6967	44	37	37	37	0.587301587301587	OG0
OG_6968	75	45	46	45	0.714285714285714	OG0
OG_6970	44	26	36	26	0.412698412698413	OG1
OG_6973	72	56	59	56	0.888888888888889	OG0
OG_6976	121	56	56	56	0.888888888888889	OG0
OG_6978	36	30	33	30	0.476190476190476	OG0
OG_698	93	62	62	62	0.984126984126984	OG0
OG_6980	40	23	32	23	0.365079365079365	OG0
OG_6986	57	28	47	28	0.444444444444444	OG1
OG_699	87	43	54	43	0.682539682539683	OG1
OG_6994	51	45	45	45	0.714285714285714	OG0
OG_7	66	31	58	31	0.492063492063492	OG1
OG_7001	69	52	56	52	0.825396825396825	OG0
OG_7004	43	37	37	37	0.587301587301587	OG0
OG_7011	60	50	53	50	0.793650793650794	OG0
OG_7012	46	42	44	42	0.666666666666667	OG0
OG_7013	52	48	50	48	0.761904761904762	OG0
OG_7018	69	23	35	23	0.365079365079365	OG0
OG_702	65	48	54	48	0.761904761904762	OG0
OG_7025	54	38	38	38	0.603174603174603	OG0
OG_7036	64	51	53	51	0.80952380952381	OG0
OG_704	55	42	42	42	0.666666666666667	OG0
OG_705	52	45	46	45	0.714285714285714	OG0
OG_7068	39	32	33	32	0.507936507936508	OG0
OG_7070	68	61	61	61	0.968253968253968	OG0
OG_708	84	34	60	34	0.53968253968254	OG1
OG_7086	65	50	52	50	0.793650793650794	OG0
OG_7089	84	51	52	51	0.80952380952381	OG0
OG_709	85	58	60	58	0.920634920634921	OG0
OG_7091	94	41	41	41	0.650793650793651	OG0
OG_7092	67	44	44	44	0.698412698412698	OG0
OG_7094	47	38	39	38	0.603174603174603	OG0
OG_711	68	51	52	51	0.80952380952381	OG0
OG_7113	64	54	54	54	0.857142857142857	OG0
OG_7122	45	34	37	34	0.53968253968254	OG0
OG_7138	45	38	44	38	0.603174603174603	OG0
OG_714	72	60	61	60	0.952380952380952	OG0
OG_7142	47	37	40	37	0.587301587301587	OG0
OG_715	90	56	56	56	0.888888888888889	OG0
OG_7151	69	58	58	58	0.920634920634921	OG0
OG_7152	64	53	55	53	0.841269841269841	OG0
OG_7153	96	36	50	36	0.571428571428571	OG3
OG_7156	67	43	58	43	0.682539682539683	OG1
OG_7161	54	28	40	28	0.444444444444444	OG1
OG_7162	79	62	62	62	0.984126984126984	OG0
OG_7166	57	45	45	45	0.714285714285714	OG0
OG_7169	58	43	47	43	0.682539682539683	OG0
OG_717	100	57	62	57	0.904761904761905	OG2
OG_718	61	46	47	46	0.73015873015873	OG0
OG_7180	114	59	59	59	0.936507936507937	OG1
OG_7182	87	57	58	57	0.904761904761905	OG1
OG_7185	58	40	40	40	0.634920634920635	OG1
OG_72	81	58	58	58	0.920634920634921	OG0
OG_720	60	52	54	52	0.825396825396825	OG0
OG_7203	105	23	47	23	0.365079365079365	OG0
OG_7206	44	41	43	41	0.650793650793651	OG0
OG_7208	65	40	53	40	0.634920634920635	OG1
OG_7209	101	49	52	49	0.777777777777778	OG0
OG_721	36	31	34	31	0.492063492063492	OG1
OG_7214	53	25	35	25	0.396825396825397	OG0
OG_7220	110	62	62	62	0.984126984126984	OG0
OG_7221	59	54	54	54	0.857142857142857	OG0
OG_7226	46	38	40	38	0.603174603174603	OG0
OG_7227	48	33	33	33	0.523809523809524	OG0
OG_7230	85	53	54	53	0.841269841269841	OG1
OG_7234	61	41	51	41	0.650793650793651	OG1
OG_7236	51	47	47	47	0.746031746031746	OG0
OG_724	65	58	59	58	0.920634920634921	OG0
OG_7247	51	45	46	45	0.714285714285714	OG0
OG_725	139	27	52	27	0.428571428571429	OG5
OG_7252	81	52	53	52	0.825396825396825	OG1
OG_7259	37	30	33	30	0.476190476190476	OG0
OG_726	52	38	48	38	0.603174603174603	OG1
OG_7261	71	54	56	54	0.857142857142857	OG0
OG_7263	72	59	59	59	0.936507936507937	OG0
OG_7264	89	41	41	41	0.650793650793651	OG0
OG_727	83	36	60	36	0.571428571428571	OG2
OG_7270	79	57	58	57	0.904761904761905	OG0
OG_7273	59	37	54	37	0.587301587301587	OG1
OG_7278	55	48	48	48	0.761904761904762	OG0
OG_728	71	34	55	34	0.53968253968254	OG1
OG_7284	71	46	48	46	0.73015873015873	OG0
OG_729	45	40	43	40	0.634920634920635	OG0
OG_7291	54	41	45	41	0.650793650793651	OG0
OG_7295	56	44	44	44	0.698412698412698	OG0
OG_7296	81	61	61	61	0.968253968253968	OG0
OG_7297	45	41	41	41	0.650793650793651	OG0
OG_7298	47	42	43	42	0.666666666666667	OG0
OG_73	63	48	51	48	0.761904761904762	OG0
OG_730	60	48	54	48	0.761904761904762	OG1
OG_7304	63	53	53	53	0.841269841269841	OG0
OG_7306	77	47	58	47	0.746031746031746	OG1
OG_7310	56	40	45	40	0.634920634920635	OG1
OG_7314	102	60	62	60	0.952380952380952	OG1
OG_732	62	52	53	52	0.825396825396825	OG0
OG_7327	55	46	49	46	0.73015873015873	OG0
OG_733	64	51	51	51	0.80952380952381	OG0
OG_7330	81	49	59	49	0.777777777777778	OG2
OG_7333	90	51	61	51	0.80952380952381	OG4
OG_7336	66	36	56	36	0.571428571428571	OG1
OG_7344	76	58	59	58	0.920634920634921	OG1
OG_7347	89	54	61	54	0.857142857142857	OG1
OG_7349	72	35	37	35	0.555555555555556	OG0
OG_7351	46	33	39	33	0.523809523809524	OG1
OG_7353	86	58	61	58	0.920634920634921	OG0
OG_7355	110	28	41	28	0.444444444444444	OG4
OG_7356	176	36	48	36	0.571428571428571	OG0
OG_7357	93	56	58	56	0.888888888888889	OG1
OG_7359	41	34	35	34	0.53968253968254	OG0
OG_736	91	61	62	61	0.968253968253968	OG0
OG_7360	56	15	45	15	0.238095238095238	OG3
OG_7361	56	44	47	44	0.698412698412698	OG0
OG_7362	74	57	58	57	0.904761904761905	OG1
OG_7365	60	45	53	45	0.714285714285714	OG0
OG_7369	58	37	40	37	0.587301587301587	OG0
OG_737	66	48	50	48	0.761904761904762	OG0
OG_7370	51	48	48	48	0.761904761904762	OG0
OG_7374	72	55	57	55	0.873015873015873	OG1
OG_7376	35	32	34	32	0.507936507936508	OG0
OG_7379	57	51	51	51	0.80952380952381	OG0
OG_738	82	55	55	55	0.873015873015873	OG0
OG_7387	65	52	56	52	0.825396825396825	OG0
OG_7388	78	54	60	54	0.857142857142857	OG1
OG_7389	59	51	54	51	0.80952380952381	OG0
OG_739	88	58	63	58	0.920634920634921	OG0
OG_7390	80	31	55	31	0.492063492063492	OG2
OG_7392	98	61	61	61	0.968253968253968	OG1
OG_7393	51	38	39	38	0.603174603174603	OG0
OG_7396	64	50	52	50	0.793650793650794	OG1
OG_7399	69	25	36	25	0.396825396825397	OG3
OG_74	60	50	52	50	0.793650793650794	OG0
OG_740	78	35	60	35	0.555555555555556	OG0
OG_7400	74	42	57	42	0.666666666666667	OG0
OG_7402	42	19	34	19	0.301587301587302	OG1
OG_7403	77	36	60	36	0.571428571428571	OG0
OG_7405	69	49	53	49	0.777777777777778	OG1
OG_7407	54	50	51	50	0.793650793650794	OG0
OG_741	91	57	57	57	0.904761904761905	OG0
OG_7412	50	42	47	42	0.666666666666667	OG0
OG_7414	41	40	41	40	0.634920634920635	OG0
OG_7418	84	53	55	53	0.841269841269841	OG1
OG_742	72	47	59	47	0.746031746031746	OG1
OG_7421	50	46	47	46	0.73015873015873	OG0
OG_7422	34	31	32	31	0.492063492063492	OG0
OG_7427	67	50	52	50	0.793650793650794	OG0
OG_7429	60	49	51	49	0.777777777777778	OG0
OG_7431	49	41	41	41	0.650793650793651	OG0
OG_7432	58	47	50	47	0.746031746031746	OG0
OG_7433	55	39	50	39	0.619047619047619	OG1
OG_7434	54	53	53	53	0.841269841269841	OG0
OG_7435	99	59	60	59	0.936507936507937	OG0
OG_7436	68	47	47	47	0.746031746031746	OG0
OG_7437	64	55	56	55	0.873015873015873	OG0
OG_7446	59	49	50	49	0.777777777777778	OG0
OG_7449	50	39	40	39	0.619047619047619	OG0
OG_745	71	57	57	57	0.904761904761905	OG0
OG_7453	90	58	58	58	0.920634920634921	OG0
OG_7459	71	54	54	54	0.857142857142857	OG0
OG_7463	76	55	57	55	0.873015873015873	OG0
OG_747	49	43	45	43	0.682539682539683	OG0
OG_7473	71	55	56	55	0.873015873015873	OG0
OG_748	53	50	51	50	0.793650793650794	OG0
OG_7484	107	34	62	34	0.53968253968254	OG0
OG_7485	82	62	62	62	0.984126984126984	OG0
OG_749	107	42	62	42	0.666666666666667	OG1
OG_7493	58	47	51	47	0.746031746031746	OG0
OG_7494	63	54	55	54	0.857142857142857	OG0
OG_7496	76	46	54	46	0.73015873015873	OG2
OG_7500	72	46	49	46	0.73015873015873	OG1
OG_7504	76	52	56	52	0.825396825396825	OG0
OG_7505	67	43	57	43	0.682539682539683	OG1
OG_7509	74	33	39	33	0.523809523809524	OG0
OG_751	68	57	58	57	0.904761904761905	OG0
OG_7510	45	33	33	33	0.523809523809524	OG0
OG_7513	51	33	33	33	0.523809523809524	OG0
OG_7515	47	39	40	39	0.619047619047619	OG0
OG_752	38	32	36	32	0.507936507936508	OG0
OG_7522	70	47	56	47	0.746031746031746	OG1
OG_7523	70	44	44	44	0.698412698412698	OG0
OG_7529	47	39	41	39	0.619047619047619	OG0
OG_753	72	56	58	56	0.888888888888889	OG0
OG_7534	70	51	52	51	0.80952380952381	OG0
OG_7535	64	50	54	50	0.793650793650794	OG0
OG_7538	47	43	43	43	0.682539682539683	OG0
OG_7539	71	47	47	47	0.746031746031746	OG0
OG_7542	79	53	53	53	0.841269841269841	OG0
OG_7545	74	59	59	59	0.936507936507937	OG0
OG_7547	157	26	34	26	0.412698412698413	OG2
OG_755	56	46	48	46	0.73015873015873	OG0
OG_7551	78	40	58	40	0.634920634920635	OG1
OG_7552	83	30	55	30	0.476190476190476	OG1
OG_7556	88	58	58	58	0.920634920634921	OG0
OG_7563	65	45	49	45	0.714285714285714	OG0
OG_7564	72	56	57	56	0.888888888888889	OG0
OG_7565	73	56	56	56	0.888888888888889	OG1
OG_7568	52	38	38	38	0.603174603174603	OG0
OG_757	67	54	55	54	0.857142857142857	OG0
OG_7571	56	43	45	43	0.682539682539683	OG0
OG_758	69	59	59	59	0.936507936507937	OG0
OG_7581	74	52	54	52	0.825396825396825	OG0
OG_759	70	56	57	56	0.888888888888889	OG0
OG_7596	71	52	53	52	0.825396825396825	OG0
OG_76	65	58	59	58	0.920634920634921	OG0
OG_760	75	55	56	55	0.873015873015873	OG0
OG_7603	86	36	37	36	0.571428571428571	OG0
OG_7606	39	35	36	35	0.555555555555556	OG0
OG_7608	39	30	38	30	0.476190476190476	OG0
OG_762	50	44	47	44	0.698412698412698	OG0
OG_7620	69	57	58	57	0.904761904761905	OG0
OG_7623	95	53	57	53	0.841269841269841	OG2
OG_7628	121	33	58	33	0.523809523809524	OG0
OG_763	78	55	58	55	0.873015873015873	OG0
OG_7641	55	45	47	45	0.714285714285714	OG1
OG_7643	68	56	56	56	0.888888888888889	OG0
OG_7645	35	32	33	32	0.507936507936508	OG0
OG_7646	84	59	59	59	0.936507936507937	OG0
OG_765	53	44	44	44	0.698412698412698	OG0
OG_7651	56	52	52	52	0.825396825396825	OG0
OG_7656	70	56	57	56	0.888888888888889	OG0
OG_7657	70	57	57	57	0.904761904761905	OG0
OG_766	54	48	48	48	0.761904761904762	OG0
OG_7661	90	60	60	60	0.952380952380952	OG0
OG_7663	64	54	55	54	0.857142857142857	OG0
OG_7665	99	53	57	53	0.841269841269841	OG3
OG_7668	49	38	41	38	0.603174603174603	OG0
OG_767	65	46	55	46	0.73015873015873	OG1
OG_7673	45	38	39	38	0.603174603174603	OG0
OG_7675	64	28	44	28	0.444444444444444	OG1
OG_7680	64	42	45	42	0.666666666666667	OG0
OG_7683	55	53	53	53	0.841269841269841	OG0
OG_7686	57	51	53	51	0.80952380952381	OG0
OG_7688	85	49	49	49	0.777777777777778	OG0
OG_769	73	45	46	45	0.714285714285714	OG1
OG_7691	108	58	58	58	0.920634920634921	OG0
OG_7696	71	56	57	56	0.888888888888889	OG0
OG_77	60	44	52	44	0.698412698412698	OG1
OG_7700	147	60	60	60	0.952380952380952	OG0
OG_7702	100	58	58	58	0.920634920634921	OG0
OG_7703	52	41	45	41	0.650793650793651	OG0
OG_7713	112	61	61	61	0.968253968253968	OG0
OG_7714	113	54	62	54	0.857142857142857	OG0
OG_7716	102	51	52	51	0.80952380952381	OG0
OG_7719	135	59	59	59	0.936507936507937	OG0
OG_772	53	31	32	31	0.492063492063492	OG0
OG_7726	61	51	54	51	0.80952380952381	OG0
OG_7729	70	58	58	58	0.920634920634921	OG0
OG_773	81	55	56	55	0.873015873015873	OG0
OG_7730	67	55	55	55	0.873015873015873	OG1
OG_7738	70	58	58	58	0.920634920634921	OG0
OG_7744	71	58	58	58	0.920634920634921	OG0
OG_7750	70	50	50	50	0.793650793650794	OG0
OG_7753	69	55	55	55	0.873015873015873	OG0
OG_7754	127	61	61	61	0.968253968253968	OG0
OG_777	75	34	54	34	0.53968253968254	OG0
OG_7771	60	47	48	47	0.746031746031746	OG0
OG_7772	92	63	63	63	1	OG0
OG_778	45	42	42	42	0.666666666666667	OG0
OG_7784	67	54	57	54	0.857142857142857	OG0
OG_779	57	41	46	41	0.650793650793651	OG0
OG_7790	72	55	55	55	0.873015873015873	OG0
OG_7791	70	46	48	46	0.73015873015873	OG0
OG_7798	56	46	48	46	0.73015873015873	OG1
OG_780	36	32	32	32	0.507936507936508	OG0
OG_7802	38	34	36	34	0.53968253968254	OG0
OG_781	71	54	58	54	0.857142857142857	OG0
OG_7810	82	59	60	59	0.936507936507937	OG0
OG_7812	82	57	58	57	0.904761904761905	OG0
OG_783	51	41	46	41	0.650793650793651	OG1
OG_7830	38	33	36	33	0.523809523809524	OG0
OG_7839	39	28	29	28	0.444444444444444	OG0
OG_784	62	57	57	57	0.904761904761905	OG0
OG_7841	71	56	58	56	0.888888888888889	OG0
OG_7846	73	40	57	40	0.634920634920635	OG1
OG_7848	67	51	51	51	0.80952380952381	OG0
OG_786	56	47	48	47	0.746031746031746	OG0
OG_787	49	34	45	34	0.53968253968254	OG1
OG_7876	50	40	40	40	0.634920634920635	OG0
OG_7878	86	45	62	45	0.714285714285714	OG2
OG_788	90	43	57	43	0.682539682539683	OG0
OG_7881	67	55	55	55	0.873015873015873	OG0
OG_7883	98	54	58	54	0.857142857142857	OG2
OG_789	76	21	59	21	0.333333333333333	OG2
OG_7899	77	59	60	59	0.936507936507937	OG0
OG_79	72	55	60	55	0.873015873015873	OG1
OG_790	86	59	60	59	0.936507936507937	OG0
OG_7912	94	53	53	53	0.841269841269841	OG0
OG_7915	88	57	57	57	0.904761904761905	OG0
OG_7920	124	25	57	25	0.396825396825397	OG3
OG_7924	59	54	54	54	0.857142857142857	OG0
OG_793	41	28	39	28	0.444444444444444	OG0
OG_7937	81	58	58	58	0.920634920634921	OG0
OG_7943	85	56	57	56	0.888888888888889	OG0
OG_7948	86	37	59	37	0.587301587301587	OG0
OG_795	78	49	50	49	0.777777777777778	OG0
OG_7950	77	57	57	57	0.904761904761905	OG1
OG_7958	61	51	53	51	0.80952380952381	OG0
OG_796	63	57	57	57	0.904761904761905	OG0
OG_7961	99	53	60	53	0.841269841269841	OG1
OG_7962	40	37	38	37	0.587301587301587	OG0
OG_7964	94	51	61	51	0.80952380952381	OG1
OG_797	70	56	58	56	0.888888888888889	OG0
OG_7972	42	35	36	35	0.555555555555556	OG0
OG_7974	45	26	36	26	0.412698412698413	OG0
OG_7977	79	53	57	53	0.841269841269841	OG1
OG_7978	214	48	48	48	0.761904761904762	OG0
OG_798	54	48	48	48	0.761904761904762	OG0
OG_7987	75	59	61	59	0.936507936507937	OG1
OG_7997	60	50	52	50	0.793650793650794	OG0
OG_80	48	44	45	44	0.698412698412698	OG0
OG_800	63	50	51	50	0.793650793650794	OG0
OG_8014	83	53	59	53	0.841269841269841	OG3
OG_8020	95	58	59	58	0.920634920634921	OG0
OG_8026	71	50	51	50	0.793650793650794	OG0
OG_803	76	58	60	58	0.920634920634921	OG1
OG_8033	78	47	49	47	0.746031746031746	OG0
OG_804	69	58	58	58	0.920634920634921	OG0
OG_8049	97	60	60	60	0.952380952380952	OG0
OG_805	79	56	56	56	0.888888888888889	OG0
OG_8053	120	55	56	55	0.873015873015873	OG1
OG_8056	75	47	48	47	0.746031746031746	OG1
OG_806	39	30	37	30	0.476190476190476	OG0
OG_8065	97	57	57	57	0.904761904761905	OG0
OG_807	55	47	47	47	0.746031746031746	OG0
OG_8072	154	47	47	47	0.746031746031746	OG0
OG_8078	61	53	54	53	0.841269841269841	OG0
OG_8079	64	48	51	48	0.761904761904762	OG0
OG_8083	69	57	58	57	0.904761904761905	OG0
OG_8084	107	61	61	61	0.968253968253968	OG0
OG_8085	99	61	61	61	0.968253968253968	OG0
OG_8088	100	54	57	54	0.857142857142857	OG1
OG_8089	63	53	53	53	0.841269841269841	OG0
OG_8097	73	59	60	59	0.936507936507937	OG0
OG_8098	61	44	53	44	0.698412698412698	OG1
OG_810	44	41	41	41	0.650793650793651	OG0
OG_8100	67	53	53	53	0.841269841269841	OG0
OG_811	67	58	58	58	0.920634920634921	OG0
OG_8120	75	57	58	57	0.904761904761905	OG0
OG_8121	66	36	56	36	0.571428571428571	OG1
OG_8127	81	40	43	40	0.634920634920635	OG1
OG_8132	80	57	57	57	0.904761904761905	OG0
OG_8136	71	55	56	55	0.873015873015873	OG0
OG_8140	65	43	44	43	0.682539682539683	OG1
OG_8146	92	41	48	41	0.650793650793651	OG1
OG_8147	74	59	60	59	0.936507936507937	OG0
OG_815	48	27	39	27	0.428571428571429	OG2
OG_816	66	25	57	25	0.396825396825397	OG2
OG_8163	71	60	62	60	0.952380952380952	OG0
OG_8178	86	54	57	54	0.857142857142857	OG1
OG_8183	81	49	58	49	0.777777777777778	OG1
OG_8187	104	62	63	62	0.984126984126984	OG0
OG_8189	56	51	52	51	0.80952380952381	OG0
OG_8190	81	52	53	52	0.825396825396825	OG0
OG_8196	85	53	57	53	0.841269841269841	OG0
OG_820	58	44	50	44	0.698412698412698	OG1
OG_8204	56	44	46	44	0.698412698412698	OG0
OG_8208	54	49	51	49	0.777777777777778	OG0
OG_821	64	55	56	55	0.873015873015873	OG0
OG_8215	100	56	56	56	0.888888888888889	OG0
OG_822	86	59	60	59	0.936507936507937	OG2
OG_8239	70	59	60	59	0.936507936507937	OG0
OG_824	64	49	55	49	0.777777777777778	OG0
OG_8248	68	52	53	52	0.825396825396825	OG0
OG_825	104	59	59	59	0.936507936507937	OG1
OG_8250	87	58	58	58	0.920634920634921	OG0
OG_8260	72	56	56	56	0.888888888888889	OG0
OG_8262	91	60	60	60	0.952380952380952	OG0
OG_8266	84	31	57	31	0.492063492063492	OG2
OG_8272	71	50	56	50	0.793650793650794	OG1
OG_828	68	53	59	53	0.841269841269841	OG0
OG_829	66	44	58	44	0.698412698412698	OG2
OG_8293	42	33	38	33	0.523809523809524	OG0
OG_8295	47	33	38	33	0.523809523809524	OG1
OG_8299	77	53	53	53	0.841269841269841	OG0
OG_83	85	57	60	57	0.904761904761905	OG0
OG_830	77	58	58	58	0.920634920634921	OG0
OG_8300	64	41	54	41	0.650793650793651	OG1
OG_8302	71	29	56	29	0.46031746031746	OG0
OG_8305	69	55	55	55	0.873015873015873	OG0
OG_8309	76	61	61	61	0.968253968253968	OG0
OG_831	114	37	62	37	0.587301587301587	OG4
OG_832	73	60	60	60	0.952380952380952	OG0
OG_8324	77	56	56	56	0.888888888888889	OG0
OG_8327	73	58	60	58	0.920634920634921	OG0
OG_8340	98	52	58	52	0.825396825396825	OG0
