orthogroup	genes_input	genes_output	species_input	species_output	occupancy_output	kept_orthogroup
OG_13583	52	41	45	41	0.650793650793651	OG0
OG_13584	82	47	51	47	0.746031746031746	OG0
OG_13586	60	53	54	53	0.841269841269841	OG0
OG_13589	72	50	55	50	0.793650793650794	OG1
OG_13590	40	36	36	36	0.571428571428571	OG1
OG_13591	42	37	38	37	0.587301587301587	OG0
OG_13596	40	35	35	35	0.555555555555556	OG0
OG_13597	53	50	51	50	0.793650793650794	OG0
OG_136	45	38	43	38	0.603174603174603	OG0
OG_1360	47	39	40	39	0.619047619047619	OG0
OG_13600	74	37	48	37	0.587301587301587	OG1
OG_13606	52	45	49	45	0.714285714285714	OG0
OG_1361	69	55	55	55	0.873015873015873	OG0
OG_13621	47	32	34	32	0.507936507936508	OG0
OG_13626	93	48	50	48	0.761904761904762	OG1
OG_13628	103	59	59	59	0.936507936507937	OG1
OG_13629	45	35	38	35	0.555555555555556	OG0
OG_1363	75	53	57	53	0.841269841269841	OG0
OG_13633	38	21	34	21	0.333333333333333	OG1
OG_13634	43	31	40	31	0.492063492063492	OG1
OG_1364	62	53	54	53	0.841269841269841	OG0
OG_13645	59	47	47	47	0.746031746031746	OG0
OG_1365	71	46	58	46	0.73015873015873	OG1
OG_13651	80	58	59	58	0.920634920634921	OG0
OG_13656	59	52	52	52	0.825396825396825	OG0
OG_13658	52	40	40	40	0.634920634920635	OG0
OG_13670	66	55	58	55	0.873015873015873	OG1
OG_13675	75	36	37	36	0.571428571428571	OG0
OG_13676	102	36	41	36	0.571428571428571	OG1
OG_1368	55	48	52	48	0.761904761904762	OG0
OG_13680	142	59	59	59	0.936507936507937	OG0
OG_13681	55	34	37	34	0.53968253968254	OG0
OG_13682	90	47	51	47	0.746031746031746	OG2
OG_13685	73	55	57	55	0.873015873015873	OG0
OG_13689	54	22	34	22	0.349206349206349	OG1
OG_1369	51	31	47	31	0.492063492063492	OG1
OG_13690	80	54	57	54	0.857142857142857	OG0
OG_13691	75	53	54	53	0.841269841269841	OG0
OG_1370	74	55	55	55	0.873015873015873	OG0
OG_13701	73	57	57	57	0.904761904761905	OG2
OG_13705	51	45	47	45	0.714285714285714	OG1
OG_13706	45	36	42	36	0.571428571428571	OG0
OG_13707	176	55	55	55	0.873015873015873	OG0
OG_1372	82	54	58	54	0.857142857142857	OG0
OG_13723	77	31	34	31	0.492063492063492	OG1
OG_13725	81	60	60	60	0.952380952380952	OG0
OG_13726	48	30	36	30	0.476190476190476	OG1
OG_13733	37	30	33	30	0.476190476190476	OG0
OG_13735	52	46	50	46	0.73015873015873	OG0
OG_13736	54	48	52	48	0.761904761904762	OG1
OG_13739	69	47	48	47	0.746031746031746	OG0
OG_1374	61	54	55	54	0.857142857142857	OG0
OG_13742	36	23	33	23	0.365079365079365	OG1
OG_13744	54	44	46	44	0.698412698412698	OG0
OG_13749	82	44	55	44	0.698412698412698	OG0
OG_13750	41	38	38	38	0.603174603174603	OG0
OG_13758	68	41	45	41	0.650793650793651	OG2
OG_13759	242	34	59	34	0.53968253968254	OG5
OG_13762	70	44	56	44	0.698412698412698	OG1
OG_13767	52	40	44	40	0.634920634920635	OG1
OG_13768	48	34	44	34	0.53968253968254	OG1
OG_1377	43	40	42	40	0.634920634920635	OG0
OG_13770	56	46	46	46	0.73015873015873	OG0
OG_13771	48	40	41	40	0.634920634920635	OG0
OG_13772	89	45	54	45	0.714285714285714	OG1
OG_13773	61	38	43	38	0.603174603174603	OG0
OG_13774	35	27	33	27	0.428571428571429	OG0
OG_13779	69	49	56	49	0.777777777777778	OG1
OG_1378	73	55	55	55	0.873015873015873	OG0
OG_13781	58	48	51	48	0.761904761904762	OG0
OG_138	104	62	63	62	0.984126984126984	OG0
OG_13801	95	27	45	27	0.428571428571429	OG0
OG_13802	52	36	38	36	0.571428571428571	OG1
OG_13803	40	33	34	33	0.523809523809524	OG0
OG_13805	56	48	48	48	0.761904761904762	OG0
OG_13807	109	61	63	61	0.968253968253968	OG1
OG_13823	42	34	37	34	0.53968253968254	OG0
OG_13824	107	24	61	24	0.380952380952381	OG2
OG_1383	67	56	57	56	0.888888888888889	OG0
OG_13835	48	28	38	28	0.444444444444444	OG2
OG_13841	79	26	48	26	0.412698412698413	OG2
OG_13842	45	36	38	36	0.571428571428571	OG0
OG_1385	92	58	60	58	0.920634920634921	OG0
OG_1386	71	55	55	55	0.873015873015873	OG0
OG_13864	44	41	41	41	0.650793650793651	OG0
OG_1387	60	45	50	45	0.714285714285714	OG1
OG_1389	77	58	60	58	0.920634920634921	OG0
OG_139	55	48	52	48	0.761904761904762	OG0
OG_1390	54	43	49	43	0.682539682539683	OG0
OG_13907	57	35	37	35	0.555555555555556	OG0
OG_13919	73	45	59	45	0.714285714285714	OG3
OG_1392	77	53	55	53	0.841269841269841	OG2
OG_13922	81	21	36	21	0.333333333333333	OG6
OG_13929	60	47	49	47	0.746031746031746	OG1
OG_13935	65	38	48	38	0.603174603174603	OG1
OG_13936	45	34	37	34	0.53968253968254	OG1
OG_13939	39	34	35	34	0.53968253968254	OG0
OG_1394	71	29	40	29	0.46031746031746	OG0
OG_13956	45	37	41	37	0.587301587301587	OG0
OG_13961	106	51	60	51	0.80952380952381	OG1
OG_13962	119	61	62	61	0.968253968253968	OG0
OG_13968	83	53	60	53	0.841269841269841	OG1
OG_1397	64	53	54	53	0.841269841269841	OG0
OG_1398	58	51	52	51	0.80952380952381	OG0
OG_1399	50	43	44	43	0.682539682539683	OG1
OG_13999	43	34	34	34	0.53968253968254	OG2
OG_14	40	37	38	37	0.587301587301587	OG0
OG_140	90	42	58	42	0.666666666666667	OG1
OG_14000	36	30	31	30	0.476190476190476	OG0
OG_14004	124	31	57	31	0.492063492063492	OG2
OG_1401	63	50	53	50	0.793650793650794	OG1
OG_14011	50	39	39	39	0.619047619047619	OG0
OG_14025	58	48	48	48	0.761904761904762	OG0
OG_1403	83	54	57	54	0.857142857142857	OG0
OG_14030	92	28	52	28	0.444444444444444	OG0
OG_1404	79	56	61	56	0.888888888888889	OG0
OG_1405	61	48	56	48	0.761904761904762	OG0
OG_14054	117	38	51	38	0.603174603174603	OG3
OG_14056	64	58	58	58	0.920634920634921	OG0
OG_14057	42	37	37	37	0.587301587301587	OG0
OG_14063	60	36	41	36	0.571428571428571	OG0
OG_1407	49	20	42	20	0.317460317460317	OG2
OG_14076	40	38	40	38	0.603174603174603	OG0
OG_14084	45	39	40	39	0.619047619047619	OG0
OG_1409	59	54	55	54	0.857142857142857	OG0
OG_14092	64	50	50	50	0.793650793650794	OG0
OG_14094	83	50	54	50	0.793650793650794	OG1
OG_141	66	49	50	49	0.777777777777778	OG0
OG_1410	78	57	58	57	0.904761904761905	OG0
OG_1412	67	53	55	53	0.841269841269841	OG1
OG_1414	51	32	38	32	0.507936507936508	OG0
OG_1415	73	56	60	56	0.888888888888889	OG0
OG_14151	47	26	32	26	0.412698412698413	OG0
OG_14152	77	58	58	58	0.920634920634921	OG0
OG_1417	69	56	58	56	0.888888888888889	OG0
OG_14174	47	37	38	37	0.587301587301587	OG0
OG_1418	61	52	55	52	0.825396825396825	OG0
OG_1419	75	57	59	57	0.904761904761905	OG0
OG_14199	50	43	44	43	0.682539682539683	OG0
OG_1420	94	50	58	50	0.793650793650794	OG1
OG_14208	69	54	55	54	0.857142857142857	OG0
OG_1421	93	53	63	53	0.841269841269841	OG1
OG_14214	68	50	54	50	0.793650793650794	OG0
OG_1422	53	25	42	25	0.396825396825397	OG1
OG_14222	56	44	45	44	0.698412698412698	OG0
OG_14223	52	46	46	46	0.73015873015873	OG0
OG_14228	43	31	34	31	0.492063492063492	OG0
OG_14229	41	31	35	31	0.492063492063492	OG0
OG_1423	73	50	56	50	0.793650793650794	OG0
OG_14232	42	24	37	24	0.380952380952381	OG1
OG_14238	51	23	33	23	0.365079365079365	OG1
OG_1425	60	52	54	52	0.825396825396825	OG0
OG_14274	48	37	38	37	0.587301587301587	OG0
OG_14284	119	42	57	42	0.666666666666667	OG2
OG_14290	45	39	43	39	0.619047619047619	OG0
OG_14291	65	44	48	44	0.698412698412698	OG1
OG_14293	45	36	40	36	0.571428571428571	OG1
OG_14298	72	29	47	29	0.46031746031746	OG1
OG_1431	46	30	38	30	0.476190476190476	OG0
OG_1433	106	43	58	43	0.682539682539683	OG1
OG_1435	57	51	52	51	0.80952380952381	OG0
OG_1436	73	55	60	55	0.873015873015873	OG1
OG_1437	59	50	50	50	0.793650793650794	OG0
OG_14379	112	31	43	31	0.492063492063492	OG3
OG_1438	65	51	57	51	0.80952380952381	OG1
OG_14388	44	29	34	29	0.46031746031746	OG1
OG_1440	54	31	37	31	0.492063492063492	OG1
OG_1441	75	53	58	53	0.841269841269841	OG1
OG_14437	40	34	35	34	0.53968253968254	OG0
OG_14438	55	45	46	45	0.714285714285714	OG1
OG_1444	69	44	55	44	0.698412698412698	OG1
OG_1445	86	48	59	48	0.761904761904762	OG1
OG_1446	56	26	46	26	0.412698412698413	OG1
OG_1447	58	28	46	28	0.444444444444444	OG1
OG_1448	64	52	55	52	0.825396825396825	OG0
OG_14485	84	31	32	31	0.492063492063492	OG2
OG_14491	35	25	32	25	0.396825396825397	OG0
OG_14499	51	31	36	31	0.492063492063492	OG0
OG_1452	52	47	48	47	0.746031746031746	OG0
OG_1454	65	57	58	57	0.904761904761905	OG0
OG_1456	61	42	45	42	0.666666666666667	OG0
OG_1457	73	56	56	56	0.888888888888889	OG0
OG_1459	75	55	55	55	0.873015873015873	OG0
OG_146	55	50	50	50	0.793650793650794	OG0
OG_1460	39	32	38	32	0.507936507936508	OG0
OG_14603	54	35	36	35	0.555555555555556	OG0
OG_1462	77	52	60	52	0.825396825396825	OG1
OG_1463	43	36	40	36	0.571428571428571	OG0
OG_1464	48	15	40	15	0.238095238095238	OG3
OG_1466	62	56	57	56	0.888888888888889	OG0
OG_1467	46	39	40	39	0.619047619047619	OG0
OG_1469	40	36	36	36	0.571428571428571	OG0
OG_14700	40	29	38	29	0.46031746031746	OG0
OG_14704	38	35	36	35	0.555555555555556	OG1
OG_14705	35	33	34	33	0.523809523809524	OG0
OG_1471	106	58	60	58	0.920634920634921	OG1
OG_1477	70	58	58	58	0.920634920634921	OG0
OG_1478	77	35	58	35	0.555555555555556	OG3
OG_1479	57	34	52	34	0.53968253968254	OG1
OG_1481	65	57	57	57	0.904761904761905	OG0
OG_1482	71	46	63	46	0.73015873015873	OG1
OG_1484	62	44	47	44	0.698412698412698	OG0
OG_1485	50	48	49	48	0.761904761904762	OG0
OG_1488	158	57	62	57	0.904761904761905	OG1
OG_149	68	54	57	54	0.857142857142857	OG0
OG_1491	75	59	60	59	0.936507936507937	OG0
OG_1492	63	45	45	45	0.714285714285714	OG0
OG_1493	68	59	60	59	0.936507936507937	OG0
OG_1494	57	35	49	35	0.555555555555556	OG3
OG_1495	39	34	36	34	0.53968253968254	OG0
OG_1496	84	58	63	58	0.920634920634921	OG1
OG_1498	60	53	54	53	0.841269841269841	OG0
OG_15	71	56	58	56	0.888888888888889	OG1
OG_150	61	46	49	46	0.73015873015873	OG0
OG_1500	47	40	41	40	0.634920634920635	OG0
OG_1501	101	58	60	58	0.920634920634921	OG0
OG_15013	57	29	38	29	0.46031746031746	OG1
OG_1502	62	55	57	55	0.873015873015873	OG0
OG_1503	81	57	57	57	0.904761904761905	OG0
OG_1505	71	41	45	41	0.650793650793651	OG1
OG_1508	55	45	51	45	0.714285714285714	OG0
OG_1509	71	36	57	36	0.571428571428571	OG1
OG_151	64	55	56	55	0.873015873015873	OG0
OG_1512	148	33	59	33	0.523809523809524	OG2
OG_1513	60	49	49	49	0.777777777777778	OG0
OG_1514	68	52	52	52	0.825396825396825	OG0
OG_1515	46	28	44	28	0.444444444444444	OG0
OG_1517	55	49	50	49	0.777777777777778	OG0
OG_1518	57	50	52	50	0.793650793650794	OG0
OG_1519	50	38	43	38	0.603174603174603	OG1
OG_1521	103	38	61	38	0.603174603174603	OG0
OG_15212	42	20	33	20	0.317460317460317	OG3
OG_1522	101	60	60	60	0.952380952380952	OG0
OG_1523	88	55	61	55	0.873015873015873	OG1
OG_1525	85	59	60	59	0.936507936507937	OG0
OG_1526	76	54	54	54	0.857142857142857	OG0
OG_1527	69	54	55	54	0.857142857142857	OG0
OG_1528	66	57	57	57	0.904761904761905	OG0
OG_1529	44	41	44	41	0.650793650793651	OG0
OG_1531	72	53	53	53	0.841269841269841	OG0
OG_1532	71	45	58	45	0.714285714285714	OG4
OG_1535	89	48	59	48	0.761904761904762	OG0
OG_1536	80	51	53	51	0.80952380952381	OG0
OG_1537	62	41	51	41	0.650793650793651	OG1
OG_1538	37	34	34	34	0.53968253968254	OG0
OG_154	46	39	44	39	0.619047619047619	OG0
OG_15407	50	32	38	32	0.507936507936508	OG1
OG_1541	67	55	56	55	0.873015873015873	OG0
OG_1542	66	56	58	56	0.888888888888889	OG0
OG_15422	42	38	39	38	0.603174603174603	OG0
OG_1543	66	51	60	51	0.80952380952381	OG1
OG_1545	69	52	52	52	0.825396825396825	OG0
OG_1547	71	54	58	54	0.857142857142857	OG0
OG_1549	61	53	55	53	0.841269841269841	OG0
OG_155	79	33	58	33	0.523809523809524	OG0
OG_1551	52	49	50	49	0.777777777777778	OG0
OG_1552	68	41	59	41	0.650793650793651	OG1
OG_1554	73	60	60	60	0.952380952380952	OG0
OG_1555	72	53	56	53	0.841269841269841	OG0
OG_1557	64	50	54	50	0.793650793650794	OG1
OG_1560	48	39	44	39	0.619047619047619	OG0
OG_1561	62	54	55	54	0.857142857142857	OG0
OG_1562	50	46	49	46	0.73015873015873	OG0
OG_1563	36	33	33	33	0.523809523809524	OG0
OG_1564	86	54	58	54	0.857142857142857	OG1
OG_1567	72	46	57	46	0.73015873015873	OG1
OG_1568	44	41	42	41	0.650793650793651	OG0
OG_1570	100	63	63	63	1	OG0
OG_1571	79	54	55	54	0.857142857142857	OG0
OG_1572	111	43	51	43	0.682539682539683	OG2
OG_1573	114	25	60	25	0.396825396825397	OG1
OG_1578	62	48	49	48	0.761904761904762	OG0
OG_1579	76	61	61	61	0.968253968253968	OG0
OG_1580	44	39	39	39	0.619047619047619	OG0
OG_1583	63	57	57	57	0.904761904761905	OG0
OG_1585	72	43	50	43	0.682539682539683	OG1
OG_1586	98	46	59	46	0.73015873015873	OG2
OG_159	50	32	43	32	0.507936507936508	OG1
OG_1591	68	58	58	58	0.920634920634921	OG0
OG_1592	58	48	52	48	0.761904761904762	OG0
OG_1594	65	60	61	60	0.952380952380952	OG0
OG_1597	62	55	55	55	0.873015873015873	OG0
OG_1598	53	45	48	45	0.714285714285714	OG0
OG_1599	59	50	51	50	0.793650793650794	OG0
OG_16	79	51	59	51	0.80952380952381	OG1
OG_160	80	52	62	52	0.825396825396825	OG1
OG_1600	33	29	32	29	0.46031746031746	OG0
OG_1601	78	61	61	61	0.968253968253968	OG0
OG_1602	73	48	60	48	0.761904761904762	OG2
OG_1605	52	39	43	39	0.619047619047619	OG1
OG_1606	62	47	54	47	0.746031746031746	OG0
OG_1607	74	60	60	60	0.952380952380952	OG0
OG_1609	84	49	59	49	0.777777777777778	OG0
OG_1610	50	43	48	43	0.682539682539683	OG0
OG_1611	94	47	63	47	0.746031746031746	OG1
OG_1612	64	42	55	42	0.666666666666667	OG1
OG_1613	54	46	47	46	0.73015873015873	OG0
OG_1615	64	37	55	37	0.587301587301587	OG1
OG_1616	80	53	58	53	0.841269841269841	OG0
OG_1617	70	30	58	30	0.476190476190476	OG1
OG_1618	41	31	37	31	0.492063492063492	OG0
OG_1619	57	55	55	55	0.873015873015873	OG0
OG_1620	86	43	63	43	0.682539682539683	OG1
OG_1622	71	57	57	57	0.904761904761905	OG0
OG_1625	80	58	59	58	0.920634920634921	OG0
OG_1628	72	45	57	45	0.714285714285714	OG1
OG_1629	59	52	53	52	0.825396825396825	OG0
OG_163	72	38	56	38	0.603174603174603	OG1
OG_1630	92	60	60	60	0.952380952380952	OG3
OG_1633	67	59	61	59	0.936507936507937	OG0
OG_1634	55	34	46	34	0.53968253968254	OG1
OG_1635	36	32	36	32	0.507936507936508	OG0
OG_1636	75	33	60	33	0.523809523809524	OG0
OG_1639	55	53	53	53	0.841269841269841	OG0
OG_1640	93	59	61	59	0.936507936507937	OG1
OG_1641	76	52	52	52	0.825396825396825	OG1
OG_1642	78	58	59	58	0.920634920634921	OG0
OG_1643	76	57	58	57	0.904761904761905	OG0
OG_1644	56	47	47	47	0.746031746031746	OG0
OG_1645	78	49	57	49	0.777777777777778	OG1
OG_1646	105	54	63	54	0.857142857142857	OG2
OG_1649	73	60	60	60	0.952380952380952	OG0
OG_165	84	60	60	60	0.952380952380952	OG0
OG_1651	52	33	38	33	0.523809523809524	OG1
OG_1652	61	44	45	44	0.698412698412698	OG0
OG_1653	79	55	57	55	0.873015873015873	OG0
OG_1655	77	61	62	61	0.968253968253968	OG0
OG_1656	60	45	51	45	0.714285714285714	OG0
OG_1657	75	47	59	47	0.746031746031746	OG1
OG_1658	58	54	56	54	0.857142857142857	OG0
OG_166	114	62	62	62	0.984126984126984	OG0
OG_1661	70	54	56	54	0.857142857142857	OG1
OG_1662	45	39	41	39	0.619047619047619	OG0
OG_1663	106	55	58	55	0.873015873015873	OG0
OG_1664	99	46	59	46	0.73015873015873	OG3
OG_1665	74	59	60	59	0.936507936507937	OG0
OG_1666	65	51	52	51	0.80952380952381	OG0
OG_1667	60	53	55	53	0.841269841269841	OG0
OG_1669	49	35	46	35	0.555555555555556	OG1
OG_167	68	52	54	52	0.825396825396825	OG0
OG_1670	65	43	47	43	0.682539682539683	OG0
OG_1671	71	59	60	59	0.936507936507937	OG1
OG_1672	59	47	49	47	0.746031746031746	OG1
OG_1673	37	34	35	34	0.53968253968254	OG0
OG_1674	83	35	53	35	0.555555555555556	OG1
OG_1675	54	41	46	41	0.650793650793651	OG0
OG_1676	67	59	59	59	0.936507936507937	OG0
OG_1677	57	54	54	54	0.857142857142857	OG0
OG_1678	50	43	44	43	0.682539682539683	OG0
OG_1680	39	32	34	32	0.507936507936508	OG0
OG_1681	71	54	56	54	0.857142857142857	OG0
OG_1682	88	56	58	56	0.888888888888889	OG1
OG_1685	52	42	44	42	0.666666666666667	OG0
OG_1686	55	43	47	43	0.682539682539683	OG0
OG_1688	84	35	62	35	0.555555555555556	OG1
OG_1689	73	42	59	42	0.666666666666667	OG2
OG_1692	51	46	46	46	0.73015873015873	OG0
OG_1693	84	57	60	57	0.904761904761905	OG0
OG_1694	54	50	50	50	0.793650793650794	OG0
OG_1696	79	58	61	58	0.920634920634921	OG1
OG_1697	49	43	46	43	0.682539682539683	OG0
OG_1698	73	16	49	16	0.253968253968254	OG5
OG_1700	63	56	57	56	0.888888888888889	OG0
OG_1701	77	45	59	45	0.714285714285714	OG1
OG_1702	74	57	57	57	0.904761904761905	OG0
OG_1704	76	57	58	57	0.904761904761905	OG0
OG_1708	68	54	55	54	0.857142857142857	OG0
OG_1709	65	57	57	57	0.904761904761905	OG0
OG_171	81	61	61	61	0.968253968253968	OG0
OG_1713	98	59	60	59	0.936507936507937	OG0
OG_1715	54	45	45	45	0.714285714285714	OG0
OG_1717	58	46	48	46	0.73015873015873	OG0
OG_1718	86	58	58	58	0.920634920634921	OG0
OG_1719	74	31	59	31	0.492063492063492	OG1
OG_1721	42	39	40	39	0.619047619047619	OG0
OG_1722	74	24	35	24	0.380952380952381	OG7
OG_1725	68	55	56	55	0.873015873015873	OG0
OG_1726	78	61	62	61	0.968253968253968	OG0
OG_1728	71	55	55	55	0.873015873015873	OG0
OG_173	57	40	45	40	0.634920634920635	OG1
OG_1731	74	54	55	54	0.857142857142857	OG0
OG_1734	37	32	36	32	0.507936507936508	OG0
OG_1736	63	25	51	25	0.396825396825397	OG2
OG_1737	75	52	54	52	0.825396825396825	OG0
OG_1740	112	45	56	45	0.714285714285714	OG3
OG_1741	58	53	54	53	0.841269841269841	OG0
OG_1746	101	23	60	23	0.365079365079365	OG3
OG_1750	88	60	61	60	0.952380952380952	OG0
OG_1752	63	52	54	52	0.825396825396825	OG0
OG_1754	49	39	44	39	0.619047619047619	OG1
OG_1757	57	46	47	46	0.73015873015873	OG0
OG_1758	114	59	60	59	0.936507936507937	OG1
OG_1760	62	46	54	46	0.73015873015873	OG2
OG_1761	89	51	53	51	0.80952380952381	OG0
OG_1762	59	51	51	51	0.80952380952381	OG0
OG_17629	51	50	51	50	0.793650793650794	OG0
OG_1763	54	52	52	52	0.825396825396825	OG0
OG_17631	43	40	42	40	0.634920634920635	OG0
OG_17632	58	52	54	52	0.825396825396825	OG1
OG_17634	33	25	33	25	0.396825396825397	OG0
OG_17635	43	39	43	39	0.619047619047619	OG0
OG_17637	40	38	38	38	0.603174603174603	OG0
OG_17639	42	40	42	40	0.634920634920635	OG0
OG_1764	56	47	52	47	0.746031746031746	OG0
OG_17642	37	31	36	31	0.492063492063492	OG0
OG_17646	34	32	33	32	0.507936507936508	OG0
OG_17647	39	34	37	34	0.53968253968254	OG0
OG_1765	70	46	57	46	0.73015873015873	OG1
OG_17650	53	51	52	51	0.80952380952381	OG0
OG_17652	41	37	39	37	0.587301587301587	OG0
OG_17657	38	28	36	28	0.444444444444444	OG1
OG_1766	55	48	50	48	0.761904761904762	OG0
OG_17667	41	37	39	37	0.587301587301587	OG0
OG_1767	97	61	63	61	0.968253968253968	OG0
OG_17670	33	30	32	30	0.476190476190476	OG0
OG_1769	70	45	54	45	0.714285714285714	OG1
OG_17692	68	52	53	52	0.825396825396825	OG0
OG_17693	50	44	46	44	0.698412698412698	OG0
OG_17699	73	57	59	57	0.904761904761905	OG0
OG_17706	37	30	35	30	0.476190476190476	OG0
OG_1773	66	58	59	58	0.920634920634921	OG0
OG_17738	77	57	57	57	0.904761904761905	OG0
OG_1774	81	60	60	60	0.952380952380952	OG0
OG_1775	82	57	60	57	0.904761904761905	OG0
OG_17751	46	39	39	39	0.619047619047619	OG0
OG_1776	54	22	48	22	0.349206349206349	OG1
OG_17760	40	38	38	38	0.603174603174603	OG0
OG_1777	144	52	52	52	0.825396825396825	OG0
OG_17772	34	32	34	32	0.507936507936508	OG0
OG_1778	123	42	61	42	0.666666666666667	OG5
OG_17780	78	48	54	48	0.761904761904762	OG1
OG_1779	72	53	59	53	0.841269841269841	OG1
OG_178	70	42	54	42	0.666666666666667	OG1
OG_1780	49	42	44	42	0.666666666666667	OG0
OG_1781	64	54	54	54	0.857142857142857	OG0
OG_1782	64	56	60	56	0.888888888888889	OG0
OG_17821	39	33	37	33	0.523809523809524	OG0
OG_1783	82	48	61	48	0.761904761904762	OG1
OG_1784	67	45	45	45	0.714285714285714	OG0
OG_1785	61	54	55	54	0.857142857142857	OG0
OG_1787	84	35	61	35	0.555555555555556	OG0
OG_1788	77	57	58	57	0.904761904761905	OG1
OG_1789	75	59	59	59	0.936507936507937	OG0
OG_179	59	37	51	37	0.587301587301587	OG1
OG_1790	63	54	54	54	0.857142857142857	OG0
OG_17908	67	54	54	54	0.857142857142857	OG0
OG_1791	67	53	57	53	0.841269841269841	OG2
OG_1792	62	50	55	50	0.793650793650794	OG0
OG_1793	79	53	58	53	0.841269841269841	OG0
OG_1795	54	50	52	50	0.793650793650794	OG0
OG_1796	72	32	59	32	0.507936507936508	OG3
OG_1797	60	47	48	47	0.746031746031746	OG0
OG_17971	66	55	55	55	0.873015873015873	OG0
OG_1798	60	52	56	52	0.825396825396825	OG0
OG_1799	39	31	32	31	0.492063492063492	OG0
OG_18	44	32	37	32	0.507936507936508	OG1
OG_180	75	58	59	58	0.920634920634921	OG0
OG_1800	64	56	57	56	0.888888888888889	OG0
OG_1801	64	59	59	59	0.936507936507937	OG0
OG_1802	75	58	58	58	0.920634920634921	OG0
OG_1803	57	46	51	46	0.73015873015873	OG0
OG_1804	87	21	56	21	0.333333333333333	OG4
OG_1805	74	57	60	57	0.904761904761905	OG1
OG_1806	67	56	57	56	0.888888888888889	OG0
OG_1807	73	48	56	48	0.761904761904762	OG0
OG_1808	67	27	57	27	0.428571428571429	OG1
OG_18089	68	45	45	45	0.714285714285714	OG0
OG_1809	53	26	46	26	0.412698412698413	OG1
OG_18091	70	58	58	58	0.920634920634921	OG0
OG_181	41	39	41	39	0.619047619047619	OG0
OG_1813	42	36	42	36	0.571428571428571	OG0
OG_18137	125	58	58	58	0.920634920634921	OG0
OG_18144	72	55	56	55	0.873015873015873	OG0
OG_18147	92	60	61	60	0.952380952380952	OG1
OG_1815	73	55	56	55	0.873015873015873	OG0
OG_18151	67	36	55	36	0.571428571428571	OG1
OG_1817	60	54	54	54	0.857142857142857	OG0
OG_18176	57	48	48	48	0.761904761904762	OG0
OG_18179	42	36	37	36	0.571428571428571	OG0
OG_1818	65	58	58	58	0.920634920634921	OG0
OG_18183	50	39	44	39	0.619047619047619	OG0
OG_18184	66	55	55	55	0.873015873015873	OG0
OG_1819	208	62	62	62	0.984126984126984	OG0
OG_18191	45	39	42	39	0.619047619047619	OG0
OG_18192	71	45	46	45	0.714285714285714	OG0
OG_18193	48	42	43	42	0.666666666666667	OG0
OG_18196	57	55	56	55	0.873015873015873	OG0
OG_18197	62	47	53	47	0.746031746031746	OG0
OG_18198	93	63	63	63	1	OG0
OG_182	52	32	37	32	0.507936507936508	OG0
OG_1820	63	58	58	58	0.920634920634921	OG0
OG_18200	34	30	32	30	0.476190476190476	OG0
OG_18201	33	27	33	27	0.428571428571429	OG0
OG_18202	65	54	54	54	0.857142857142857	OG0
OG_18203	61	54	54	54	0.857142857142857	OG0
OG_18204	47	47	47	47	0.746031746031746	OG0
OG_18206	52	52	52	52	0.825396825396825	OG0
OG_1821	75	36	61	36	0.571428571428571	OG1
OG_18216	43	32	38	32	0.507936507936508	OG0
OG_18217	53	50	50	50	0.793650793650794	OG0
OG_1822	75	52	53	52	0.825396825396825	OG0
OG_1824	50	40	41	40	0.634920634920635	OG0
OG_1825	64	54	55	54	0.857142857142857	OG0
OG_1826	65	55	56	55	0.873015873015873	OG0
OG_1828	99	52	56	52	0.825396825396825	OG1
OG_18286	42	39	41	39	0.619047619047619	OG0
OG_1829	56	51	52	51	0.80952380952381	OG0
OG_1830	38	33	38	33	0.523809523809524	OG0
OG_1833	59	35	50	35	0.555555555555556	OG1
OG_1834	62	20	35	20	0.317460317460317	OG1
OG_1835	43	24	33	24	0.380952380952381	OG1
OG_1837	64	56	58	56	0.888888888888889	OG0
OG_1839	65	50	53	50	0.793650793650794	OG0
OG_1844	89	59	62	59	0.936507936507937	OG1
OG_1846	53	43	47	43	0.682539682539683	OG0
OG_1847	67	58	59	58	0.920634920634921	OG0
OG_1848	94	47	53	47	0.746031746031746	OG1
OG_18502	45	35	38	35	0.555555555555556	OG1
OG_1851	73	52	53	52	0.825396825396825	OG0
OG_18510	48	40	40	40	0.634920634920635	OG0
OG_1852	51	44	48	44	0.698412698412698	OG0
OG_1853	44	39	41	39	0.619047619047619	OG0
OG_1854	59	56	56	56	0.888888888888889	OG0
OG_18543	65	47	49	47	0.746031746031746	OG0
OG_18547	46	41	41	41	0.650793650793651	OG0
OG_1856	82	32	59	32	0.507936507936508	OG1
OG_1857	87	53	62	53	0.841269841269841	OG1
OG_1858	91	54	60	54	0.857142857142857	OG0
OG_1860	80	50	50	50	0.793650793650794	OG0
OG_1862	68	58	58	58	0.920634920634921	OG0
OG_1863	93	62	62	62	0.984126984126984	OG1
OG_1864	64	53	56	53	0.841269841269841	OG0
OG_1865	45	41	42	41	0.650793650793651	OG0
OG_1867	57	50	53	50	0.793650793650794	OG1
OG_1868	66	52	59	52	0.825396825396825	OG1
OG_1873	60	55	55	55	0.873015873015873	OG0
OG_1875	71	57	60	57	0.904761904761905	OG0
OG_1877	68	57	58	57	0.904761904761905	OG0
