metacell	num_cells	umis_tot	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
212	68	29346	431.558823529412	338.25	405	535	1.11950117389327	0.183476494971046	0.307319057597284	0.553618596205204	1.31294038086693
213	84	75602	900.02380952381	503	725	1061.75	0.499445310914958	0.0972363797658445	0.137004377390855	0.309810261873646	0.971529621383859
214	114	88071	772.552631578947	525.25	739.5	917	0.711457125595161	0.101643028049625	0.157318409558131	0.352956767006828	1.19624703018328
215	42	37213	886.02380952381	601.25	772.5	1062.75	1.15405489047879	0.127217505266936	0.248304443133018	0.425798669531474	1.1469537029206
216	87	70949	815.505747126437	449.5	746	1008.5	0.506943632264773	0.134272269795704	0.200044387330782	0.379251135702735	1.05912381541566
217	51	33966	666	493	631	771.5	0.795659663831047	0.160330956928123	0.269588529582248	0.498058157354926	1.18633221592412
218	65	74991	1153.70769230769	820	1045	1505	0.934016643999372	0.0903894768465373	0.142606259199262	0.358143385860372	1.20597540828808
219	107	606383	5667.13084112149	3814	5774	7400.5	1.45578289944834	0.0164506100534804	0.0328208619948329	0.0780156147562819	0.471793214981014
220	49	196405	4008.26530612245	2198	3725	5292	1.66647462071929	0.0503867996071731	0.0541834945754645	0.183170853255961	0.768908428233561
221	21	40714	1938.7619047619	1108	1865	2388	0.386406283805137	0.131818382074691	0.230312136278592	0.365093547331017	0.723429449124372
222	104	117998	1134.59615384615	900	1075	1318.25	0.739232301844306	0.0814296533610202	0.113620428889124	0.23634008140613	0.802935398570602
223	80	95711	1196.3875	1020	1230	1353	0.911252775842659	0.0815122722586767	0.122028022957974	0.265797870557581	0.926003271952115
224	114	123966	1087.42105263158	672.5	951	1496.75	0.709678050480824	0.0787254488015203	0.125936066179051	0.233969262079151	0.719188354069494
225	119	265638	2232.25210084034	1380	1956	2868.5	0.318721054560548	0.0372694985469868	0.0774539070255981	0.173741800811795	0.513225247208001
226	56	121457	2168.875	1275.75	1865	2996.25	0.32401243711381	0.0805539784508699	0.126108383330589	0.231956404154983	0.577135836986139
227	86	46286	538.209302325581	365.75	513	697	0.693209269805033	0.13252170469105	0.20208317757025	0.380655417885006	1.00917244857307
228	103	135975	1320.14563106796	938	1252	1568	0.515614159438258	0.0719657913505638	0.140963589154922	0.28362432923305	0.822180583857086
229	74	98973	1337.47297297297	924	1237	1497.5	0.57283303959446	0.098100141001628	0.16112503449761	0.311556775052991	0.867630067201167
230	42	74475	1773.21428571429	1236.75	1801	2321.5	0.601223713485524	0.104819913313883	0.156611161622318	0.330781940643345	0.894049822857239
231	67	76237	1137.86567164179	732.5	1070	1444.5	0.501524807147425	0.116371018289939	0.17058740587893	0.332526542358517	0.886781456666087
232	99	52241	527.686868686869	370	482	647	0.675395739815129	0.124311715289603	0.214280254201744	0.437160599417212	1.28846570564444
233	75	54787	730.493333333333	539	683	879.5	0.64859924917312	0.123607708102094	0.215510866581204	0.469740995849728	1.40031438331037
234	83	45623	549.674698795181	407.5	533	650.5	0.620215905812331	0.139982380911317	0.237908300603167	0.504493614033768	1.28654293628801
235	85	68544	806.4	498	667	891	0.463589056455615	0.121547512255933	0.195195409959373	0.386385580463739	1.03986214770353
236	57	23578	413.649122807018	351	411	471	0.773211269105704	0.23220010572111	0.373815474700742	0.673709430145638	1.36736932267267
237	41	17660	430.731707317073	349	424	473	0.882883521049361	0.297695745920384	0.481125434654759	0.720066648498868	1.57512735454734
238	60	22841	380.683333333333	217.75	347	493.25	0.622888211239852	0.213811205126322	0.372246143676347	0.529385291116698	0.945876210871862
239	84	14034	167.071428571429	110	139.5	208.75	0.636111152878471	0.359006138053367	0.527172295794301	0.69810281168785	1.20701481491583
240	41	44947	1096.26829268293	548	778	1367	0.375814622260793	0.136879632131636	0.208548835531834	0.360533041428386	0.795095771289591
241	105	20521	195.438095238095	120	151	247	0.601633872302677	0.24003482523336	0.421039498520747	0.55615260683401	1.03340278561756
242	118	121282	1027.81355932203	627.25	970	1322.75	0.327649891534841	0.0790347763884758	0.106142335483194	0.199156138116612	0.470184223833603
243	39	38245	980.641025641026	469.5	779	1168.5	0.427731723331972	0.132767940717888	0.242277869561845	0.365536460977934	0.722151298271023
244	86	156186	1816.11627906977	1029.5	1656.5	2487.75	0.618739857267713	0.0628938796162644	0.0728854360567365	0.151372251499985	0.57567711676102
245	97	84468	870.80412371134	531	768	1183	0.570200104157523	0.0839826308558607	0.12238142126094	0.247308336780231	0.636110704668214
246	70	129895	1855.64285714286	954.25	1594	2437	0.492363902189564	0.0753644771612294	0.107023011310868	0.199168723102525	0.574970028887351
247	119	73408	616.873949579832	435	609	734	0.785399791686142	0.0845723761770873	0.130534848677244	0.250903546042802	0.630660876010958
248	85	88805	1044.76470588235	661	950	1296	0.537884547203349	0.0780215586221654	0.112529637209404	0.223249524116404	0.547906460311989
249	49	46726	953.591836734694	687	900	1121	0.428902475376433	0.125924798398355	0.200877333606297	0.365118884087425	0.758096747337434
250	71	110642	1558.33802816901	976	1337	1851.5	0.280790335843334	0.0880799060044285	0.128093335161443	0.231554094818438	0.517181947910371
251	84	56647	674.369047619048	481.5	629	879	0.468601947431251	0.113576858022412	0.167189370452513	0.318178777404673	0.71050450453152
252	56	34769	620.875	378.5	575	696	0.459674112103449	0.145383091569406	0.263751617078769	0.395740109673492	0.772318011846053
