metacell	cell_type	broad_cell_type	color
1699	unannotated	unannotated	#9F087A
1700	unannotated	unannotated	#9F087A
1701	unannotated	unannotated	#9F087A
1702	unannotated	unannotated	#9F087A
1703	unannotated	unannotated	#9F087A
1704	unannotated	unannotated	#9F087A
1705	unannotated	unannotated	#9F087A
1706	unannotated	unannotated	#9F087A
1707	unannotated	unannotated	#9F087A
1708	unannotated	unannotated	#9F087A
1709	unannotated	unannotated	#9F087A
1710	unannotated	unannotated	#9F087A
1711	unannotated	unannotated	#9F087A
1712	unannotated	unannotated	#9F087A
1713	unannotated	unannotated	#9F087A
1714	unannotated	unannotated	#9F087A
1715	unannotated	unannotated	#9F087A
1716	unannotated	unannotated	#9F087A
1717	unannotated	unannotated	#9F087A
1718	unannotated	unannotated	#9F087A
1719	unannotated	unannotated	#9F087A
1720	unannotated	unannotated	#9F087A
1721	unannotated	unannotated	#9F087A
1722	unannotated	unannotated	#9F087A
1723	unannotated	unannotated	#9F087A
1724	unannotated	unannotated	#9F087A
1725	unannotated	unannotated	#9F087A
1726	unannotated	unannotated	#9F087A
1727	unannotated	unannotated	#9F087A
1728	unannotated	unannotated	#9F087A
1729	unannotated	unannotated	#9F087A
1730	unannotated	unannotated	#9F087A
1731	unannotated	unannotated	#9F087A
1732	unannotated	unannotated	#9F087A
1733	unannotated	unannotated	#9F087A
1734	unannotated	unannotated	#9F087A
1735	unannotated	unannotated	#9F087A
1736	unannotated	unannotated	#9F087A
1737	unannotated	unannotated	#9F087A
1738	unannotated	unannotated	#9F087A
1739	unannotated	unannotated	#9F087A
1740	unannotated	unannotated	#9F087A
1741	unannotated	unannotated	#9F087A
1742	unannotated	unannotated	#9F087A
1743	unannotated	unannotated	#9F087A
1744	unannotated	unannotated	#9F087A
1745	unannotated	unannotated	#9F087A
1746	unannotated	unannotated	#9F087A
1747	unannotated	unannotated	#9F087A
1748	unannotated	unannotated	#9F087A
1749	unannotated	unannotated	#9F087A
1750	unannotated	unannotated	#9F087A
1751	unannotated	unannotated	#9F087A
1752	unannotated	unannotated	#9F087A
1753	unannotated	unannotated	#9F087A
1754	unannotated	unannotated	#9F087A
1755	unannotated	unannotated	#9F087A
1756	unannotated	unannotated	#9F087A
1757	unannotated	unannotated	#9F087A
1758	unannotated	unannotated	#9F087A
1759	unannotated	unannotated	#9F087A
1760	unannotated	unannotated	#9F087A
1761	unannotated	unannotated	#9F087A
1762	unannotated	unannotated	#9F087A
1763	unannotated	unannotated	#9F087A
1764	unannotated	unannotated	#9F087A
1765	unannotated	unannotated	#9F087A
1766	unannotated	unannotated	#9F087A
1767	unannotated	unannotated	#9F087A
1768	unannotated	unannotated	#9F087A
1769	unannotated	unannotated	#9F087A
1770	unannotated	unannotated	#9F087A
1771	unannotated	unannotated	#9F087A
1772	unannotated	unannotated	#9F087A
1773	unannotated	unannotated	#9F087A
1774	unannotated	unannotated	#9F087A
1775	unannotated	unannotated	#9F087A
1776	unannotated	unannotated	#9F087A
1777	unannotated	unannotated	#9F087A
1778	unannotated	unannotated	#9F087A
1779	unannotated	unannotated	#9F087A
1780	unannotated	unannotated	#9F087A
1781	unannotated	unannotated	#9F087A
1782	unannotated	unannotated	#9F087A
1783	unannotated	unannotated	#9F087A
1784	unannotated	unannotated	#9F087A
1785	unannotated	unannotated	#9F087A
1786	unannotated	unannotated	#9F087A
1787	unannotated	unannotated	#9F087A
1788	unannotated	unannotated	#9F087A
1789	unannotated	unannotated	#9F087A
1790	unannotated	unannotated	#9F087A
1791	unannotated	unannotated	#9F087A
1792	unannotated	unannotated	#9F087A
1793	unannotated	unannotated	#9F087A
1794	unannotated	unannotated	#9F087A
1795	unannotated	unannotated	#9F087A
1796	unannotated	unannotated	#9F087A
1797	unannotated	unannotated	#9F087A
1798	unannotated	unannotated	#9F087A
1799	unannotated	unannotated	#9F087A
1800	unannotated	unannotated	#9F087A
1801	unannotated	unannotated	#9F087A
1802	unannotated	unannotated	#9F087A
1803	unannotated	unannotated	#9F087A
1804	unannotated	unannotated	#9F087A
1805	unannotated	unannotated	#9F087A
1806	unannotated	unannotated	#9F087A
1807	unannotated	unannotated	#9F087A
1808	unannotated	unannotated	#9F087A
1809	unannotated	unannotated	#9F087A
1810	unannotated	unannotated	#9F087A
1811	unannotated	unannotated	#9F087A
1812	unannotated	unannotated	#9F087A
1813	unannotated	unannotated	#9F087A
1814	unannotated	unannotated	#9F087A
1815	unannotated	unannotated	#9F087A
1816	unannotated	unannotated	#9F087A
1817	unannotated	unannotated	#9F087A
1818	unannotated	unannotated	#9F087A
1819	unannotated	unannotated	#9F087A
1820	unannotated	unannotated	#9F087A
1821	unannotated	unannotated	#9F087A
1822	unannotated	unannotated	#9F087A
1823	unannotated	unannotated	#9F087A
1824	unannotated	unannotated	#9F087A
1825	unannotated	unannotated	#9F087A
1826	unannotated	unannotated	#9F087A
1827	unannotated	unannotated	#9F087A
1828	unannotated	unannotated	#9F087A
1829	ejaculatory_bulb	Gland	#A40A76
1830	ejaculatory_bulb	Gland	#A40A76
1831	ejaculatory_bulb	Gland	#A40A76
1832	ejaculatory_bulb	Gland	#A40A76
1833	ejaculatory_bulb	Gland	#A40A76
1834	ejaculatory_bulb	Gland	#A40A76
1835	ejaculatory_bulb	Gland	#A40A76
1836	ejaculatory_bulb	Gland	#A40A76
1837	ejaculatory_bulb	Gland	#A40A76
1838	ejaculatory_bulb	Gland	#A40A76
1839	ejaculatory_bulb	Gland	#A40A76
1840	ejaculatory_bulb	Gland	#A40A76
1841	ejaculatory_bulb	Gland	#A40A76
1842	ejaculatory_bulb	Gland	#A40A76
1843	ejaculatory_bulb	Gland	#A40A76
1844	ejaculatory_bulb	Gland	#A40A76
1845	ejaculatory_bulb	Gland	#A40A76
1846	ejaculatory_bulb	Gland	#A40A76
1847	ejaculatory_bulb	Gland	#A40A76
1848	ejaculatory_bulb	Gland	#A40A76
1849	ejaculatory_bulb	Gland	#A40A76
1850	ejaculatory_bulb	Male_Reproductive_System	#A40A76
1851	male_accessory_gland_main_cell	Gland	#A90C72
1852	male_accessory_gland_main_cell	Gland	#A90C72
1853	male_accessory_gland_main_cell	Gland	#A90C72
1854	male_accessory_gland_main_cell	Gland	#A90C72
1855	male_accessory_gland_main_cell	Gland	#A90C72
1856	male_accessory_gland_main_cell	Gland	#A90C72
1857	male_accessory_gland_main_cell	Gland	#A90C72
1858	male_accessory_gland_main_cell	Gland	#A90C72
1859	male_accessory_gland_main_cell	Gland	#A90C72
1860	male_accessory_gland_main_cell	Gland	#A90C72
1861	male_accessory_gland_main_cell	Gland	#A90C72
1862	male_accessory_gland_main_cell	Gland	#A90C72
1863	male_accessory_gland_main_cell	Gland	#A90C72
1864	male_accessory_gland_main_cell	Gland	#A90C72
1865	male_accessory_gland_main_cell	Gland	#A90C72
1866	male_accessory_gland_main_cell	Gland	#A90C72
1867	male_accessory_gland_main_cell	Gland	#A90C72
1868	male_accessory_gland_main_cell	Gland	#A90C72
1869	male_accessory_gland_main_cell	Gland	#A90C72
1870	male_accessory_gland_main_cell	Gland	#A90C72
1871	male_accessory_gland_main_cell	Gland	#A90C72
1872	male_accessory_gland_main_cell	Gland	#A90C72
1873	male_accessory_gland_main_cell	Gland	#A90C72
1874	male_accessory_gland_main_cell	Gland	#A90C72
1875	male_accessory_gland_main_cell	Gland	#A90C72
1876	male_accessory_gland_main_cell	Gland	#A90C72
1877	male_accessory_gland_main_cell	Gland	#A90C72
1878	male_accessory_gland_main_cell	Gland	#A90C72
1879	male_accessory_gland_main_cell	Gland	#A90C72
1880	male_accessory_gland_main_cell	Gland	#A90C72
1881	male_accessory_gland_main_cell	Gland	#A90C72
1882	male_accessory_gland_main_cell	Gland	#A90C72
1883	male_accessory_gland_main_cell	Gland	#A90C72
1884	male_accessory_gland_main_cell	Gland	#A90C72
1885	male_accessory_gland_main_cell	Gland	#A90C72
1886	male_accessory_gland_main_cell	Gland	#A90C72
1887	male_accessory_gland_main_cell	Gland	#A90C72
1888	male_accessory_gland_main_cell	Gland	#A90C72
1889	male_accessory_gland_main_cell	Gland	#A90C72
1890	male_accessory_gland_main_cell	Gland	#A90C72
1891	male_accessory_gland_main_cell	Gland	#A90C72
1892	male_accessory_gland_main_cell	Gland	#A90C72
1893	male_accessory_gland_main_cell	Gland	#A90C72
1894	male_accessory_gland_main_cell	Gland	#A90C72
1895	male_accessory_gland_main_cell	Gland	#A90C72
1896	male_accessory_gland_main_cell	Gland	#A90C72
1897	male_accessory_gland_main_cell	Gland	#A90C72
1898	male_accessory_gland_main_cell	Gland	#A90C72
1899	male_accessory_gland_main_cell	Gland	#A90C72
1900	male_accessory_gland_main_cell	Gland	#A90C72
1901	male_accessory_gland_main_cell	Gland	#A90C72
1902	male_accessory_gland_main_cell	Gland	#A90C72
1903	male_accessory_gland_main_cell	Gland	#A90C72
1904	male_accessory_gland_main_cell	Gland	#A90C72
1905	male_accessory_gland_main_cell	Gland	#A90C72
1906	male_accessory_gland_main_cell	Gland	#A90C72
1907	male_accessory_gland_main_cell	Gland	#A90C72
1908	male_accessory_gland_main_cell	Gland	#A90C72
1909	male_accessory_gland_main_cell	Gland	#A90C72
1910	male_accessory_gland_main_cell	Gland	#A90C72
1911	male_accessory_gland_main_cell	Gland	#A90C72
1912	male_accessory_gland_main_cell	Gland	#A90C72
1913	male_accessory_gland_main_cell	Gland	#A90C72
1914	male_accessory_gland_main_cell	Gland	#A90C72
1915	male_accessory_gland_main_cell	Gland	#A90C72
1916	male_accessory_gland_main_cell	Gland	#A90C72
1917	male_accessory_gland_main_cell	Gland	#A90C72
1918	male_accessory_gland_main_cell	Gland	#A90C72
1919	male_accessory_gland_main_cell	Gland	#A90C72
1920	male_accessory_gland_main_cell	Gland	#A90C72
1921	male_accessory_gland_main_cell	Gland	#A90C72
1922	male_accessory_gland_main_cell	Gland	#A90C72
1923	male_accessory_gland_main_cell	Gland	#A90C72
1924	male_accessory_gland_main_cell	Gland	#A90C72
1925	male_accessory_gland_main_cell	Gland	#A90C72
1926	male_accessory_gland_main_cell	Gland	#A90C72
1927	male_accessory_gland_main_cell	Gland	#A90C72
1928	male_accessory_gland_main_cell	Gland	#A90C72
1929	male_accessory_gland_main_cell	Gland	#A90C72
1930	male_accessory_gland_main_cell	Gland	#A90C72
1931	male_accessory_gland_main_cell	Gland	#A90C72
1932	male_accessory_gland_main_cell	Gland	#A90C72
1933	spermatid	Gland	#AE0E6E
1934	spermatid	Male_Germline_Cell	#AE0E6E
1935	spermatid	Male_Germline_Cell	#AE0E6E
1936	spermatid	Male_Germline_Cell	#AE0E6E
1937	spermatid	Male_Germline_Cell	#AE0E6E
1938	dorsal_appendage_forming_follicle_cell	Female_Reproductive_System	#B3106A
1939	dorsal_appendage_forming_follicle_cell	Female_Reproductive_System	#B3106A
1940	choriogenic_main_body_follicle_cell_St_12	Female_Reproductive_System	#B81366
1941	choriogenic_main_body_follicle_cell_St_12	Female_Reproductive_System	#B81366
1942	choriogenic_main_body_follicle_cell_St_12	Female_Reproductive_System	#B81366
1943	choriogenic_main_body_follicle_cell_St_12	Female_Reproductive_System	#B81366
1944	choriogenic_main_body_follicle_cell_St_12	Female_Reproductive_System	#B81366
1945	adult_fat_body	Adipose_System	#BE1562
1946	adult_fat_body	Adipose_System	#BE1562
1947	adult_fat_body	Adipose_System	#BE1562
1948	adult_fat_body	Adipose_System	#BE1562
1949	adult_fat_body	Adipose_System	#BE1562
1950	adult_fat_body	Adipose_System	#BE1562
1951	adult_fat_body	Adipose_System	#BE1562
1952	adult_fat_body	Adipose_System	#BE1562
1953	adult_fat_body	Adipose_System	#BE1562
1954	adult_fat_body	Adipose_System	#BE1562
1955	adult_fat_body	Adipose_System	#BE1562
1956	adult_fat_body	Adipose_System	#BE1562
1957	adult_fat_body	Adipose_System	#BE1562
1958	adult_fat_body	Adipose_System	#BE1562
1959	adult_fat_body	Adipose_System	#BE1562
1960	adult_fat_body	Adipose_System	#BE1562
1961	adult_fat_body	Adipose_System	#BE1562
1962	adult_fat_body	Adipose_System	#BE1562
1963	adult_fat_body	Adipose_System	#BE1562
1964	adult_fat_body	Adipose_System	#BE1562
1965	adult_fat_body	Adipose_System	#BE1562
1966	adult_fat_body	Adipose_System	#BE1562
1967	adult_fat_body	Adipose_System	#BE1562
1968	adult_fat_body	Adipose_System	#BE1562
1969	adult_fat_body	Adipose_System	#BE1562
1970	adult_fat_body	Adipose_System	#BE1562
1971	adult_fat_body	Adipose_System	#BE1562
1972	adult_fat_body	Adipose_System	#BE1562
1973	adult_fat_body	Adipose_System	#BE1562
1974	adult_fat_body	Adipose_System	#BE1562
1975	adult_fat_body	Adipose_System	#BE1562
1976	adult_fat_body	Adipose_System	#BE1562
1977	adult_fat_body	Adipose_System	#BE1562
1978	adult_fat_body	Adipose_System	#BE1562
1979	adult_fat_body	Adipose_System	#BE1562
1980	adult_fat_body	Adipose_System	#BE1562
1981	adult_fat_body	Adipose_System	#BE1562
1982	adult_fat_body	Adipose_System	#BE1562
1983	adult_fat_body	Adipose_System	#BE1562
1984	adult_fat_body	Adipose_System	#BE1562
1985	adult_fat_body	Adipose_System	#BE1562
1986	adult_fat_body	Adipose_System	#BE1562
1987	adult_fat_body	Adipose_System	#BE1562
1988	adult_fat_body	Adipose_System	#BE1562
1989	adult_fat_body	Adipose_System	#BE1562
1990	adult_fat_body	Adipose_System	#BE1562
1991	adult_fat_body	Adipose_System	#BE1562
1992	adult_fat_body	Adipose_System	#BE1562
1993	adult_fat_body	Adipose_System	#BE1562
1994	adult_fat_body	Adipose_System	#BE1562
1995	adult_fat_body	Adipose_System	#BE1562
1996	adult_fat_body	Adipose_System	#BE1562
1997	adult_fat_body	Adipose_System	#BE1562
1998	adult_fat_body	Adipose_System	#BE1562
1999	adult_fat_body	Adipose_System	#BE1562
2000	adult_fat_body	Adipose_System	#BE1562
2001	adult_fat_body	Adipose_System	#BE1562
2002	adult_fat_body	Adipose_System	#BE1562
2003	adult_fat_body	Adipose_System	#BE1562
2004	adult_fat_body	Adipose_System	#BE1562
2005	adult_fat_body	Adipose_System	#BE1562
2006	adult_fat_body	Adipose_System	#BE1562
2007	adult_fat_body	Adipose_System	#BE1562
2008	adult_fat_body	Adipose_System	#BE1562
2009	adult_fat_body	Adipose_System	#BE1562
2010	adult_fat_body	Adipose_System	#BE1562
2011	adult_fat_body	Adipose_System	#BE1562
2012	adult_fat_body	Adipose_System	#BE1562
2013	adult_fat_body	Adipose_System	#BE1562
2014	adult_fat_body	Adipose_System	#BE1562
2015	adult_fat_body	Adipose_System	#BE1562
2016	adult_fat_body	Adipose_System	#BE1562
2017	adult_fat_body	Adipose_System	#BE1562
2018	adult_fat_body	Adipose_System	#BE1562
2019	adult_fat_body	Adipose_System	#BE1562
2020	adult_fat_body	Adipose_System	#BE1562
2021	adult_fat_body	Adipose_System	#BE1562
2022	adult_fat_body	Adipose_System	#BE1562
2023	adult_fat_body	Adipose_System	#BE1562
2024	adult_fat_body	Adipose_System	#BE1562
2025	adult_fat_body	Adipose_System	#BE1562
2026	adult_fat_body	Adipose_System	#BE1562
2027	adult_fat_body	Adipose_System	#BE1562
2028	adult_fat_body	Adipose_System	#BE1562
2029	adult_fat_body	Adipose_System	#BE1562
2030	adult_fat_body	Adipose_System	#BE1562
2031	adult_fat_body	Adipose_System	#BE1562
2032	adult_fat_body	Adipose_System	#BE1562
2033	adult_fat_body	Adipose_System	#BE1562
2034	adult_fat_body	Excretory_System	#BE1562
2035	adult_fat_body	Adipose_System	#BE1562
2036	adult_fat_body	Excretory_System	#BE1562
2037	adult_fat_body	Adipose_System	#BE1562
2038	adult_fat_body	Excretory_System	#BE1562
2039	adult_fat_body	Excretory_System	#BE1562
2040	adult_fat_body	Muscle_Cell	#BE1562
2041	adult_fat_body	Adipose_System	#BE1562
2042	adult_fat_body	Adipose_System	#BE1562
2043	adult_fat_body	Adipose_System	#BE1562
2044	adult_fat_body	Adipose_System	#BE1562
2045	adult_fat_body	Adipose_System	#BE1562
2046	adult_fat_body	Adipose_System	#BE1562
2047	adult_fat_body	Adipose_System	#BE1562
2048	adult_fat_body	Adipose_System	#BE1562
2049	adult_fat_body	Adipose_System	#BE1562
2050	adult_fat_body	Adipose_System	#BE1562
2051	adult_fat_body	Adipose_System	#BE1562
2052	adult_fat_body	Adipose_System	#BE1562
2053	adult_fat_body	Adipose_System	#BE1562
2054	adult_fat_body	Adipose_System	#BE1562
2055	adult_fat_body	Adipose_System	#BE1562
2056	adult_fat_body	Adipose_System	#BE1562
2057	adult_fat_body	Adipose_System	#BE1562
2058	adult_fat_body	Adipose_System	#BE1562
2059	adult_fat_body	Adipose_System	#BE1562
2060	adult_fat_body	Adipose_System	#BE1562
2061	adult_fat_body	Adipose_System	#BE1562
2062	adult_fat_body	Adipose_System	#BE1562
2063	adult_fat_body	Adipose_System	#BE1562
2064	adult_fat_body	Adipose_System	#BE1562
2065	adult_fat_body	Adipose_System	#BE1562
2066	adult_fat_body	Adipose_System	#BE1562
2067	adult_fat_body	Adipose_System	#BE1562
2068	adult_fat_body	Adipose_System	#BE1562
2069	adult_fat_body	Adipose_System	#BE1562
2070	adult_fat_body	Adipose_System	#BE1562
2071	adult_fat_body	Adipose_System	#BE1562
2072	adult_fat_body	Adipose_System	#BE1562
2073	adult_fat_body	Adipose_System	#BE1562
2074	adult_fat_body	Adipose_System	#BE1562
2075	adult_fat_body	Adipose_System	#BE1562
2076	adult_fat_body	Adipose_System	#BE1562
2077	adult_fat_body	Adipose_System	#BE1562
2078	adult_fat_body	Adipose_System	#BE1562
2079	adult_fat_body	Adipose_System	#BE1562
2080	adult_fat_body	Adipose_System	#BE1562
2081	adult_fat_body	Adipose_System	#BE1562
2082	adult_fat_body	Adipose_System	#BE1562
2083	adult_fat_body	Adipose_System	#BE1562
2084	adult_fat_body	Adipose_System	#BE1562
2085	adult_fat_body	Adipose_System	#BE1562
2086	adult_fat_body	Adipose_System	#BE1562
2087	adult_fat_body	Adipose_System	#BE1562
2088	adult_fat_body	Adipose_System	#BE1562
2089	adult_fat_body	Adipose_System	#BE1562
2090	adult_fat_body	Adipose_System	#BE1562
2091	adult_fat_body	Adipose_System	#BE1562
2092	adult_fat_body	Adipose_System	#BE1562
2093	adult_fat_body	Adipose_System	#BE1562
2094	adult_fat_body	Adipose_System	#BE1562
2095	adult_fat_body	Adipose_System	#BE1562
2096	adult_fat_body	Adipose_System	#BE1562
2097	adult_fat_body	Adipose_System	#BE1562
2098	adult_fat_body	Adipose_System	#BE1562
2099	adult_fat_body	Adipose_System	#BE1562
2100	adult_fat_body	Adipose_System	#BE1562
2101	adult_fat_body	Adipose_System	#BE1562
2102	adult_fat_body	Adipose_System	#BE1562
2103	adult_fat_body	Adipose_System	#BE1562
2104	adult_fat_body	Adipose_System	#BE1562
2105	adult_fat_body	Adipose_System	#BE1562
2106	adult_fat_body	Adipose_System	#BE1562
2107	adult_fat_body	Adipose_System	#BE1562
2108	adult_fat_body	Adipose_System	#BE1562
2109	adult_fat_body	Adipose_System	#BE1562
2110	adult_fat_body	Adipose_System	#BE1562
2111	adult_fat_body	Adipose_System	#BE1562
2112	adult_fat_body	Adipose_System	#BE1562
2113	adult_fat_body	Adipose_System	#BE1562
2114	adult_fat_body	Adipose_System	#BE1562
2115	adult_fat_body	Adipose_System	#BE1562
2116	adult_fat_body	Adipose_System	#BE1562
2117	adult_fat_body	Adipose_System	#BE1562
2118	adult_fat_body	Adipose_System	#BE1562
2119	adult_fat_body	Adipose_System	#BE1562
2120	adult_fat_body	Adipose_System	#BE1562
2121	adult_fat_body	Adipose_System	#BE1562
2122	adult_fat_body	Adipose_System	#BE1562
2123	adult_fat_body	Adipose_System	#BE1562
2124	adult_fat_body	Adipose_System	#BE1562
2125	adult_fat_body	Adipose_System	#BE1562
2126	adult_fat_body	Adipose_System	#BE1562
2127	adult_fat_body	Adipose_System	#BE1562
2128	adult_fat_body	Adipose_System	#BE1562
2129	adult_fat_body	Gut_Cell	#BE1562
2130	adult_fat_body	Adipose_System	#BE1562
2131	adult_fat_body	Adipose_System	#BE1562
2132	adult_fat_body	Adipose_System	#BE1562
2133	adult_fat_body	Adipose_System	#BE1562
2134	adult_fat_body	Adipose_System	#BE1562
2135	adult_fat_body	Adipose_System	#BE1562
2136	adult_fat_body	Adipose_System	#BE1562
2137	adult_fat_body	Adipose_System	#BE1562
2138	adult_fat_body	Adipose_System	#BE1562
2139	adult_fat_body	Adipose_System	#BE1562
2140	adult_fat_body	Adipose_System	#BE1562
2141	adult_fat_body	Adipose_System	#BE1562
2142	adult_fat_body	Adipose_System	#BE1562
2143	adult_fat_body	Adipose_System	#BE1562
2144	adult_fat_body	Adipose_System	#BE1562
2145	adult_fat_body	Adipose_System	#BE1562
2146	adult_fat_body	Adipose_System	#BE1562
2147	adult_fat_body	Adipose_System	#BE1562
2148	adult_fat_body	Adipose_System	#BE1562
2149	adult_fat_body	Adipose_System	#BE1562
2150	adult_fat_body	Adipose_System	#BE1562
2151	adult_fat_body	Adipose_System	#BE1562
2152	adult_fat_body	Adipose_System	#BE1562
2153	adult_fat_body	Adipose_System	#BE1562
2154	adult_fat_body	Adipose_System	#BE1562
2155	adult_fat_body	Adipose_System	#BE1562
2156	adult_fat_body	Adipose_System	#BE1562
2157	adult_fat_body	Epithelial_Cell	#BE1562
2158	adult_fat_body	Adipose_System	#BE1562
2159	adult_fat_body	Adipose_System	#BE1562
2160	adult_fat_body	Adipose_System	#BE1562
2161	adult_fat_body	Adipose_System	#BE1562
2162	adult_fat_body	Adipose_System	#BE1562
2163	adult_fat_body	Adipose_System	#BE1562
2164	adult_fat_body	Adipose_System	#BE1562
2165	adult_fat_body	Adipose_System	#BE1562
2166	adult_fat_body	Adipose_System	#BE1562
2167	adult_fat_body	Adipose_System	#BE1562
2168	adult_fat_body	Adipose_System	#BE1562
2169	adult_fat_body	Adipose_System	#BE1562
2170	adult_fat_body	Adipose_System	#BE1562
2171	adult_fat_body	Adipose_System	#BE1562
2172	adult_fat_body	Adipose_System	#BE1562
2173	adult_fat_body	Adipose_System	#BE1562
2174	adult_fat_body	Adipose_System	#BE1562
2175	adult_fat_body	Adipose_System	#BE1562
2176	adult_fat_body	Adipose_System	#BE1562
2177	adult_fat_body	Adipose_System	#BE1562
2178	adult_fat_body	Adipose_System	#BE1562
2179	adult_fat_body	Adipose_System	#BE1562
2180	adult_fat_body	Adipose_System	#BE1562
2181	adult_fat_body	Adipose_System	#BE1562
2182	adult_fat_body	Adipose_System	#BE1562
2183	adult_fat_body	Adipose_System	#BE1562
2184	adult_fat_body	Adipose_System	#BE1562
2185	adult_fat_body	Adipose_System	#BE1562
2186	adult_fat_body	Adipose_System	#BE1562
2187	adult_fat_body	Adipose_System	#BE1562
2188	adult_fat_body	Adipose_System	#BE1562
2189	adult_fat_body	Adipose_System	#BE1562
2190	adult_fat_body	Adipose_System	#BE1562
2191	adult_fat_body	Adipose_System	#BE1562
2192	adult_fat_body	Adipose_System	#BE1562
2193	adult_fat_body	Adipose_System	#BE1562
2194	adult_fat_body	Adipose_System	#BE1562
2195	adult_fat_body	Adipose_System	#BE1562
2196	adult_fat_body	Adipose_System	#BE1562
2197	adult_fat_body	Adipose_System	#BE1562
2198	adult_fat_body	Adipose_System	#BE1562
2199	adult_fat_body	Adipose_System	#BE1562
2200	adult_fat_body	Adipose_System	#BE1562
2201	adult_fat_body	Adipose_System	#BE1562
2202	adult_fat_body	Adipose_System	#BE1562
2203	adult_fat_body	Adipose_System	#BE1562
2204	adult_fat_body	Adipose_System	#BE1562
2205	adult_fat_body	Adipose_System	#BE1562
2206	adult_fat_body	Adipose_System	#BE1562
2207	adult_fat_body	Adipose_System	#BE1562
2208	adult_fat_body	Adipose_System	#BE1562
2209	adult_fat_body	Adipose_System	#BE1562
2210	adult_fat_body	Adipose_System	#BE1562
2211	adult_fat_body	Adipose_System	#BE1562
2212	adult_fat_body	Adipose_System	#BE1562
2213	adult_fat_body	Adipose_System	#BE1562
2214	adult_fat_body	Adipose_System	#BE1562
2215	adult_fat_body	Adipose_System	#BE1562
2216	adult_fat_body	Adipose_System	#BE1562
2217	adult_fat_body	Adipose_System	#BE1562
2218	adult_fat_body	Adipose_System	#BE1562
2219	adult_fat_body	Adipose_System	#BE1562
2220	adult_fat_body	Adipose_System	#BE1562
2221	adult_fat_body	Adipose_System	#BE1562
2222	adult_fat_body	Adipose_System	#BE1562
2223	adult_fat_body	Adipose_System	#BE1562
2224	adult_fat_body	Adipose_System	#BE1562
2225	adult_fat_body	Adipose_System	#BE1562
2226	adult_fat_body	Adipose_System	#BE1562
2227	adult_fat_body	Adipose_System	#BE1562
2228	adult_fat_body	Adipose_System	#BE1562
2229	adult_fat_body	Adipose_System	#BE1562
2230	adult_fat_body	Adipose_System	#BE1562
2231	adult_fat_body	Adipose_System	#BE1562
2232	adult_fat_body	Adipose_System	#BE1562
2233	adult_fat_body	Adipose_System	#BE1562
2234	adult_fat_body	Adipose_System	#BE1562
2235	adult_fat_body	Adipose_System	#BE1562
2236	adult_fat_body	Adipose_System	#BE1562
2237	adult_fat_body	Adipose_System	#BE1562
2238	adult_fat_body	Adipose_System	#BE1562
2239	adult_fat_body	Adipose_System	#BE1562
2240	adult_fat_body	Adipose_System	#BE1562
2241	adult_fat_body	Adipose_System	#BE1562
2242	adult_fat_body	Adipose_System	#BE1562
2243	adult_fat_body	Adipose_System	#BE1562
2244	adult_fat_body	Adipose_System	#BE1562
2245	adult_fat_body	Adipose_System	#BE1562
2246	adult_fat_body	Adipose_System	#BE1562
2247	adult_fat_body	Adipose_System	#BE1562
2248	adult_fat_body	Adipose_System	#BE1562
2249	adult_fat_body	Adipose_System	#BE1562
2250	adult_fat_body	Adipose_System	#BE1562
2251	adult_fat_body	Adipose_System	#BE1562
2252	adult_fat_body	Adipose_System	#BE1562
2253	adult_fat_body	Female_Reproductive_System	#BE1562
2254	adult_fat_body	Adipose_System	#BE1562
2255	lamina_monopolar_neuron_L2	neuron	royalblue1
2256	lamina_monopolar_neuron_L2	neuron	royalblue1
2257	lamina_monopolar_neuron_L2	neuron	royalblue1
2258	lamina_monopolar_neuron_L2	neuron	royalblue1
2259	lamina_monopolar_neuron_L2	neuron	royalblue1
2260	lamina_monopolar_neuron_L2	neuron	royalblue1
2261	lamina_monopolar_neuron_L2	neuron	royalblue1
2262	lamina_monopolar_neuron_L2	neuron	royalblue1
2263	lamina_monopolar_neuron_L2	neuron	royalblue1
2264	lamina_monopolar_neuron_L2	neuron	royalblue1
2265	lamina_monopolar_neuron_L2	neuron	royalblue1
2266	lamina_monopolar_neuron_L2	neuron	royalblue1
2267	lamina_monopolar_neuron_L2	neuron	royalblue1
2268	lamina_monopolar_neuron_L4	neuron	royalblue1
2269	lamina_monopolar_neuron_L4	neuron	royalblue1
2270	lamina_monopolar_neuron_L4	neuron	royalblue1
2271	lamina_monopolar_neuron_L4	neuron	royalblue1
2272	lamina_monopolar_neuron_L4	neuron	royalblue1
2273	lamina_monopolar_neuron_L4	neuron	royalblue1
2274	adult_peripheral_nervous_system	neuron	royalblue1
2275	adult_peripheral_nervous_system	neuron	royalblue1
2276	adult_peripheral_nervous_system	neuron	royalblue1
2277	adult_peripheral_nervous_system	neuron	royalblue1
2278	adult_peripheral_nervous_system	neuron	royalblue1
2279	adult_peripheral_nervous_system	neuron	royalblue1
2280	adult_peripheral_nervous_system	neuron	royalblue1
2281	adult_peripheral_nervous_system	neuron	royalblue1
2282	adult_peripheral_nervous_system	neuron	royalblue1
2283	adult_peripheral_nervous_system	neuron	royalblue1
2284	adult_peripheral_nervous_system	neuron	royalblue1
2285	adult_peripheral_nervous_system	neuron	royalblue1
2286	adult_peripheral_nervous_system	neuron	royalblue1
