Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_124	5.076051	3.4384494
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_36	-9.040805	-4.6905346
epithelia_gland_like	orange	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_94	5.6060734	4.5657654
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_140	6.191455	1.837674
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_240	-2.536017	20.381073
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_110	7.9566636	1.7982366
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_233	1.4319702	-9.399685
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.547528	15.086738
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_249	-2.4059703	13.529649
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	0.9056645	-1.4124671
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_232	0.48438364	-9.257046
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_59	7.609794	10.695667
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_206	0.7954411	-0.99217045
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_49	9.631708	10.669486
gland_1	darkorange3	37	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_77	0.5806291	-14.438582
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_115	6.397494	2.5339534
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_207	0.9531599	-1.8092428
peptidergic_beta	dodgerblue3	34	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_222	-11.158297	6.862336
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_7	15.228649	-2.5067775
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_26	-9.02558	-4.8813043
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_10	15.779973	-2.9495628
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_109	9.262762	2.8986533
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_197	0.41792682	-1.8170888
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_131	6.4373384	1.7899845
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_205	0.087152794	-1.8078595
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_253	13.460098	-10.714129
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_115	6.282297	2.1813033
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_184	7.6022344	-2.2679937
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_121	5.831368	4.656385
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_217	17.044323	16.99763
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_61	8.221843	11.201078
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_145	9.294968	2.7649968
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_221	-11.760506	6.6829476
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_238	-2.3801603	20.46064
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_199	0.90149605	-1.1846913
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_13	14.643928	-2.1443343
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_37	-9.610537	-4.510506
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_73	9.484464	11.105002
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_23	-7.4728365	15.016703
peptidergic_other_2	paleturquoise3	55	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_255	10.527581	25.183151
gland_1	darkorange3	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_79	9.369316	10.247112
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_138	6.3061247	1.8275583
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_60	7.843558	10.735994
epithelia_gland_like	orange	52	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_94	5.632624	4.640924
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_6	15.668087	-2.4487374
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_3	15.126728	-1.3229183
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_17	4.3235555	20.725784
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_36	-9.21229	-4.6612787
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_197	-0.06920587	-1.557498
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_62	8.22847	11.251511
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_79	9.541485	10.458185
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_176	8.192609	-1.4840769
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_22	4.187208	20.135405
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_77	9.336904	10.218939
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_176	8.148136	-1.417793
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.315256	14.932609
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_38	-9.018229	-4.3690276
peptidergic_other_2	paleturquoise3	54	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_255	10.812746	21.02663
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_66	9.422373	10.608798
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_21	4.276954	19.445667
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_108	7.209422	4.4888844
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_45	-8.863566	-4.4951196
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_32	-9.30579	-4.8195333
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_90	8.376043	5.704068
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_114	6.3718314	2.5701513
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_73	8.579794	11.402971
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_107	8.630103	5.3385534
peptidergic_gamma_like	skyblue1	39	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_224	10.432019	-10.52259
epithelia_unknown	plum3	49	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_182	20.944078	9.050953
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_7	15.607343	-2.8407166
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_1	15.620756	-2.2805572
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_73	9.225122	11.762766
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_111	6.756717	3.7510684
epithelia_gland_like	orange	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_102	8.653279	2.8317149
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_240	-2.4258547	20.449825
trans_epithelia_dorsal_ventral	gray95	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_185	1.0314217	0.7082815
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_207	0.20558907	-1.3853494
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_112	6.306298	2.6231556
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_7	15.787882	-3.0842514
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_225	18.457066	7.776922
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_108	8.75524	5.3833485
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_240	-2.596659	20.337696
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.180468	-4.4497085
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_26	-9.320118	-4.454613
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_122	8.258797	1.9201403
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_22	4.283118	20.408176
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_63	8.351392	11.265587
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_39	-8.721785	-4.2304916
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_112	8.074845	2.1653295
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_207	0.1737425	-1.6367425
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_231	0.6421922	-9.318939
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_110	8.222848	1.8725115
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_107	8.882249	5.142628
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_50	7.459216	12.019424
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_18	4.261256	20.287066
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_184	7.7254205	-1.6613833
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_6	15.167769	-2.090894
peptidergic_other_1	paleturquoise3	35	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_254	11.158605	21.368752
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_202	0.046526983	-0.33763394
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_236	-12.702401	13.687137
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_200	0.2397371	-1.4505132
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_233	1.4182248	-9.401322
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_66	9.168475	11.42235
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_236	-12.623121	13.734929
trans_lipophil_1_gland	gray75	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_14	13.773818	-1.7053802
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_122	8.391621	2.3046417
trans_lipophil_1_gland	gray75	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_14	13.797874	-1.7242696
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_63	8.302581	11.179311
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_200	0.8434935	-1.0905658
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_55	8.553529	11.356473
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_180	2.8462486	6.110075
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_85	8.0440235	10.323516
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_125	5.1306796	3.8197691
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_249	-2.3852408	13.547237
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_233	1.4086237	-9.4051
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_3	14.965974	-2.108428
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_131	5.3474855	3.2452278
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_42	-9.263378	-4.7682657
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_199	0.7342693	-0.6455513
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_71	9.61268	11.020364
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_236	-12.607748	13.737776
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.419575	14.976638
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_90	8.55176	5.8641667
epithelia_gland_like	orange	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_90	14.866713	-1.457779
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_206	0.9078593	-1.9879267
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_112	6.3428454	2.8935125
peptidergic_theta_like	royalblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_237	18.51265	7.836084
epithelia_gland_like	orange	36	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_103	8.615749	4.4560084
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_107	8.695057	5.1434674
epithelia_dorsal	mediumorchid3	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_209	0.7969596	-2.0795195
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_217	17.089745	17.056496
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_36	-9.303369	-4.3565025
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_13	15.549266	-3.013077
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_113	8.54686	2.502917
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_200	0.13295682	-0.6601542
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_232	0.5548712	-9.311714
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_249	-2.3583827	13.5162945
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_18	4.2535	20.84533
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_71	9.252244	10.504908
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_70	9.665471	10.726824
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_42	-9.183425	-4.742406
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_95	8.653696	5.572041
peptidergic_other_2	paleturquoise3	54	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_255	10.786331	21.000227
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_207	0.922649	-2.1891954
peptidergic_iota	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_238	13.48823	-10.678132
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_109	9.215436	2.5255392
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_63	7.970806	11.111371
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_199	0.8481029	-1.1811506
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_206	0.28518742	-1.1563396
epithelia_ventral	orchid1	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_121	-2.267025	13.381179
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_129	6.2769165	1.8978751
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_7	15.811926	-3.156248
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_85	8.131505	5.7730103
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_251	11.012771	-3.8855367
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_3	14.829072	-2.170926
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_44	-8.209807	-5.315533
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_125	5.1756334	3.5412629
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_5	15.463852	-2.5526085
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_249	-2.4005897	13.565976
trans_epithelia_dorsal_ventral	gray95	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_187	0.9178585	-1.8726465
trans_fibre_gland	gray55	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_46	-8.915525	-4.592055
gland_1	darkorange3	52	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_74	7.049833	10.403389
epithelia_ventral	orchid1	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_125	5.0867987	3.9848807
peptidergic_epsilon_like	steelblue1	48	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_228	-15.186154	8.332312
peptidergic_gamma	skyblue1	46	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_223	-12.134288	1.1862214
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_13	15.573778	-2.980469
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_63	8.093614	11.246356
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_203	1.0859182	-1.1647407
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_205	0.2066595	-1.7101835
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_55	8.471043	12.481933
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_7	15.661692	-3.0874605
trans_lipophil_1_gland	gray75	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_14	11.153059	-4.360844
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_38	-9.035537	-4.0792384
peptidergic_progenitors	blueviolet	42	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_211	3.9524922	2.4473267
gland_1	darkorange3	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_79	9.453374	10.264987
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_5	15.622267	-2.976504
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_250	11.180871	-4.4403853
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.2547565	14.918261
trans_epithelia_dorsal_ventral	gray95	50	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_187	14.355878	20.741636
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.4130454	14.904432
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_119	5.677531	3.7143772
peptidergic_lambda	cyan2	40	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_247	17.467974	-8.850751
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_250	11.013135	-3.8848221
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_65	9.716634	11.113402
epithelia_ventral	orchid1	36	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_134	6.013448	1.7563926
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_18	4.212217	20.82071
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_204	1.5509205	-2.1194916
gland_1	darkorange3	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_79	9.01816	11.058549
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_112	6.165399	2.3675454
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_248	-2.3821719	13.493277
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_217	17.118925	17.0172
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_186	7.767055	0.094088845
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_64	9.710942	10.7933035
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_225	18.444159	7.768255
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_176	8.223573	-1.4895656
epithelia_dorsal	mediumorchid3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_208	0.97992796	-1.9873685
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_74	7.189731	10.389397
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_95	8.632536	5.73395
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_10	15.110279	-2.3352318
epithelia_gland_like	orange	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_94	5.458032	4.45069
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_91	8.016248	10.203929
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_7	15.701446	-3.041974
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_240	-2.5809388	20.345602
epithelia_ventral	orchid1	36	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_134	5.660851	1.7279208
trans_lipophil_1_gland	gray75	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_14	9.3843775	10.931922
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_114	6.39288	2.621435
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_77	9.51117	10.70484
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_108	8.613853	5.427741
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_206	0.5553557	-1.3817712
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_6	14.707179	-1.859376
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_39	-8.882801	-4.4702706
epithelia_dorsal	mediumorchid3	53	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_209	-3.0218291	16.831223
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_43	-8.332103	-5.077721
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_122	7.378014	1.4070041
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_11	14.842599	-2.2253795
trans_lipophil_1_gland	gray75	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_14	9.197924	11.192729
peptidergic_delta	skyblue3	33	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_225	18.45233	7.7761574
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_240	-2.587998	20.333231
gland_1	darkorange3	24	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_79	9.481023	10.534648
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_102	6.819994	3.73205
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_75	9.51111	10.683229
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_23	-7.515743	14.971676
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_64	9.460394	11.050132
epithelia_gland_like	orange	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_93	8.480637	2.8293102
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_25	-7.3016267	14.929327
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_43	-7.9497457	-5.5038533
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_120	5.599371	3.729294
peptidergic_theta	royalblue3	32	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_235	-12.606763	13.746908
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_130	6.2560244	3.3546433
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_22	4.2934427	20.824158
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_197	-0.27710164	-0.8384441
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_18	4.370554	20.251036
peptidergic_mu_like	cyan3	37	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_252	0.5931401	-14.439764
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_201	-0.13212864	-0.5460937
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_5	15.739227	-2.9305837
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_16	4.3876605	20.03255
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_124	5.3095922	3.266128
