Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.167595	7.690987
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	7.3320045	19.707413
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.022991	13.130584
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.8773732	-3.8645494
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.0657907	7.4453034
epithelia_ventral	orchid1	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	2.6401057	0.5529423
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	7.7977757	-1.4824249
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.020756	13.196303
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.9776735	0.8464292
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.123684	13.221678
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.790416	1.0188342
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6364207	-4.1987214
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.1834307	1.5220985
peptidergic_other_1	paleturquoise3	35	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_other_1	-3.8249025	1.0875361
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.7787895	3.0187025
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6020124	-4.2140694
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.8393593	0.8277762
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	-4.8392167	7.509345
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.5199003	1.2759951
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.3664742	-0.41503862
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.4983091	0.71640015
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.5824085	-4.2209454
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_alpha	15.092232	19.276653
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.962705	10.769258
peptidergic_iota_like	deepskyblue1	44	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota_like	-6.4656086	-6.666293
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.041251	1.0273871
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.9914103	0.73850685
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	8.791239	-1.1098981
peptidergic_other_2	paleturquoise3	55	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_other_2	1.7838906	23.631794
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.2362385	8.201962
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.144809	7.7098465
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.5332613	0.889611
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.4322424	7.7744274
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.951204	10.3316345
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.838812	0.46871576
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.533473	0.98054767
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.6904747	1.3672806
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.0779686	1.0904992
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_eta	20.013939	8.438221
peptidergic_theta_like	royalblue3	51	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_theta_like	22.020487	8.733425
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.051234	10.760269
peptidergic_epsilon	steelblue1	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_epsilon	11.982132	-6.8865805
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.135405	10.201889
epithelia_unknown	plum3	22	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	7.7675653	-1.4042817
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.5162175	-4.318458
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.0651617	7.9476438
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.3399944	7.797146
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.929425	0.5447404
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.402994	-0.69404334
epithelia_ventral	orchid1	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	11.911846	-6.9584217
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-10.918185	1.6300685
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	6.036061	0.7500095
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu	15.200742	12.661829
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.170477	7.509177
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.4530005	1.2939638
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.608607	0.7824663
peptidergic_epsilon_like	steelblue1	48	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_epsilon_like	-12.186594	11.525837
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	2.9479406	3.3519084
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.5300317	0.0596624
fibre	chartreuse3	2	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.152952	3.3513677
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.155727	7.6109614
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.660968	10.268374
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_eta	19.915077	8.425239
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.2849307	10.26965
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.7590146	0.8564383
peptidergic_iota_like	deepskyblue1	44	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota_like	-6.3963594	-6.5999966
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	6.745702	-0.54116875
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.569045	2.7155116
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.444326	1.5887382
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.210243	10.720882
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.7898326	2.5170581
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.1977735	-0.4459483
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.6420603	2.3147106
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.5882647	0.9807912
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.06099	13.147669
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	19.564362	-3.7749283
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.8038065	0.39719805
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_omicron	11.929186	-6.862835
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.206154	10.443934
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.6786847	2.74813
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.4210782	0.72753686
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.011561	11.33011
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.258149	7.7621627
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.216253	11.25593
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.04546	9.153783
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	3.623573	-1.1077555
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	8.132665	10.508786
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.1742506	2.2872431
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.5440874	0.35761365
trans_gland_epithelia_ventral	gray65	12	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_gland_epithelia_ventral	7.591462	8.736057
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.6139235	-1.0977836
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	2.5309675	-0.45128492
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.346646	-0.8416637
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.6717257	1.0273058
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	12.747908	4.028646
unknown_1	darkolivegreen2	20	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_unknown_1	-2.7971554	-10.830043
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6072929	-4.1667104
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.374742	2.8422592
gland_1	darkorange3	18	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_gland_1	7.789174	10.361474
lipophil_1	khaki2	0	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_1	11.95166	3.484878
epithelia_dorsal	mediumorchid3	10	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.5899777	9.182836
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_alpha	15.546325	19.757854
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	19.953964	13.172393
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.4550676	8.032109
peptidergic_alpha	dodgerblue1	27	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_alpha	15.477642	19.689249
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6865216	-4.1450324
peptidergic_mu	cyan3	28	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu	15.257066	12.629645
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.8693311	1.3947033
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-11.193745	1.7705916
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_zeta	7.305699	23.478676
epithelia_unknown	plum3	17	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_unknown	1.6838095	-4.151338
trans_lipophil_2_epithelia	gray40	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_lipophil_2_epithelia	7.105491	19.495083
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.5874715	0.26533085
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.047652	0.94880754
epithelia_ventral	orchid1	6	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.3696146	-1.170566
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.8827095	0.80120313
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.394129	7.734323
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.5427983	1.0370134
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.2708807	1.150772
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.6428685	8.345071
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.121489	13.236853
epithelia_ventral	orchid1	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	2.29757	-0.5787265
peptidergic_beta	dodgerblue3	43	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_beta	-2.6967633	-3.9286056
peptidergic_omicron	lightskyblue	41	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_omicron	11.970004	-6.900694
peptidergic_iota	deepskyblue1	19	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_iota	20.062265	13.167396
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.959445	0.39724866
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.631128	0.9348881
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.561933	-0.9305229
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.643276	0.20260449
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.65164	2.5116103
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.012847	0.2288334
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-5.2433343	7.6020236
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	3.6535244	1.3349743
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	7.242801	19.619013
trans_epithelia_dorsal_ventral	gray95	30	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.74305	-0.42049062
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_eta	19.882668	8.422399
epithelia_ventral	orchid1	9	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.3265047	3.205406
peptidergic_eta	royalblue1	25	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_eta	20.26186	8.493502
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.3258624	1.3071477
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.1356325	1.4464568
trans_epithelia_dorsal_ventral	gray95	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	-4.257614	7.3679824
epithelia_gland_like	orange	3	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_gland_like	2.569216	-0.8546675
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	4.5153613	1.1384636
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-10.827306	1.6119576
epithelia_dorsal	mediumorchid3	13	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-4.712599	7.7219033
fibre	chartreuse3	11	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_fibre	-10.968498	1.8251318
peptidergic_eta	royalblue1	29	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_eta	21.093119	8.388527
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_ventral	5.7898383	1.0204767
peptidergic_mu_like	cyan3	26	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_peptidergic_mu_like	19.637985	-3.6945202
lipophil_2	khaki3	14	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_lipophil_2	7.0214596	19.42185
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_epithelia_dorsal	-6.9172263	8.734759
trans_epithelia_dorsal_ventral	gray95	16	unassigned	unassigned	unassigned	batch1	Hhon	Hhon_trans_epithelia_dorsal_ventral	7.0632753	-0.50000036
