Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.974805	11.641949
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.675123	14.681695
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.930697	2.462134
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.589933	13.109128
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.133816	4.093086
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.429859	7.401563
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	16.868687	-0.7409766
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.685839	2.8516817
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.713043	-2.1645548
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.674881	2.8106244
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.52642	2.2394376
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.7340016	6.2763886
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.692575	8.8196945
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.668798	-1.3845001
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.636118	-0.686015
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.623514	13.400305
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.499544	2.3093157
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.987183	2.4196885
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	13.795717	2.2733562
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	8.400222	7.4924345
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.689332	10.092731
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.133686	3.9897478
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.495403	7.844604
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	5.910182	12.374851
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.9605103	14.777289
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.0847297	14.720119
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.76056	7.416572
gland_1	darkorange3	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	9.234948	-10.140433
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.118337	-0.7482157
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.594077	9.454431
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.01135	-0.58994156
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.812778	10.290156
epithelia_ventral	orchid1	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.071566	7.489372
epithelia_ventral	orchid1	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.637438	8.649308
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.5825477	3.7417972
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.920183	7.501188
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.020057	6.230707
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.252067	-0.8794193
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.67773	7.7563148
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.232746	8.673643
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.531476	9.052059
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.7659674	13.456141
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.982613	-0.35258842
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	18.211786	9.363879
peptidergic_progenitors	blueviolet	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	6.078328	-0.7046806
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.226934	-0.6772003
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.970112	-0.087681815
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.0165358	14.776509
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.908677	2.726653
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.38479	10.245786
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.09352	14.627116
epithelia_ventral	orchid1	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.191593	9.040841
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.903772	-2.3011987
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.582887	8.255879
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.2171063	14.45965
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.2821921	-8.728151
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.8105345	6.2981014
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.297989	10.160535
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.586279	-0.5128218
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_beta	-3.0879009	-3.503948
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.299397	-1.1684754
peptidergic_gamma_like	skyblue1	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma_like	9.241174	-10.067334
peptidergic_mu	cyan3	32	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu	-2.254528	-7.3774137
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.642981	3.09254
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.785684	7.082088
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.42017	9.381629
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.989319	9.281145
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.912987	0.13046813
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.435259	7.25536
epithelia_gland_like	orange	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.550643	7.6033635
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_1	13.731329	18.421343
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.425433	7.280822
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.9446115	13.1923065
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	24.434162	-0.11498231
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	10.866986	6.948406
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.911382	2.449879
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.082941	6.950556
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.765915	7.41381
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.851461	2.6153026
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.8683977	6.8794346
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.975797	7.6650243
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.294762	-2.3465397
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.9896955	-1.3833139
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.8717375	7.5921936
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.511068	9.960806
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.8222475	7.1614304
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.803596	7.2589116
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.018034	-2.360706
peptidergic_progenitors	blueviolet	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	9.411888	8.417592
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.1821065	14.721294
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.71271	-1.933983
trans_lipophil_1_gland	gray75	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	-8.854514	2.6168098
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.493674	8.253036
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	8.48651	10.704005
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.2859535	2.3507135
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.02687	14.168347
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.813793	-0.6400462
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.555935	2.1761494
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	13.700086	2.3516567
epithelia_gland_like	orange	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.886419	8.699128
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.28655	-2.3224123
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.741442	10.487574
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.762504	13.644223
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	6.712652	12.10907
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.905628	-1.4960335
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.81621	7.2301965
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.644142	-0.7958145
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.5728202	-8.789122
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.212712	7.8089123
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.655632	10.487858
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.602879	3.0186462
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.52088	8.442074
trans_lipophil_1_gland	gray75	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	4.594589	14.647495
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	7.8356667	11.312639
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.232116	10.371065
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.559637	11.110506
peptidergic_beta	dodgerblue3	53	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_beta	12.635119	21.898764
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.275649	10.486637
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	15.806225	-0.30601928
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.488094	-0.45044088
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.770441	2.4607568
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.888298	9.24327
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.817615	8.919079
epithelia_ventral	orchid1	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.433538	8.978024
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.735227	7.1339564
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.86952	2.6435878
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.332505	9.459743
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.928564	9.0148
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.564571	7.504371
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.9634604	13.755858
peptidergic_beta	dodgerblue3	36	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_beta	-3.085059	-3.4964905
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.281042	10.375599
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.562603	7.2536488
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.3197465	4.0843706
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.011066	2.7208002
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.480526	8.18542
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.826674	7.0505476
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.7865243	13.410015
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.78567	-1.4485729
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.474295	9.053311
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.981316	7.38413
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.282688	-0.7356654
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.475131	2.917842
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	1.9423974	-3.8359096
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.471825	-0.5177695
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	7.8954535	6.579704
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.966769	16.607685
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.694221	0.20103979
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.490932	0.21233141
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	6.1491017	7.4001737
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.483519	10.003761
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	6.038751	12.438935
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	6.158437	7.522789
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.276457	-1.1357684
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.226206	0.21217844
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.917	16.638931
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.538424	7.8836055
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.965916	-1.0405933
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	24.333319	-0.18174903
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	-8.864385	2.601733
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.487486	2.2108867
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.862828	7.259975
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.582454	8.628732
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.794381	7.1383677
peptidergic_progenitors	blueviolet	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	24.280588	-0.095951505
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.39736	9.323223
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.386616	0.05598578
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.47657	-1.6823403
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	6.183524	13.119469
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.500893	-1.5202643
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.772746	9.112789
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.308771	-2.2232475
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.710884	12.532164
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.871419	14.113081
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.670134	2.4676292
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.9099865	3.2650206
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.891205	12.52859
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.52229	2.2299402
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.824461	-1.0102007
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.720385	2.665261
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.58171	9.451883
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.656855	9.992547
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.886647	7.225112
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.9733787	12.942602
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.411634	2.7728686
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.650705	11.426595
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.895441	-2.2910886
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_nu	9.553368	19.938908
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.7342	2.7896545
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	7.985772	10.706044
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	24.489836	-0.07241016
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	23.914095	-0.20887929
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.505985	-1.3234469
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.482296	2.7593315
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.000266	8.610737
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	8.379701	6.5847573
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	6.204744	12.526869
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.470807	2.2536657
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.642471	4.249406
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.973667	14.446701
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.986739	12.874556
peptidergic_theta	royalblue3	47	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_theta	-6.13687	-7.581585
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.637331	11.428534
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.5977	3.3640492
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_nu	0.5426191	18.788296
epithelia_unknown_1	plum3	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_1	25.055464	9.575817
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.496192	7.2027054
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	9.745508	7.377025
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.391378	9.198281
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.117902	8.606561
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.263334	-0.99835837
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.9468436	7.617976
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.703496	13.777977
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.671767	13.3563
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.612352	11.319944
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.711265	2.699599
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.639708	13.271774
