Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_epithelia_ventral	8.761972	9.364534
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.38551	4.26318
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.410007	8.903085
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.29149044	-0.83261037
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.533824	2.2292354
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	4.036198	11.889045
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	34	batch2	TrH2	TrH2_peptidergic_eta	7.0442023	-1.4199733
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_fibre	17.44931	11.31671
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.125746	-0.7480514
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	7.9636483	6.4530654
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_epithelia_ventral	7.958266	6.1884604
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_epithelia_ventral	8.123217	7.2149587
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.226997	3.3305867
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.284348	-0.42223725
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	9.050633	9.11792
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.376402	-0.96720934
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	3.9927926	11.795031
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.00245	8.845045
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_gland_1	17.48851	-0.28755608
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_fibre	17.41016	10.354653
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	16	batch2	TrH2	TrH2_epithelia_dorsal_like	4.791812	14.586381
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.15795	-0.54654956
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.495617	3.7512188
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	TrH2	TrH2_epithelia_gland_like	8.215344	9.298233
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.562098	10.190685
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.3	-2.7171845	11.561307
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.531845	4.460488
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-9.406237	3.6252956
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	21	batch2	TrH2	TrH2_unknown_2.4	9.067536	8.842937
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.551536	3.3817976
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	17.529387	-1.5816377
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	9.056103	9.419824
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.60082	2.2820945
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	40	batch2	TrH2	TrH2_unknown_2.2	13.342029	2.387812
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.749389	10.469685
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_peptidergic_kappa	-3.5572813	15.995512
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.915131	9.241553
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.450478	9.597347
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.520186	9.3554325
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.344318	-0.8874281
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.503652	2.2131245
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.751759	-0.46581936
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.4017315	-1.0082325
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-8.000122	3.4496315
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.103247	4.44832
unassigned	unassigned	unassigned	lipophil	khaki2	28	batch2	TrH2	TrH2_lipophil	-8.725183	2.821207
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	46	batch2	TrH2	TrH2_peptidergic_epsilon	0.54643154	18.790878
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.513527	9.1504545
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.219307	4.090915
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	10.536928	7.621656
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	15.798875	-0.2537547
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.501728	4.1955123
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.136559	3.8734581
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-6.91933	4.1110425
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	0	batch2	TrH2	TrH2_peptidergic_progenitors	8.337634	10.772763
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.387018	10.498854
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.998083	-1.129608
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.28187186	-0.808393
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.522909	2.2339013
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.149702	-0.69858646
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.759035	9.181244
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	14.040701	2.5045965
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	44	batch2	TrH2	TrH2_peptidergic_gamma_like	9.237925	-10.141527
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.760178	4.1580977
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-2.962936	11.677999
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	14	batch2	TrH2	TrH2_epithelia_ventral	9.728099	7.9565954
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.760377	10.455086
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.979203	10.025256
unassigned	unassigned	unassigned	unknown_2.1	darkolivegreen3	33	batch2	TrH2	TrH2_unknown_2.1	2.041294	-3.7449782
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.927336	8.968482
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.673081	9.794881
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	50	batch2	TrH2	TrH2_peptidergic_delta	5.631678	23.283094
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.095634	-0.39002153
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_epithelia_ventral	5.8257866	7.5171456
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.45532	10.347849
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	TrH2	TrH2_epithelia_ventral	7.976867	6.131431
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-2.9945114	11.721563
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	5.274227	14.31555
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.626149	2.1662438
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	3.9512515	11.747946
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_peptidergic_iota_like	9.563782	19.929356
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.445398	4.481316
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	58	batch2	TrH2	TrH2_peptidergic_lambda	-0.043048877	16.318031
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.475095	9.937464
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_peptidergic_beta	-3.0914154	-3.5055258
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.742297	2.2520254
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	37	batch2	TrH2	TrH2_peptidergic_alpha	23.87305	-0.22684261
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.728197	-1.0428516
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.482649	-0.33979896
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	0	batch2	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.2630005	10.488863
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	2.2017858	-3.6210527
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.23652685	-0.7489057
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	5.666687	13.164964
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.774643	10.453155
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.081227	9.059334
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_epithelia_dorsal	5.8146224	12.381346
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.085264	-0.71081907
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.85437	-2.2212448
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	16	batch2	TrH2	TrH2_epithelia_dorsal_like	4.6661353	14.74409
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.566253	2.2654731
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.76821	-0.8245636
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	4.054628	11.84529
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	18	batch2	TrH2	TrH2_unknown_2.4	-3.0993307	11.672892
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.58554	8.935601
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.58214	6.766077
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.621689	0.2046637
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.231203	4.1680365
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_epithelia_ventral	6.41066	7.54151
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	8.828819	9.693651
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.07007951	-0.5998808
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.849009	-2.2019346
unassigned	unassigned	unassigned	unknown_2.4	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.4	-2.869129	11.691528
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.303932	-0.016026154
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	16.478111	-0.54744965
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.449484	-0.66493887
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	4.7289934	14.66593
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-9.019203	4.4333014
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	17.534222	-1.6884848
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	3.9192655	11.73079
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.11940001	-0.6234903
unassigned	unassigned	unassigned	epithelia_dorsal_like	mediumorchid4	23	batch2	TrH2	TrH2_epithelia_dorsal_like	3.9583867	11.780808
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.678483	9.972135
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_peptidergic_kappa	-3.5846162	16.025002
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.170801	-0.2840988
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	7.987384	6.153334
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	TrH2	TrH2_epithelia_dorsal	4.8533316	13.958928
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	TrH2	TrH2_peptidergic_delta	5.8552885	-11.602276
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.518083	2.2760968
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	35	batch2	TrH2	TrH2_peptidergic_eta	6.116758	-0.74412847
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.086623	6.4678006
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.26835	-0.7580817
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	17.008293	0.10859072
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	50	batch2	TrH2	TrH2_peptidergic_delta	5.6520133	23.261969
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.246435	4.1118126
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	17.032738	0.32490155
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	42	batch2	TrH2	TrH2_peptidergic_mu_like	1.5960739	-8.810022
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.882923	-0.65161633
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.374081	10.36748
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	21	batch2	TrH2	TrH2_epithelia_ventral	10.179378	8.16162
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	44	batch2	TrH2	TrH2_peptidergic_gamma_like	9.273815	-10.099151
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_epithelia_dorsal	5.9981136	12.648598
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_gland_1	17.33512	-0.41215992
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.210739	6.925414
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-8.552728	4.349728
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.817818	-0.55660284
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	3	batch2	TrH2	TrH2_trans_lipophil_1_gland	15.968527	-0.7265513
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.225682	9.335842
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	17.337393	-0.7056624
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	0	batch2	TrH2	TrH2_peptidergic_progenitors	8.692364	10.378235
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.822046	-2.144237
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.540372	2.2656941
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	TrH2	TrH2_gland_1	10.621731	7.198063
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	9.680266	7.2095933
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	41	batch2	TrH2	TrH2_peptidergic_iota_like	9.5656805	19.928993
unassigned	unassigned	unassigned	lipophil	khaki2	2	batch2	TrH2	TrH2_lipophil	-7.8182607	4.432261
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	5.021041	14.486172
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-8.05264	3.9766014
unassigned	unassigned	unassigned	gland_1	darkorange3	19	batch2	TrH2	TrH2_gland_1	17.31985	-0.31798273
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_peptidergic_kappa	-3.565845	16.006044
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	15	batch2	TrH2	TrH2_unknown_1	0.34203148	-0.86236095
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	32	batch2	TrH2	TrH2_epithelia_ventral	9.781805	9.002447
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.284979	-0.17087403
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.782152	4.5406203
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	0	batch2	TrH2	TrH2_epithelia_ventral	8.626283	10.264269
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.061827	9.394222
unassigned	unassigned	unassigned	unknown_2.3	darkolivegreen3	29	batch2	TrH2	TrH2_unknown_2.3	12.524204	2.5369701
unassigned	unassigned	unassigned	epithelia_gland_like	orange	12	batch2	TrH2	TrH2_epithelia_gland_like	10.247415	7.6893296
unassigned	unassigned	unassigned	epithelia_gland_like	orange	8	batch2	TrH2	TrH2_epithelia_gland_like	8.335559	7.085868
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	4.6581497	14.496856
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	26	batch2	TrH2	TrH2_peptidergic_iota	-15.500036	2.2235286
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	17	batch2	TrH2	TrH2_epithelia_dorsal	4.988311	14.682606
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	TrH2	TrH2_gland_1	16.91585	-2.3239584
unassigned	unassigned	unassigned	gland_1	darkorange3	20	batch2	TrH2	TrH2_gland_1	17.25244	-0.35713896
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	11	batch2	TrH2	TrH2_epithelia_dorsal	5.858766	12.870851
unassigned	unassigned	unassigned	unknown_2.2	darkolivegreen3	27	batch2	TrH2	TrH2_unknown_2.2	13.743657	2.2249227
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.268915	8.826337
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	38	batch2	TrH2	TrH2_peptidergic_zeta	-8.939252	16.637205
unassigned	unassigned	unassigned	lipophil	khaki2	10	batch2	TrH2	TrH2_lipophil	-8.779617	2.522778
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	39	batch2	TrH2	TrH2_peptidergic_kappa	-3.5837104	16.024117
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.700682	9.076252
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	34	batch2	TrH2	TrH2_peptidergic_eta	7.0458364	-1.4280564
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	TrH2	TrH2_gland_1	16.808186	-2.15931
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	50	batch2	TrH2	TrH2_peptidergic_delta	5.6443305	23.269875
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	17.362257	9.612524
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_epithelia_ventral	6.0097327	7.6133738
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	TrH2	TrH2_peptidergic_beta	-3.033763	-3.5536687
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	30	batch2	TrH2	TrH2_epithelia_ventral	5.945842	7.534819
unassigned	unassigned	unassigned	lipophil	khaki2	5	batch2	TrH2	TrH2_lipophil	-7.3127966	3.7592635
unassigned	unassigned	unassigned	fibre	chartreuse3	4	batch2	TrH2	TrH2_fibre	18.37955	9.09543
unassigned	unassigned	unassigned	fibre	chartreuse3	25	batch2	TrH2	TrH2_fibre	17.625355	11.460008
