Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_gland_like	orange	18	batch2	HoiH23	HoiH23_epithelia_gland_like	6.1487746	1.0935875
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	3.8412912	-6.2923636
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	10	batch2	HoiH23	HoiH23_trans_lipophil_1_epithelia	-0.728893	14.87159
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.011560883	16.428797
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	5.520115	1.7398257
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.028699	-6.567426
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	2	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	3.9784133	-6.03043
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.3510361	6.5908923
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.6566746	16.278244
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.033901	-6.560384
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.8591093	16.271633
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.8300273	-6.022181
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.414623	1.8301843
unassigned	unassigned	unassigned	trans_lipophil_2_gland	gray70	4	batch2	HoiH23	HoiH23_trans_lipophil_2_gland	-4.868425	4.854523
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	5.7210937	-5.743492
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.5412804	16.570787
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	15.899135	12.967933
unassigned	unassigned	unassigned	trans_lipophil_1_epithelia	gray80	8	batch2	HoiH23	HoiH23_trans_lipophil_1_epithelia	-0.9644074	16.278212
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.815878	-6.325838
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.569868	1.961647
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	16.036608	13.050585
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	5.233236	-6.1175385
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.95505995	16.17092
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.4693522	-6.2339983
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	2	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	4.002487	-6.4263377
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.14042324	15.934744
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.201179	2.5143142
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	5.8519077	0.0081172865
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	16.108404	13.272649
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.07533779	15.481736
unassigned	unassigned	unassigned	epithelia_unknown	plum3	54	batch2	HoiH23	HoiH23_epithelia_unknown	6.1220255	4.743705
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	5.05231	-6.305395
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.6948957	4.6499963
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.077163	-6.000625
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	3.9234505	-5.8239193
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.8790643	-6.3803587
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	5.7452006	2.8538735
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.167649	3.1738997
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	4.626078	-6.4542704
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.9663521	16.168274
unassigned	unassigned	unassigned	epithelia_gland_like	orange	16	batch2	HoiH23	HoiH23_epithelia_gland_like	5.1989403	-4.82705
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	42	batch2	HoiH23	HoiH23_peptidergic_zeta_like	-10.908737	-2.3240364
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	17	batch2	HoiH23	HoiH23_trans_gland_epithelia_ventral	6.935529	1.5665553
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	2	batch2	HoiH23	HoiH23_trans_gland_epithelia_ventral	4.6184883	-7.0265923
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-4.4072638	4.677915
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.074173	3.1778378
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.4820247	0.9417001
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	5.1958723	-6.536253
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_epithelia_ventral	4.198934	1.8780342
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	3.943417	-5.5437837
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	16.080656	13.121607
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.5134424	15.997846
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.897291	-6.682662
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.1586523	-6.560548
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.9677718	-6.529021
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	4.613037	-5.228116
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.8714545	16.006742
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.2229295	2.8300934
unassigned	unassigned	unassigned	epithelia_unknown	plum3	54	batch2	HoiH23	HoiH23_epithelia_unknown	6.120393	4.7434616
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.0590553	-5.7260084
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	5.5225844	0.38010812
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.0792749	6.3894663
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	16.040564	13.106049
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	30	batch2	HoiH23	HoiH23_trans_gland_epithelia_ventral	-0.9414147	16.440521
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_gland_1	6.693438	-2.522429
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-4.720628	4.7689433
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.9466739	-6.651755
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	4.1468534	-6.2760777
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.79473114	16.338207
unassigned	unassigned	unassigned	epithelia_gland_like	orange	17	batch2	HoiH23	HoiH23_epithelia_gland_like	6.874753	1.746148
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.65252876	16.458593
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.7945075	2.9571455
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	30	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	2.6113977	-3.8745253
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.6599703	4.898274
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.26782122	16.0244
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.5816648	16.480648
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_gland_1	6.29501	-3.7031894
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	5.776115	1.9554302
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.243449	-6.790091
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.9707189	-6.562963
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	3.8538454	-5.84036
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.39825	-6.8552475
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.97853374	16.091478
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.9309521	5.6783557
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.1919133	5.62166
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.627944	5.0403013
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	39	batch2	HoiH23	HoiH23_peptidergic_mu_like	9.25861	17.665218
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_trans_lipophil_2_epithelia	-4.8849797	4.133665
unassigned	unassigned	unassigned	epithelia_gland_like	orange	18	batch2	HoiH23	HoiH23_epithelia_gland_like	5.811578	1.5965484
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.4211373	-6.2367973
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_epithelia_unknown	6.970469	1.3300159
unassigned	unassigned	unassigned	trans_gland_epithelia_dorsal	gray50	5	batch2	HoiH23	HoiH23_trans_gland_epithelia_dorsal	4.217312	-5.401164
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	1.0588962	16.152445
unassigned	unassigned	unassigned	trans_lipophil_1_lipophil_2	gray35	4	batch2	HoiH23	HoiH23_trans_lipophil_1_lipophil_2	1.2292413	15.884417
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.52409	1.0907078
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.91725594	16.10759
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	6	batch2	HoiH23	HoiH23_trans_lipophil_1_fibre	15.621187	12.8540125
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.7581528	16.248674
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	-4.803284	4.650202
unassigned	unassigned	unassigned	trans_lipophil_2_gland	gray70	4	batch2	HoiH23	HoiH23_trans_lipophil_2_gland	-4.848463	4.8209596
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_epithelia_ventral	4.259979	1.07579
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	5.3996916	-6.6515384
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.889654	6.7945185
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	49	batch2	HoiH23	HoiH23_trans_gland_epithelia_ventral	4.0166283	-6.5022645
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.61135346	16.105751
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.986199	-6.3643856
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	15.4572935	13.199765
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	15.945246	12.965047
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.1506295	-6.6231604
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.4088401	6.465267
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	30	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	0.981296	16.021196
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.200147	2.8284087
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.4465528	-6.7021704
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	4.16225	-5.453303
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	30	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	2.7585237	-4.1346354
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	4.934694	0.44462588
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.8825567	-6.170079
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	5.1324115	-6.4961343
unassigned	unassigned	unassigned	trans_lipophil_1_fibre	gray90	6	batch2	HoiH23	HoiH23_trans_lipophil_1_fibre	15.631564	12.8083515
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_lipophil_1	-0.2595288	15.301034
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	5.077371	5.8864665
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_trans_fibre_gland	15.950023	12.906741
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	41	batch2	HoiH23	HoiH23_peptidergic_progenitors	7.757706	4.719109
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	-4.852459	4.3412747
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.445906	-6.785961
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	16.094582	13.921924
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	5.440123	1.8439972
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_peptidergic_alpha	14.618083	20.576273
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	5.8184805	2.6954055
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.0584283	-6.651179
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	5.914717	-6.022839
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.7838106	5.499566
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	4.658916	-5.392187
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_trans_fibre_gland	15.90592	12.885494
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	38	batch2	HoiH23	HoiH23_trans_gland_epithelia_ventral	16.451002	13.518896
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.967094	-6.549674
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	30	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	2.627574	-3.8908162
unassigned	unassigned	unassigned	fibre_1	chartreuse3	6	batch2	HoiH23	HoiH23_fibre_1	16.025597	13.120366
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.487883	3.1706915
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	41	batch2	HoiH23	HoiH23_peptidergic_progenitors	7.7423863	4.69994
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	1.1116343	16.115835
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.284526	-6.6994615
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.375016	-6.872887
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.1271796	2.3617945
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	30	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	2.5882587	-3.854871
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	33	batch2	HoiH23	HoiH23_peptidergic_epsilon	-6.4943433	13.236174
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_trans_fibre_gland	15.794461	13.790493
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_trans_fibre_gland	16.09122	13.893687
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.9628673	-6.5741477
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.1288953	2.4948921
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_lipophil_2	-4.9250536	4.0356035
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.948967	16.272718
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	5.267122	-4.528857
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.7072346	16.2303
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_epithelia_ventral	5.6006284	1.7078637
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_epithelia_dorsal	-1.2205987	6.675361
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.43935755	16.139402
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	6.6662717	-4.758864
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.9230485	-6.4077125
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_gland_1	4.0379434	-5.686896
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.5611935	4.885736
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_epithelia_ventral	6.453059	2.0870125
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_epithelia_unknown	5.111188	5.9358654
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	6	batch2	HoiH23	HoiH23_trans_fibre_gland	15.933215	12.954147
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_epithelia_dorsal	-0.7374404	5.9858365
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.1169715	-6.660395
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	5.262061	3.0573707
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	0.9789414	16.206535
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_epithelia_unknown	4.849531	5.6729693
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	4.000726	-6.5439973
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.9376707	-6.3253274
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_epithelia_ventral	4.686217	3.1332946
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_peptidergic_kappa	-3.3680222	-14.318864
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	30	batch2	HoiH23	HoiH23_trans_lipophil_1_gland	1.053795	16.159256
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	5.0734715	-6.4541097
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.13169102	16.26259
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.9984653	-6.6519604
unassigned	unassigned	unassigned	gland_1	darkorange3	2	batch2	HoiH23	HoiH23_gland_1	3.85519	-6.353996
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	39	batch2	HoiH23	HoiH23_peptidergic_mu_like	9.242807	17.65215
unassigned	unassigned	unassigned	lipophil_1	khaki2	8	batch2	HoiH23	HoiH23_lipophil_1	-0.22631027	15.333958
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	18	batch2	HoiH23	HoiH23_trans_gland_epithelia_ventral	5.322466	2.0317304
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_gland_1	4.2966633	-5.4421153
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_peptidergic_gamma_like	1.9221548	4.2454915
