Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.752219	21.36387
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.734692	4.1180143
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.532065	9.700588
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.962898	13.536163
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.024281	11.6186
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.775531	9.904414
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	Hhon	Hhon_peptidergic_alpha	-10.149203	6.6681776
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.220766	5.2881956
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.935777	-0.6435592
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.832882	2.758344
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.7348094	4.360351
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.439255	5.1371446
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.712035	2.9738085
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.280556	2.8994987
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3156548	21.940304
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	8.927882	0.30073428
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	10.006098	9.949151
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	1	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-2.6978874	2.9040701
unassigned	unassigned	unassigned	gland_1	darkorange3	37	batch2	Hhon	Hhon_gland_1	6.3185062	-15.783656
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.470766	11.955231
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.482725	3.3689992
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.8392158	21.507742
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.9431062	2.1752985
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	0	batch2	Hhon	Hhon_trans_lipophil_1_gland	-3.8642268	10.56069
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.853971	2.6761792
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.418075	21.796824
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.013957	4.8494024
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.271532	12.037513
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.7617133	2.7574792
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.5125012	11.844967
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	13.024232	2.5443616
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.6471424	21.64208
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.4309747	12.712349
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.3243687	2.8020964
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.713281	22.111364
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.631395	2.9319835
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.628626	9.896322
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.304634	6.503335
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	4.980049	2.5327337
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.520784	5.4685473
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.6563735	3.8155978
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.272417	-12.134679
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.8608575	11.58048
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.457923	3.7408519
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.4312115	3.3802192
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.4069786	20.399553
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.272609	6.5538645
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	11.066257	-0.9139306
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	50	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	8.641696	-7.9675097
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.886118	2.4146729
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_epithelia_ventral	4.2940464	3.735605
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.7261488	11.658117
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	11	batch2	Hhon	Hhon_trans_fibre_gland	5.1867466	22.711359
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	16.503033	19.52536
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.8247485	4.5283837
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.3661017	2.8793347
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.74497	9.84967
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	36	batch2	Hhon	Hhon_epithelia_ventral	7.5572047	5.5444818
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_peptidergic_eta	-6.867199	-5.854021
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	7	batch2	Hhon	Hhon_trans_lipophil_1_gland	-4.155055	3.4142525
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.070345	2.868385
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.404659	22.366606
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.616582	20.655075
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.281548	5.1234355
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.6872745	11.682199
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.705629	9.835418
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	9.963013	11.013873
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.1873956	5.300916
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.592334	21.978878
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	7.932321	2.9053516
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.794059	2.7941844
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	14	batch2	Hhon	Hhon_epithelia_dorsal	10.073894	10.750443
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3952584	-10.023794
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.166463	2.8488598
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.422441	21.85902
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	5.632687	3.7643003
unassigned	unassigned	unassigned	gland_1	darkorange3	3	batch2	Hhon	Hhon_gland_1	5.2417593	2.3100202
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.239752	-10.228316
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.524286	20.549292
unassigned	unassigned	unassigned	epithelia_unknown	plum3	49	batch2	Hhon	Hhon_epithelia_unknown	9.180588	-0.24821353
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	9.02167	13.443571
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.3071227	22.331345
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.6089544	4.496386
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.3441076	2.773237
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3925285	22.012238
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	1.7094401	13.497885
unassigned	unassigned	unassigned	gland_1	darkorange3	52	batch2	Hhon	Hhon_gland_1	-3.2977548	1.2251464
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	4.869725	21.964148
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.443984	12.429633
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.083565	22.271978
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.346825	6.469141
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	8.695416	5.370307
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.8347073	3.0851529
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.676711	3.434195
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	43	batch2	Hhon	Hhon_epithelia_dorsal	-4.95068	21.023268
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3839655	21.038408
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.823766	21.83217
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.798148	10.549683
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3500786	21.775787
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	25	batch2	Hhon	Hhon_epithelia_dorsal	-7.085416	-6.080417
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.497113	4.4305263
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.8960352	3.2850828
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.962907	13.51114
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	4.709972	2.3562295
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.165129	22.111944
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-3.9428735	3.175125
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.193445	12.861275
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.8326755	20.893011
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	9.143694	13.257175
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	35	batch2	Hhon	Hhon_peptidergic_epsilon	-13.083315	4.6275015
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.6607816	12.075887
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.592643	4.6932883
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.981273	2.5913124
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.915131	6.261894
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.746307	9.899352
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.6942735	12.590644
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	7.37606	5.073991
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	9.036015	13.423296
unassigned	unassigned	unassigned	trans_fibre_gland	gray55	11	batch2	Hhon	Hhon_trans_fibre_gland	5.028311	22.374378
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.126402	3.5796275
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.7918057	11.650128
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.4966793	21.645609
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.618896	9.821257
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.3615723	20.342861
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.931366	9.138431
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.21519	10.146852
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.2058933	11.908885
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.668416	11.687526
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.331029	22.44309
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.0273113	12.169897
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.433365	21.800688
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.5946636	4.368547
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	9.0759325	13.363282
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.4069216	12.522763
unassigned	unassigned	unassigned	trans_lipophil_1_gland	gray75	24	batch2	Hhon	Hhon_trans_lipophil_1_gland	-4.262292	2.5864532
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.2262747	2.9135377
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.4370353	11.9263935
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.1793323	3.7675812
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.1814065	22.08948
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_peptidergic_gamma_like	0.90916216	-8.260534
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	37	batch2	Hhon	Hhon_peptidergic_mu_like	6.316017	-15.767555
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.174727	5.4100738
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.662441	4.320148
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.3839283	3.0500226
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	8.934094	13.400335
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	5.6078553	3.960253
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.286342	10.520078
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.3778453	22.475943
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.2688284	5.611027
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	16	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	10.121265	11.278979
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.321817	2.5796444
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.843172	2.7330244
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.486198	4.451329
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	Hhon	Hhon_peptidergic_delta	4.822032	12.612882
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.768351	3.0317247
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_epithelia_ventral	6.115471	4.698036
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.7409775	12.657603
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	25	batch2	Hhon	Hhon_epithelia_dorsal	9.239047	9.262048
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.351941	6.474697
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.541778	-1.4427099
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.170773	22.155828
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	4.8921504	2.4686427
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.7332592	12.061732
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.7424264	11.68326
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.351202	2.7140524
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.101086	11.255781
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	11.008063	-0.79679465
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-4.3621893	11.659961
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.763667	21.642298
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.441978	4.506895
unassigned	unassigned	unassigned	peptidergic_other_2	paleturquoise3	54	batch2	Hhon	Hhon_peptidergic_other_2	-12.943881	4.6349936
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	7.989494	5.502386
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.3200684	3.426745
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.640674	21.800352
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.110087	3.0671175
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.263105	9.237908
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.536154	-1.4366319
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.3796363	21.951326
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.275878	-12.127472
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.079885	3.0733962
unassigned	unassigned	unassigned	epithelia_gland_like	orange	6	batch2	Hhon	Hhon_epithelia_gland_like	5.4043574	3.7280123
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.036069	2.9316888
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.792809	21.328957
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	29	batch2	Hhon	Hhon_peptidergic_eta	1.7154334	13.49128
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_peptidergic_iota_like	17.95618	2.675121
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	8	batch2	Hhon	Hhon_epithelia_ventral	7.3936863	5.356747
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.9111068	11.625512
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	10	batch2	Hhon	Hhon_epithelia_dorsal	10.220948	9.502494
