Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_peptidergic_beta	-4.03549	20.000515
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.922632	4.3261933
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.9183125	5.315959
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.238551	10.106354
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	5.8714585	3.7400835
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	16.467665	19.542925
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.635382	6.113917
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	8.192382	4.3889885
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.260223	9.905071
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	8.909082	0.20063354
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.2879317	1.7136968
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.4097133	2.2831156
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.2323043	3.0353177
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.370608	22.376925
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.8535383	1.04942
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.611121	-1.5195804
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	12.305635	3.0536895
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.704065	5.1304073
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.269968	10.30473
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.252911	22.722479
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.463576	12.463377
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.808212	10.109436
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-3.825396	11.474634
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-4.5099463	1.5070034
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.681032	5.817938
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.36716	3.8338346
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.1162972	21.22811
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.617273	10.058005
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	6.093975	3.827774
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.752879	-0.0088495305
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.463026	12.456896
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_peptidergic_theta_like	2.6015258	13.562344
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.7486596	3.698459
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.081591	6.61728
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-4.648256	3.1167078
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	9.283452	12.93566
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	25	batch2	Hhon	Hhon_peptidergic_eta	-7.1116996	-6.108372
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_peptidergic_theta_like	2.5793545	13.524183
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.197739	3.2025354
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.780486	5.2049274
unassigned	unassigned	unassigned	peptidergic_omicron	lightskyblue	41	batch2	Hhon	Hhon_peptidergic_omicron	-4.537252	-10.229577
unassigned	unassigned	unassigned	peptidergic_other_2	paleturquoise3	55	batch2	Hhon	Hhon_peptidergic_other_2	-8.685409	16.076752
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	10	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	8.992657	5.3982525
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.222608	0.32713228
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.620117	10.056888
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.040405	22.394608
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.180226	9.930607
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.155919	22.44348
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.287136	10.141158
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.1383562	2.9294631
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.6772947	2.3174863
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.785591	2.7968385
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.187774	0.38568783
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.443347	10.845912
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.649125	9.924396
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	20	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	12.658344	2.9017365
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.8906014	2.4795713
unassigned	unassigned	unassigned	epithelia_gland_like	orange	5	batch2	Hhon	Hhon_epithelia_gland_like	7.752593	3.9718237
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	Hhon	Hhon_gland_1	-4.7630324	2.9742293
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.810087	21.287481
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.5734344	5.2302885
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.373411	5.092021
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.2509983	3.0954368
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_peptidergic_progenitors	5.464938	-5.351552
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.219491	0.36578065
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.880876	10.067379
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.1593294	2.8777156
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.3051515	2.025813
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.6940165	6.070097
unassigned	unassigned	unassigned	gland_1	darkorange3	23	batch2	Hhon	Hhon_gland_1	3.7050545	3.3752341
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.136249	0.28542653
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.3597665	4.996536
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.2028265	0.28877905
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	16.50238	19.525595
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	31	batch2	Hhon	Hhon_peptidergic_beta	-4.710023	20.761738
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.01753	0.68830705
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.700391	-0.13878685
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.504735	6.3204455
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	21	batch2	Hhon	Hhon_peptidergic_alpha	-10.5468855	6.2888107
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.541089	6.074578
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	4	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	6.817109	6.4881682
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.8992486	3.3443344
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	50	batch2	Hhon	Hhon_peptidergic_lambda	8.640958	-7.966681
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.661398	5.276392
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.60266	5.211195
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.905602	2.5902865
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.6933722	3.7328417
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	6.1353984	2.4881537
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_peptidergic_beta	-4.097594	20.025192
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	32	batch2	Hhon	Hhon_peptidergic_theta	-15.569287	-1.4788797
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.054834	0.31224224
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.537276	10.3744545
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.4732904	12.697409
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-3.9646752	1.6192379
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.652341	3.306688
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.363489	9.992581
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-5.0184803	2.1349757
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	53	batch2	Hhon	Hhon_peptidergic_delta	4.823947	12.609382
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-4.38288	1.4947629
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.2143087	2.0503614
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.146295	6.009688
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.666622	10.028802
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.141949	11.02025
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.386264	10.147401
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.9311156	6.0655265
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	34	batch2	Hhon	Hhon_peptidergic_beta	-4.083904	20.00938
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.984483	5.6425753
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	23	batch2	Hhon	Hhon_epithelia_ventral	3.8314888	3.5661092
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	39	batch2	Hhon	Hhon_peptidergic_gamma_like	0.8968934	-8.270879
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-4.355135	1.9902465
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-3.06263	2.3953216
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.12907	0.3132698
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.95606	3.5206609
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3612256	-10.131156
unassigned	unassigned	unassigned	peptidergic_epsilon_like	steelblue1	48	batch2	Hhon	Hhon_peptidergic_epsilon_like	16.49885	19.522736
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.288741	-10.165183
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.287298	10.230752
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.9248512	2.1230567
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	50	batch2	Hhon	Hhon_peptidergic_lambda	8.632327	-7.9588113
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.321446	10.727524
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.0858045	6.6151447
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.5888977	3.3635352
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	7.8641424	2.6396856
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.0692286	6.028199
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-4.486088	3.032335
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.095312	22.330952
unassigned	unassigned	unassigned	peptidergic_other_1	paleturquoise3	35	batch2	Hhon	Hhon_peptidergic_other_1	-13.459586	4.655428
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.925369	5.4107814
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.13818	3.4743266
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	4	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	6.629295	5.9550204
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	20	batch2	Hhon	Hhon_unknown_1	12.836172	2.7676253
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.218295	12.141414
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	5.9571056	4.694021
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.8421507	3.783497
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.7571473	6.278682
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.622592	2.2943223
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.639657	3.4363935
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	44	batch2	Hhon	Hhon_peptidergic_iota_like	17.953228	2.6752477
unassigned	unassigned	unassigned	epithelia_gland_like	orange	3	batch2	Hhon	Hhon_epithelia_gland_like	5.352545	2.1318164
unassigned	unassigned	unassigned	trans_epithelia_dorsal_ventral	gray95	30	batch2	Hhon	Hhon_trans_epithelia_dorsal_ventral	5.885729	5.1673
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.990258	-0.8157118
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.061317	9.917655
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	10.6022005	-0.06272973
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.351535	10.066075
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.055542	10.121595
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.8746014	3.369729
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.215205	0.2526017
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.7353625	6.2015514
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.1921372	22.439163
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.588093	3.6397786
unassigned	unassigned	unassigned	peptidergic_delta	skyblue3	33	batch2	Hhon	Hhon_peptidergic_delta	-13.894052	9.105346
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.8268523	21.662792
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.9296575	3.3252559
unassigned	unassigned	unassigned	peptidergic_mu_like	cyan3	26	batch2	Hhon	Hhon_peptidergic_mu_like	-10.189932	12.112245
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	26	batch2	Hhon	Hhon_epithelia_ventral	-10.234319	12.16091
unassigned	unassigned	unassigned	lipophil_2	khaki3	14	batch2	Hhon	Hhon_lipophil_2	8.914944	13.556412
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.259494	-10.280385
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	40	batch2	Hhon	Hhon_peptidergic_lambda	-12.112147	-7.2256064
unassigned	unassigned	unassigned	gland_1	darkorange3	24	batch2	Hhon	Hhon_gland_1	-3.239251	1.9323308
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	Hhon	Hhon_gland_1	-5.050901	1.6183492
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.3383794	-10.244912
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.383007	0.27957308
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.0482626	6.744404
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.540604	5.322171
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.890734	10.218822
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	19	batch2	Hhon	Hhon_epithelia_dorsal	4.3912168	-10.033926
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.6920075	6.2181654
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-3.9839149	1.7115917
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	11.05913	-0.8985967
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.0758376	2.973704
unassigned	unassigned	unassigned	lipophil_1	khaki2	0	batch2	Hhon	Hhon_lipophil_1	-2.413959	12.642388
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.222887	0.41098088
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.287995	3.3102317
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	8.951199	0.21794158
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	29	batch2	Hhon	Hhon_epithelia_dorsal	1.6667978	13.450311
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.244823	-12.167958
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	12	batch2	Hhon	Hhon_trans_gland_epithelia_ventral	-3.8912203	2.0984213
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.1862755	9.971655
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	28	batch2	Hhon	Hhon_peptidergic_mu	12.415116	-12.026145
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	10.03265	10.253574
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.210463	0.22322537
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	14	batch2	Hhon	Hhon_trans_lipophil_2_epithelia	9.083105	13.350997
unassigned	unassigned	unassigned	epithelia_unknown	plum3	22	batch2	Hhon	Hhon_epithelia_unknown	11.014172	-0.7705034
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	4.405419	2.1127985
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.336196	-10.249769
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.8461037	21.496311
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.858126	5.5185633
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	6.4406824	5.1178493
unassigned	unassigned	unassigned	epithelia_gland_like	orange	23	batch2	Hhon	Hhon_epithelia_gland_like	3.6951988	3.4920826
unassigned	unassigned	unassigned	gland_1	darkorange3	12	batch2	Hhon	Hhon_gland_1	-3.3954961	1.3994824
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	13	batch2	Hhon	Hhon_epithelia_dorsal	9.61232	10.050583
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-2.9944732	2.4136367
unassigned	unassigned	unassigned	peptidergic_theta_like	royalblue3	51	batch2	Hhon	Hhon_peptidergic_theta_like	2.5749695	13.526655
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	7.4599853	6.0585675
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.866984	21.398785
unassigned	unassigned	unassigned	peptidergic_iota_like	deepskyblue1	55	batch2	Hhon	Hhon_peptidergic_iota_like	-8.682061	16.07456
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	6.3842835	3.3749096
unassigned	unassigned	unassigned	gland_1	darkorange3	23	batch2	Hhon	Hhon_gland_1	3.7810712	3.4021914
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.1823244	22.057495
unassigned	unassigned	unassigned	gland_1	darkorange3	1	batch2	Hhon	Hhon_gland_1	-3.3045466	2.9944897
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	5	batch2	Hhon	Hhon_epithelia_ventral	7.7046595	3.1600325
unassigned	unassigned	unassigned	fibre	chartreuse3	2	batch2	Hhon	Hhon_fibre	5.789743	21.298706
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.28194	10.188274
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_peptidergic_progenitors	5.428708	-5.387111
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	16	batch2	Hhon	Hhon_epithelia_dorsal	10.0218725	11.22296
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	6	batch2	Hhon	Hhon_epithelia_ventral	5.5261126	3.8591082
unassigned	unassigned	unassigned	epithelia_unknown	plum3	17	batch2	Hhon	Hhon_epithelia_unknown	9.110311	0.27854165
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	42	batch2	Hhon	Hhon_peptidergic_progenitors	5.3691835	-5.4213786
unassigned	unassigned	unassigned	fibre	chartreuse3	11	batch2	Hhon	Hhon_fibre	5.158638	22.494543
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	4	batch2	Hhon	Hhon_epithelia_ventral	9.523671	9.544077
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	9	batch2	Hhon	Hhon_epithelia_ventral	8.695522	5.1006956
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	19	batch2	Hhon	Hhon_peptidergic_iota	4.269424	-10.162253
