TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_84	-0.27884182	-3.9419732
epithelia_gland_like	orange	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_123	9.883357	7.630959
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	-7.88881	-7.261806
trans_epithelia_dorsal_ventral	gray95	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	8.885811	2.2582135
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-2.8279498	7.933303
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_113	2.7454355	12.775137
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_86	-0.2852857	-4.017595
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_192	8.310367	0.50785774
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	13.380088	-8.919157
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_196	3.4759483	-12.268795
peptidergic_gamma_like	skyblue1	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_199	4.9891524	9.571184
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_109	4.040648	13.943349
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	3.4677622	13.231826
peptidergic_gamma	skyblue1	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_198	-3.2070165	6.2269764
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.3673844	6.166458
peptidergic_delta	skyblue3	50	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_200	20.035826	2.6593876
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	9.49663	5.9765553
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	2.420764	12.862455
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_135	9.319011	6.7469096
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_135	9.458107	5.9708962
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_10	-2.9192984	6.308407
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	2.5027204	12.714486
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_197	7.7351475	-7.868516
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	6.9462714	10.659336
epithelia_gland_like	orange	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_124	9.836341	7.664804
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	-7.7126255	-7.0613875
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	-7.591217	-6.9004116
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.173511	8.101201
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_114	4.239439	12.687581
epithelia_dorsal_like	mediumorchid4	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_165	6.358715	4.184537
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-2.1660156	7.297968
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	2.3874366	12.963106
peptidergic_theta	royalblue3	54	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_205	-10.991199	14.450265
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	7.9926505	0.58924955
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_116	4.003398	11.840917
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	7.1488442	10.520981
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	7.139282	10.546591
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_57	8.383006	11.704291
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_104	2.4416847	12.626111
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_111	2.6802316	14.100193
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	3.460837	12.970621
trans_lipophil_1_gland	gray75	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_38	3.3206081	12.575531
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_119	2.0488737	13.614409
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_84	-0.24902345	-3.9818563
peptidergic_gamma_like	skyblue1	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_199	4.983908	9.563408
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_74	-1.0992795	-3.7555134
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_100	2.5993042	12.575833
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	7.0682654	10.605785
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_21	-3.0279937	6.7959676
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.6412435	8.128505
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	8.060571	11.531893
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	8.054312	7.152926
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_125	8.697521	8.856031
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_88	-1.3665788	-5.144159
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.321937	6.186069
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	-1.8338333	14.951758
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-1.8946642	7.1377935
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_100	2.732043	12.462286
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_120	8.577076	8.643277
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.312225	6.1357756
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-3.3981647	6.251174
epithelia_dorsal_like	mediumorchid4	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_165	6.2632523	1.0872531
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	9.414269	1.011393
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_152	9.186445	6.8014827
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_150	8.7667465	8.099862
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_161	9.441561	5.771592
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_121	7.9475565	9.373099
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_113	2.8762507	12.944077
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-3.3831406	8.036637
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_136	9.547911	5.8512273
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	10.04543	7.050203
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.275748	-12.308699
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_133	6.679445	4.684499
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_129	8.604462	8.401332
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_22	-3.1743073	6.534417
peptidergic_lambda	cyan2	47	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_213	-6.1537786	15.853679
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_147	9.243552	7.2281494
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_195	3.359733	-13.027405
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_31	-1.8208997	7.337
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_48	7.0361013	10.6375675
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	6.9037566	10.022996
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_138	9.375301	6.1972766
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	-1.7462525	14.973089
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_25	-3.4399369	7.8704715
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	9.216697	11.332603
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_140	9.632261	6.941709
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_121	7.846945	9.478784
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	9.232137	11.344436
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_147	7.7882967	7.5216365
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	13.574489	-8.712471
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_119	5.2811465	10.439799
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_191	8.553052	1.2581303
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_139	10.136352	7.030547
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_18	-2.6512148	6.7415824
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_36	-2.9355567	8.004929
gland_1	darkorange3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_116	2.4903512	12.568633
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_105	3.029367	12.477636
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_191	8.615811	0.8619743
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_21	-3.1995244	7.2423053
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.2046847	-12.37991
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_191	8.6439085	0.88198465
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_182	8.528956	1.2275081
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_85	0.58492094	-4.0191536
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_183	8.645182	1.5167618
lipophil	khaki2	28	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_31	-2.1072009	8.016391
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	8.842786	1.4840702
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_148	8.973391	7.6148
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_107	2.5640914	12.5227995
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	9.552083	6.041367
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_23	-2.9503863	7.7202306
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_104	2.6130471	12.763137
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_119	2.1993647	13.715538
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	13.507596	-8.815224
epithelia_dorsal_like	mediumorchid4	47	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_166	-6.170367	15.873871
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_150	8.924318	7.833028
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_24	-2.910427	7.2630305
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.1676872	7.8846164
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_145	8.608884	6.366427
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_53	8.755496	11.478761
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_143	9.6981945	9.000385
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.2813263	-12.301488
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.769483	-7.039239
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_99	2.27709	13.303807
trans_lipophil_1_epithelia	gray80	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_40	-3.2616105	6.533718
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_124	9.444726	8.370063
peptidergic_epsilon	steelblue1	57	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_201	19.934568	-4.681303
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_110	2.43912	12.723248
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_36	-2.5027187	7.9084144
epithelia_dorsal	mediumorchid3	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_188	8.572117	0.2050747
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_212	19.604006	-1.3627756
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_126	6.2954707	5.874755
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_46	-1.846985	14.938717
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_44	-7.7490273	-7.0937424
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_132	6.547505	5.628777
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_114	4.6706653	12.613738
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	8.731631	11.67189
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_45	-7.687603	-7.0720224
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_57	8.4003725	11.723151
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_55	9.018031	11.751848
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_173	7.13562	0.8121514
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_144	8.594813	7.403367
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_215	-3.2551732	-12.329501
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_146	8.809253	8.083358
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_43	-7.7904873	-7.0934553
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_18	-3.1161067	6.13104
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_132	6.379116	5.7837677
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_48	7.110789	10.362577
peptidergic_progenitors	blueviolet	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_194	6.220531	7.3945503
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_94	2.5717285	14.368067
peptidergic_epsilon	steelblue1	46	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_201	-11.778887	9.008247
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	5.9717245	-5.701009
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_97	3.0879743	14.466492
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_151	9.083015	2.2082539
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_19	-2.0749986	8.115395
trans_epithelia_ventral_peptidergic	gray60	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_157	13.485893	-8.801689
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	6.693422	10.487241
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_115	3.420648	12.495719
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_86	-0.11345577	-4.037427
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_30	-2.3322706	7.4103036
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	9.538579	1.8833005
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.486514	7.763801
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	3.5625694	12.761519
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_180	8.594911	0.98629117
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_35	-3.1946385	8.179292
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_43	-7.7324996	-7.093515
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_95	2.6634169	14.041524
trans_lipophil_1_epithelia	gray80	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_40	8.109928	8.943115
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_112	3.4064138	12.642722
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	7.089068	10.694375
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	2.69726	12.700976
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_102	2.513546	12.766715
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_118	3.2034857	12.264925
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_113	3.2480218	12.932526
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_43	-7.881034	-7.1486034
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_110	2.4026978	12.546039
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_135	9.535487	5.9794083
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	8.550981	0.99817014
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_42	-7.7411656	-6.982294
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_186	9.102158	2.1745377
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_163	8.883197	4.73098
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_128	6.135835	6.4376025
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_51	6.389617	10.1009655
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.17568356	-4.385849
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_32	-2.4101603	8.199982
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_127	8.55433	8.484456
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_116	2.6569946	12.603378
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_89	-0.0072528315	-4.4247775
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	-0.04983966	-4.508087
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_122	7.6565557	9.593252
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_97	2.7480257	14.197961
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_138	9.509767	5.949265
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_134	9.250994	6.0027685
epithelia_dorsal_like	mediumorchid4	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_173	6.3767223	4.355764
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_111	3.574068	13.677423
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_86	-0.20957634	-3.97393
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_143	9.648708	9.012732
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_15	-3.4076529	6.26445
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_28	-2.5528424	8.033872
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_147	8.777054	7.340467
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_111	3.3182344	13.033858
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_24	-3.1095304	6.5284886
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_17	-2.900186	6.02404
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_186	8.710282	1.2653555
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_23	-2.7370276	7.240652
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_50	7.0319324	10.642437
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_122	7.731534	9.502495
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_28	-2.1592603	8.128991
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_206	13.524838	-8.8358965
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_29	-2.753545	8.052507
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_100	2.9370613	12.793933
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_166	5.2316117	0.44348407
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_193	9.321855	0.9866812
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_125	6.266212	5.9593434
epithelia_unknown_1	plum3	45	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_130	-11.076732	-3.6029131
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_141	10.05562	6.735893
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_54	9.218473	11.310594
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_41	-7.7016873	-7.0136013
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_145	9.426611	6.191268
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_115	4.7343655	12.930424
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_109	2.7210715	12.626086
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_53	9.053403	11.603796
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_57	8.562659	11.729701
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_128	7.8159156	7.0516357
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_26	-3.4655457	8.058148
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_208	13.512785	-8.823265
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_33	-2.4633324	7.8015113
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	8.888763	5.9566264
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_187	9.001901	1.2676148
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_30	-2.3010383	7.1577053
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_34	-2.115163	7.412636
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_49	7.0465784	10.6386175
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	6.7661786	9.871411
peptidergic_delta	skyblue3	50	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_200	20.035452	2.65942
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	8.283153	0.7536241
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_207	13.546637	-8.745862
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_217	1.2391322	21.855265
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_57	8.743896	11.634804
peptidergic_epsilon	steelblue1	46	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_201	-11.91602	9.143252
