TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.296233	5.092243
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.4856186	8.605716
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.3767457	12.815139
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.2179627	5.0853133
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.572582	6.4860225
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.90951	6.294045
peptidergic_progenitors	blueviolet	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_progenitors	7.8108525	4.984114
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.719817	5.2845044
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.5815744	12.692127
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.532543	-12.075121
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1738408	-6.760972
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.290608	12.958668
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.301601	-0.058476806
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.8217735	9.075
peptidergic_gamma_like	skyblue1	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_gamma_like	7.6161532	12.211915
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.520726	5.431286
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.319007	9.983916
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.820568	6.354281
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.9138546	5.538876
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.5148773	6.497044
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.1	10.049334	-8.124889
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.34097	-0.37615964
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.5877867	5.7180996
peptidergic_delta	skyblue3	50	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_delta	14.660545	18.782537
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.0268774	12.971333
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.2605963	3.3339398
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.7114716	5.3742833
epithelia_ventral	orchid1	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	5.2246695	4.200375
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.385224	10.093644
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.636709	-1.7293104
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1381378	-6.733718
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.7740164	-1.3449594
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	3.5779974	-9.019976
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.327245	6.351338
peptidergic_lambda	cyan2	58	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_lambda	17.156113	7.326019
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.166148	6.044007
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.191792	-7.3656406
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.0792465	8.947154
peptidergic_alpha	dodgerblue1	37	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-3.0329804	-9.8821
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.4200478	13.16235
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.3552074	12.802291
trans_epithelia_dorsal_ventral	gray95	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_dorsal_ventral	8.202931	5.558114
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.033817	8.979989
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.454169	-12.135233
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.411486	-1.428454
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.686054	5.4091396
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	8.495493	6.394817
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.557125	-0.70150733
peptidergic_eta	royalblue1	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	-0.993421	-4.3023224
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.570576	13.575228
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	9.776494	-1.184499
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.160117	-6.72625
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.2430162	12.8965435
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	7.449022	-0.8411651
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.146132	10.046575
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.7461815	-0.19852383
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.3025455	4.5385604
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.7852983	12.379208
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.461451	5.269766
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.6140375	6.3732076
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.9159355	6.336333
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.850528	-12.016481
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.4137616	13.360064
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.580799	10.241174
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.267788	12.850605
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.0852323	12.710808
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.9886642	12.399032
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.691412	-1.3568395
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.923826	5.0785484
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.8320904	12.892601
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.5482554	-1.5122808
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.426019	-12.195683
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.553767	-1.5993787
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.2795568	5.9252925
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.684984	6.7874928
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.2117276	12.86208
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.261166	4.1814666
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.016627	-1.156669
peptidergic_delta	skyblue3	53	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_delta	6.9008822	-10.821742
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.2025554	-6.7065573
peptidergic_eta	royalblue1	35	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	-1.0463638	-4.3641796
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.3213153	4.217358
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.1314073	13.012487
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.998254	12.666272
peptidergic_delta	skyblue3	50	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_delta	14.602602	18.723125
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.881642	6.2347865
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.792138	12.022482
peptidergic_mu_like	cyan3	42	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_mu_like	13.847612	13.990644
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.111231	12.557577
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.7007413	5.321005
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.19765	7.473233
peptidergic_gamma_like	skyblue1	44	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_gamma_like	7.6384325	12.217662
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.926717	-0.98068357
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.9370325	11.436857
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.567539	4.164079
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.4080977	5.355788
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.969568	12.404072
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_lipophil_1_gland	4.1451173	13.090291
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.5671215	6.628615
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.178262	12.225874
peptidergic_progenitors	blueviolet	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_progenitors	7.833407	5.47184
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.8366704	13.633674
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1917377	-6.7732635
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.0664663	10.571427
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.5897436	8.204298
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	3.5815887	-9.0352125
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.22885	6.205581
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.8488455	-1.122986
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.9736347	5.6351085
gland_1	darkorange3	19	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.9482853	11.496223
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.68213	6.7907085
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.543172	-12.300135
epithelia_ventral	orchid1	32	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.2247496	6.6611013
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.273044	12.8484125
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.2772536	6.307625
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.953764	5.191722
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.807714	-0.38231966
unknown_2.3	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.3	9.328984	-5.296666
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.172033	7.891568
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.979084	7.0787597
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.443346	-1.4613317
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.1232665	-6.7102585
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.162108	-1.4224337
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.6482854	13.497958
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.8541882	11.238824
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.662576	-1.3593446
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	5.0119333	8.956855
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.342948	-0.4451264
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	4.3361087	-14.19478
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.816887	4.313272
peptidergic_kappa	deepskyblue3	39	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_kappa	21.690014	6.7808833
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.174717	-0.18045512
peptidergic_eta	royalblue1	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	0.1784813	-4.152
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.483149	13.337763
peptidergic_delta	skyblue3	50	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_delta	14.646047	18.775139
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.270416	0.068720855
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.205404	3.474934
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.1816635	-7.4126253
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.1955385	3.404476
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.7110887	6.4569116
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.945819	-0.41919723
fibre	chartreuse3	25	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-11.396746	0.80070037
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	11.148071	-1.6486999
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.295187	4.971087
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.470962	10.162814
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.8999248	9.069971
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.648202	12.119455
trans_epithelia_ventral_peptidergic	gray60	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_ventral_peptidergic	3.604605	-9.03825
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.388624	13.000022
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.526844	6.2349997
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.543723	-0.8645226
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.243969	-1.5154035
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.939405	5.461456
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.824001	-1.3081063
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	9.070868	-5.1622014
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.6657696	6.851365
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.907358	-1.3405957
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	8.388974	5.884168
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	7.747421	8.058001
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.3983803	3.6582873
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	3.9742439	12.866132
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.192163	4.9955616
epithelia_dorsal_like	mediumorchid4	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	0.38517675	-4.1677046
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.565174	4.7856402
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.8404107	5.7443495
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.297671	9.904277
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.0011783	12.393175
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.43958	-1.590037
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	7.0492244	-0.8622615
epithelia_gland_like	orange	12	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	6.184188	7.845319
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.17395	-0.44899502
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.0678616	5.1008697
peptidergic_iota	deepskyblue1	26	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota	3.0970461	-6.665111
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	9.655177	-1.1436754
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.471299	4.3254986
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.276003	-1.5576072
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.195202	10.093183
trans_epithelia_ventral_peptidergic	gray60	46	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_trans_epithelia_ventral_peptidergic	-4.2056704	16.631208
peptidergic_alpha	dodgerblue1	36	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_alpha	-3.2344458	-10.621252
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.506826	12.830869
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.7486324	12.18929
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.993608	-1.4211944
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.155602	-7.387793
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.723219	6.3138223
peptidergic_progenitors	blueviolet	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_progenitors	15.921172	4.2561603
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.8392644	5.3032126
epithelia_dorsal	mediumorchid3	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	15.958851	4.2336445
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal_like	6.580148	-1.3162255
epithelia_ventral	orchid1	30	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.0240917	3.589497
epithelia_gland_like	orange	8	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_gland_like	5.3994823	4.177724
unknown_1	darkolivegreen2	15	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_1	12.774441	-12.075814
peptidergic_beta	dodgerblue3	31	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_beta	7.184145	-7.4324174
lipophil	khaki2	2	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-5.5969243	4.314685
peptidergic_eta	royalblue1	34	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_eta	-0.021213518	-4.1446705
unknown_2.4	darkolivegreen3	29	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.6495	10.290393
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.538197	13.01268
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.329952	6.7465196
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-10.977404	0.78842723
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_zeta	4.3531675	-14.224112
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.952957	9.003971
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.554419	5.585973
unknown_2.1	darkolivegreen3	33	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.1	10.073222	-8.103228
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.132825	-1.4113866
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.249148	12.911849
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_lipophil	-6.613049	6.1857214
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	5.49025	13.496212
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	6.6083784	5.479211
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	3.5809345	-9.021528
fibre	chartreuse3	4	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_fibre	-12.293219	-0.28792077
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_dorsal	10.428942	-1.535578
unknown_2.4	darkolivegreen3	18	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.4	9.347688	10.008548
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_epithelia_ventral	7.760333	6.469636
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_peptidergic_iota_like	3.5795	-9.020503
gland_1	darkorange3	7	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_gland_1	4.0287123	12.337635
unknown_2.2	darkolivegreen3	27	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_unknown_2.2	4.988133	8.967436
