Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.0325785	-0.03751757
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_135	5.2312293	1.17606
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_182	0.14915682	3.4377656
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_28	-4.231976	0.20384233
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_6	-10.984617	10.877617
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_141	5.7521477	-1.31332
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_229	-4.9229507	-5.446667
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_3	-11.032641	9.881691
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_121	6.991495	-1.8355461
unassigned	unassigned	unassigned	epithelia_gland_like	orange	51	batch2	HoiH23	HoiH23_119	1.2493107	15.336302
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_66	4.407812	10.464412
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_25	-4.3458905	0.13018073
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_198	-0.1809164	1.8092217
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_112	4.9162054	8.325078
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_68	4.739512	12.7337055
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.768253	8.999131
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_96	6.425016	11.906183
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_184	-0.047037426	4.028988
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_118	6.4324193	-1.7121067
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_7	-10.617853	9.911336
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_228	19.718985	6.4524217
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_66	4.6963677	10.37664
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_227	22.587318	1.538729
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_121	6.9096074	-1.8741875
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_146	5.108361	-0.723
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	32	batch2	HoiH23	HoiH23_220	-2.0679197	9.556109
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_55	5.3285785	9.298523
unassigned	unassigned	unassigned	peptidergic_theta	royalblue3	31	batch2	HoiH23	HoiH23_224	4.0179706	23.943295
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_24	-4.1090183	0.61946905
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_57	4.9723296	10.202095
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_182	0.07290384	3.9994307
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_217	16.903574	-4.6201873
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_62	5.634217	10.327671
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_194	0.19075647	1.9552898
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_148	7.2164717	1.2579597
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_110	4.8226485	8.614422
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_119	6.778108	-1.6727934
unassigned	unassigned	unassigned	peptidergic_beta	dodgerblue3	36	batch2	HoiH23	HoiH23_212	0.3157384	-10.480639
unassigned	unassigned	unassigned	peptidergic_eta	royalblue1	23	batch2	HoiH23	HoiH23_223	16.902626	-4.615397
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_171	3.0640671	-0.60913515
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_162	3.6515286	-2.4962962
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_25	-4.3072443	0.1583442
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_51	4.6964974	9.565614
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_37	17.100117	0.12577778
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_143	5.5378203	-2.3219695
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_24	-4.286144	0.32902095
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_115	7.1357613	-1.9418616
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_38	16.953424	-0.020356491
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_185	0.4289449	3.9336338
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_5	-10.927573	10.621837
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_177	0.54614395	3.8349972
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.806629	8.976104
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_138	5.578774	1.1622906
unassigned	unassigned	unassigned	epithelia_unknown	plum3	1	batch2	HoiH23	HoiH23_175	0.02402141	2.3434615
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_51	4.541457	9.945375
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_118	7.347565	-1.1247534
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_164	5.008418	-1.2473555
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_110	4.6904655	9.043065
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_64	4.7618732	11.022467
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_54	5.2274284	10.100844
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_75	4.392875	10.954809
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_68	5.308853	9.464264
unassigned	unassigned	unassigned	epithelia_gland_like	orange	20	batch2	HoiH23	HoiH23_115	6.918743	-1.0260147
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	22	batch2	HoiH23	HoiH23_139	5.146901	-0.8854739
unassigned	unassigned	unassigned	peptidergic_gamma_like	skyblue1	46	batch2	HoiH23	HoiH23_214	2.9499793	3.4044209
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	5.945067	-0.024202628
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_124	7.5493355	-0.6794798
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_135	4.4310446	0.93658376
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_139	7.1819744	0.52617586
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_114	3.1893592	2.6741896
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_53	4.5276666	10.745357
unassigned	unassigned	unassigned	gland_1	darkorange3	18	batch2	HoiH23	HoiH23_92	5.3666205	8.305199
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	52	batch2	HoiH23	HoiH23_220	3.7107773	4.068983
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_136	4.667528	1.1557859
unassigned	unassigned	unassigned	epithelia_gland_like	orange	19	batch2	HoiH23	HoiH23_114	6.918411	1.3775982
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_64	4.695385	10.674049
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_193	0.82259756	2.1012175
unassigned	unassigned	unassigned	gland_1	darkorange3	11	batch2	HoiH23	HoiH23_52	4.5312285	9.5588665
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_1	-11.0332	9.4230385
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_204	-0.05842211	2.4740052
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_198	0.41818643	1.5778146
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_190	0.034900285	2.648575
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_65	5.0062504	9.866954
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_210	17.085278	5.1740217
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	6.113686	-0.16563083
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_168	2.8086493	-1.624255
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_3	-10.954586	9.728438
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_141	5.4576306	-1.1209344
unassigned	unassigned	unassigned	epithelia_gland_like	orange	18	batch2	HoiH23	HoiH23_117	6.461231	-0.32636127
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	37	batch2	HoiH23	HoiH23_216	-3.7444222	-11.586255
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_182	-0.22528826	3.420129
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_140	5.2983055	-0.851569
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	HoiH23	HoiH23_110	5.1621213	9.279981
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.727049	9.0735855
unassigned	unassigned	unassigned	epithelia_unknown	plum3	35	batch2	HoiH23	HoiH23_173	16.65003	-5.4482703
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_5	-10.508449	10.368196
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	13	batch2	HoiH23	HoiH23_29	3.2922647	-0.22823416
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_32	-4.096122	0.32137436
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_209	17.327946	4.936802
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_114	5.575473	-0.96351355
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_74	4.4772243	11.051382
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_122	6.8053317	-1.864683
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_164	2.7449586	-2.8722444
unassigned	unassigned	unassigned	epithelia_gland_like	orange	10	batch2	HoiH23	HoiH23_114	5.4665947	-1.0290418
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_167	2.9225163	-1.8366923
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_1	-10.991363	9.560592
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	23	batch2	HoiH23	HoiH23_218	16.925419	-4.1073275
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_139	6.9022155	0.48284298
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_171	3.2584755	-0.3357747
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_37	17.005814	0.03202565
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_112	5.7183967	-2.4397013
unassigned	unassigned	unassigned	peptidergic_zeta_like	steelblue3	42	batch2	HoiH23	HoiH23_221	7.481703	-12.189259
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	18	batch2	HoiH23	HoiH23_154	5.7978377	0.11143341
unassigned	unassigned	unassigned	fibre_2	chartreuse4	26	batch2	HoiH23	HoiH23_48	19.668705	15.429786
unassigned	unassigned	unassigned	peptidergic_lambda	cyan2	28	batch2	HoiH23	HoiH23_231	-0.8970673	20.436525
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_190	0.120761804	3.1737309
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_61	6.526163	10.476219
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_184	0.026725521	3.8805964
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_134	4.797279	1.0810754
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_6	-11.036746	10.794132
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_36	16.935024	-0.03850095
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_116	4.9101787	8.081846
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_202	0.3105284	3.0568352
unassigned	unassigned	unassigned	gland_1	darkorange3	5	batch2	HoiH23	HoiH23_93	6.5329175	11.744732
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_58	4.713325	10.469972
unassigned	unassigned	unassigned	trans_lipophil_1_lipophil_2	gray35	3	batch2	HoiH23	HoiH23_23	-10.9749155	10.739228
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_119	6.773377	-1.790251
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_1	-10.922077	9.504632
unassigned	unassigned	unassigned	peptidergic_epsilon	steelblue1	53	batch2	HoiH23	HoiH23_215	-7.5157857	20.221485
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_138	5.317381	1.2861888
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_72	4.814416	10.935327
unassigned	unassigned	unassigned	peptidergic_mu	cyan3	34	batch2	HoiH23	HoiH23_232	13.413576	21.300644
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_33	-3.685576	0.45309216
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.818282	8.934502
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_55	5.3832784	9.351493
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_112	3.335911	2.8008304
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_121	6.9848194	-1.9720383
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_72	5.1573505	10.513875
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_36	16.787205	-0.18562956
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	17	batch2	HoiH23	HoiH23_148	7.196158	0.4241673
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_196	0.20192249	1.9738755
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_53	5.303165	11.196615
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_189	0.36821356	3.2949176
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_183	0.2586695	3.904551
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_150	6.005031	1.0329651
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_201	0.17598346	2.606972
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_63	4.49667	10.654403
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_183	0.13035797	3.665077
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_118	6.854294	-1.5096574
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_147	5.179541	-0.90463215
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_167	2.5805485	-1.7001218
unassigned	unassigned	unassigned	peptidergic_zeta	steelblue3	37	batch2	HoiH23	HoiH23_216	-3.7985096	-11.534424
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_148	5.646594	-2.0954697
unassigned	unassigned	unassigned	trans_lipophil_2_epithelia	gray40	4	batch2	HoiH23	HoiH23_33	-3.9354599	0.4574346
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_199	0.006500016	2.485421
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.991762	9.118196
unassigned	unassigned	unassigned	peptidergic_iota	deepskyblue1	24	batch2	HoiH23	HoiH23_226	22.554708	1.5538079
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_206	0.088737115	3.8570607
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_119	6.76441	-1.7657444
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_57	4.423325	10.266997
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_135	4.522772	0.949419
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_175	2.6447456	-0.19467208
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_36	16.953276	-0.020722229
unassigned	unassigned	unassigned	epithelia_gland_like	orange	22	batch2	HoiH23	HoiH23_119	17.01833	0.044018008
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_206	0.34073037	3.8425481
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.623081	8.971533
unassigned	unassigned	unassigned	epithelia_gland_like	orange	18	batch2	HoiH23	HoiH23_128	6.616315	-0.5941832
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_57	5.004367	9.730632
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_70	5.2119765	10.624959
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_50	4.586051	10.94727
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_57	5.062497	9.684253
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_131	5.5622535	-2.310001
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_228	19.716932	6.4560795
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	40	batch2	HoiH23	HoiH23_229	-4.9245167	-5.4449916
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_7	-10.460871	10.563381
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_118	7.2453127	-1.3443195
unassigned	unassigned	unassigned	epithelia_gland_like	orange	9	batch2	HoiH23	HoiH23_119	5.2602596	9.505884
unassigned	unassigned	unassigned	peptidergic_progenitors	blueviolet	41	batch2	HoiH23	HoiH23_207	5.512889	3.8618214
unassigned	unassigned	unassigned	unknown_1	darkolivegreen2	22	batch2	HoiH23	HoiH23_36	17.045725	0.07104454
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_205	-0.35385236	2.5139
unassigned	unassigned	unassigned	gland_1	darkorange3	16	batch2	HoiH23	HoiH23_67	5.969988	11.136132
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_188	0.3813766	3.8573122
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_27	-3.9735658	0.8365901
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_135	4.348885	0.95947313
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	12	batch2	HoiH23	HoiH23_130	5.43926	1.0534005
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_194	0.39472353	1.7072465
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_24	-3.9711032	0.67501974
unassigned	unassigned	unassigned	epithelia_gland_like	orange	11	batch2	HoiH23	HoiH23_111	4.821687	9.310181
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_72	4.906397	10.527915
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_177	0.98460346	3.836315
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_190	0.41768685	3.2167034
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_69	4.9022994	10.720069
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_206	-0.38627166	3.2497473
unassigned	unassigned	unassigned	trans_gland_epithelia_dorsal	gray50	7	batch2	HoiH23	HoiH23_108	4.2338166	11.152086
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_196	0.18064268	2.1831357
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	10	batch2	HoiH23	HoiH23_149	4.936681	-0.67274845
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_183	0.44646174	3.8345277
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_180	0.39789072	3.6333725
unassigned	unassigned	unassigned	peptidergic_kappa	deepskyblue3	47	batch2	HoiH23	HoiH23_228	19.7169	6.4537177
unassigned	unassigned	unassigned	epithelia_unknown	plum3	13	batch2	HoiH23	HoiH23_176	3.2744136	-0.49064294
unassigned	unassigned	unassigned	epithelia_unknown	plum3	29	batch2	HoiH23	HoiH23_167	2.63114	-2.6116102
unassigned	unassigned	unassigned	epithelia_unknown	plum3	12	batch2	HoiH23	HoiH23_175	4.020664	0.64420277
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	0	batch2	HoiH23	HoiH23_184	-0.13915148	3.9108694
unassigned	unassigned	unassigned	epithelia_unknown	plum3	12	batch2	HoiH23	HoiH23_172	4.295866	1.0575323
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_196	-0.013594548	2.113779
unassigned	unassigned	unassigned	gland_1	darkorange3	9	batch2	HoiH23	HoiH23_59	5.289873	9.386547
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_196	0.29436642	1.7025083
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_203	0.24475884	2.3648198
unassigned	unassigned	unassigned	epithelia_unknown	plum3	45	batch2	HoiH23	HoiH23_161	0.59032017	-2.0741012
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	19	batch2	HoiH23	HoiH23_159	6.8606095	1.503548
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_1	-10.882772	9.3873005
unassigned	unassigned	unassigned	gland_1	darkorange3	21	batch2	HoiH23	HoiH23_62	5.4694047	11.261516
unassigned	unassigned	unassigned	trans_gland_epithelia_ventral	gray65	7	batch2	HoiH23	HoiH23_107	4.436876	10.900953
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_198	0.0695416	1.8843168
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	15	batch2	HoiH23	HoiH23_189	0.71513677	2.9670465
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_4	-9.98398	9.070268
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_74	4.515469	11.451969
unassigned	unassigned	unassigned	lipophil_1	khaki2	3	batch2	HoiH23	HoiH23_12	-10.885822	9.883474
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_118	6.3372326	-1.622212
unassigned	unassigned	unassigned	gland_1	darkorange3	7	batch2	HoiH23	HoiH23_58	4.99709	10.629872
unassigned	unassigned	unassigned	epithelia_unknown	plum3	25	batch2	HoiH23	HoiH23_164	4.1294456	-2.7180698
unassigned	unassigned	unassigned	epithelia_unknown	plum3	28	batch2	HoiH23	HoiH23_174	-0.9306025	20.479147
unassigned	unassigned	unassigned	lipophil_2	khaki3	4	batch2	HoiH23	HoiH23_27	-3.9084973	0.8685616
unassigned	unassigned	unassigned	epithelia_dorsal	mediumorchid3	1	batch2	HoiH23	HoiH23_197	0.24462917	1.9408923
unassigned	unassigned	unassigned	peptidergic_alpha	dodgerblue1	27	batch2	HoiH23	HoiH23_209	17.32093	4.942687
unassigned	unassigned	unassigned	epithelia_gland_like	orange	14	batch2	HoiH23	HoiH23_119	6.617019	-1.7851725
unassigned	unassigned	unassigned	epithelia_ventral	orchid1	20	batch2	HoiH23	HoiH23_144	5.5771236	-2.2457864
unassigned	unassigned	unassigned	epithelia_unknown	plum3	45	batch2	HoiH23	HoiH23_161	0.58216494	-2.076342
